panel	page	physical_folio	star_ordinal	sheedy_fields	exact_adjacent_q_sheedy	q_sheedy_fields	has_exact_two_group_sheedy	zl_exact_q_sheedy	it_exact_q_sheedy	rf_exact_q_sheedy	all_readings_exact_q_sheedy	rays	tail	color	visual_provenance	review_support
ARCHIVED_DISCOVERY	f104r	f104	1	o|l|sheedy	0		0	0	0	0	0	7	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f104v	f104	5	qotol|sheedy	1	qotol|sheedy	1	1	1	1	1	8	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f104v	f104	6	qotol|sheedy;yshor|sheedy	1	qotol|sheedy	1	1	1	0	0	8	1	yel	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f104v	f104	11	psheodar|sheedy	0		1	0	0	0	0	8	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f106r	f106	14	shaiin|ar|aiin|sheey|lkaiin|sheedy	0		0	0	0	0	0	7	1	yel	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f112v	f112	1	sheedy	0		0	0	0	0	0	7	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f112v	f112	6	ycheol|keeor|olkeeey|chedain|ol|cheedaiin|sheedy	0		0	0	0	0	0	7	1	yel	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f112v	f112	8	polor|sheedy	0		1	0	0	0	0	7	1	yel	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f113v	f113	12	chokor|sheedy	0		1	0	0	0	0	8	1	yel	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f114r	f114	8	cheeo|daiin|sheedy	0		0	0	0	0	0	8	2	yel	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f114v	f114	3	qockhed|skaiin|sheedy	0		0	0	0	0	0	7	1	yel	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f114v	f114	4	sheedy	0		0	0	0	0	0	7	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f115r	f115	12	qokl|sheedy	1	qokl|sheedy	1	1	1	1	1	8	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f115v	f115	5	okeeo|kaiin|lkeeey|lkor|sheedy	0		0	0	0	0	0	8	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
ARCHIVED_DISCOVERY	f115v	f115	9	polor|sheedy	0		1	0	0	0	0	7	1	RED	EXISTING_HUMAN_ANNOTATION_STOLFI_STAR_PROPS	ARCHIVED_SINGLE_SOURCE_CATALOGUE
PROSPECTIVE_GDT128	f103r	f103	15	qokal|sheedy	1	qokal|sheedy	1	1	1	0	0	8	0	UNPREDICTED	AI_DIRECT_VISUAL_OBSERVATION	RAYS_2_OF_3_TAIL_3_OF_3
