model	k	language	seed	total_bits	bits_per_symbol	gap_vs_matched_null_bits	gap_vs_source_winner_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
MATCHED_GROUP_CODE_NULL	16	_	0	665476.1318264739	3.424569954439358	0.0	73435.86595638515	491484.6833489232	24196.835572990927	149794.61290455973	9b25b6d79bdc8f7d66583000598848ae60c88a565c8d84b16f8ebd472ef37d35	True
GROUP_CHARACTER_LANGUAGE	16	latin	19101	672512.6138526404	3.4607800058286182	7036.482026166515	80472.34798255167	491563.34651145857	31154.654436622117	149794.61290455973	dad27993608de454ed55baed31aac957761b894e191b3f593fae9e53f4beb0b2	True
GROUP_CHARACTER_LANGUAGE	16	middle_high_german	19101	670541.2813795246	3.450635440704826	5065.149553050753	78501.0155094359	491563.34651145857	29183.321963506292	149794.61290455973	a0f0087ebea27687b6bfbf24dea992b9b93ca640ce33c3b7da2cf54288a63df8	True
GROUP_CHARACTER_LANGUAGE	16	middle_french	19101	671490.3888579182	3.455519590261204	6014.257031444344	79450.1229878295	491563.34651145857	30132.42944189987	149794.61290455973	15197e86d49db5ff2bfe5662d075302deca9ed1110385a46e5a5cbcc0710e962	True
GROUP_CHARACTER_LANGUAGE	16	old_italian_tuscan	19101	669913.4485047264	3.44740458463559	4437.316678252537	77873.18263463769	491563.34651145857	28555.48908870806	149794.61290455973	c08657eb908979b8d7f0c6d9ceff05bbbaa8eba5daf11460bab07fe4352b1a9e	True
GROUP_CHARACTER_LANGUAGE	16	medieval_czech	19101	669602.1771094699	3.4458027681062036	4126.045282996027	77561.91123938118	491563.34651145857	28244.217693451636	149794.61290455973	0465bde2c52cd74f309a7ecfb44b642957a539cd8d3d879e8146bf5a40b129a2	True
GROUP_CHARACTER_LANGUAGE	16	old_hungarian	19101	670295.6311014426	3.449371313380965	4819.499274968752	78255.3652313539	491563.34651145857	28937.67168542435	149794.61290455973	f046a789a36b726788e7481548c47be0509529577f3cee705432ee0aaef2c81c	True
MATCHED_GROUP_CODE_NULL	32	_	0	660765.5137052416	3.400328902787312	0.0	68725.2478351529	465381.1606018455	45589.74019883641	149794.61290455973	a3fcbdd1d30d1bee6401b87db5d3c11821efda81a871271740e3b6637123787f	True
GROUP_CHARACTER_LANGUAGE	32	latin	19101	673708.7270623875	3.466935257932049	12943.213357145898	81668.4611922988	465535.90196441545	58378.212193412306	149794.61290455973	0fb63548a0c6c869d44f1bee563890065682ec5924635281bf5abbe3d592f937	True
GROUP_CHARACTER_LANGUAGE	32	middle_high_german	19101	669169.7713778275	3.443577588861013	8404.257672585896	77129.5055077388	465535.90196441545	53839.25650885235	149794.61290455973	5f973860bc0154da62ee07fa01fdc0b25a4b235a232a6e528e957850bbca380e	True
GROUP_CHARACTER_LANGUAGE	32	middle_french	19101	671787.2191869013	3.45704709241731	11021.705481659737	79746.95331681264	465535.90196441545	56456.70431792614	149794.61290455973	e1c0a3c0aa385171abe0d5cffb1039226efe20141d299015cc1d6152035ea3b9	True
GROUP_CHARACTER_LANGUAGE	32	old_italian_tuscan	19101	668470.8044318588	3.4399806736782836	7705.2907266172115	76430.53856177011	465535.90196441545	53140.28956288363	149794.61290455973	367c9264468d6d748bf102510e1a53c4d31f39935eeb8da6ed06791b99849103	True
GROUP_CHARACTER_LANGUAGE	32	medieval_czech	19101	664450.0652172463	3.4192897697517872	3684.551512004691	72409.79934715759	465535.90196441545	49119.55034827111	149794.61290455973	ad7c4554dd4447936eabb10bdbf45e0d8b167c0dc3b7ed83f71e3364b9b42005	True
GROUP_CHARACTER_LANGUAGE	32	old_hungarian	19101	669982.8341163469	3.4477616460979954	9217.320411105291	77942.56824625819	465535.90196441545	54652.31924737177	149794.61290455973	d2c464df0984c190393a2c4062cad6f1ff72bdc33f859fd6b0f7a73e694b2c2f	True
