edition	k	model	held_folio	held_records	pseudo_gain_bits	positive_gain
ZL3b	2	OPEN_WRAPPER7	f104	26	-0.156077036009	0
ZL3b	2	OPEN_COMPILER12	f104	26	-0.197802435758	0
ZL3b	2	OPEN_EDGE29	f104	26	-0.118321174725	0
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f104	26	-0.293631524359	0
ZL3b	2	OPEN_WRAPPER7	f105	20	0.221548057577	1
ZL3b	2	OPEN_COMPILER12	f105	20	0.205187714580	1
ZL3b	2	OPEN_EDGE29	f105	20	0.238880443529	1
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f105	20	-0.247298265209	0
ZL3b	2	OPEN_WRAPPER7	f106	14	0.088909461315	1
ZL3b	2	OPEN_COMPILER12	f106	14	0.079126345358	1
ZL3b	2	OPEN_EDGE29	f106	14	0.080962696731	1
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f106	14	0.262950286942	1
ZL3b	2	OPEN_WRAPPER7	f107	15	0.096358874874	1
ZL3b	2	OPEN_COMPILER12	f107	15	0.051616467373	1
ZL3b	2	OPEN_EDGE29	f107	15	0.139305843405	1
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f107	15	0.118676177613	1
ZL3b	2	OPEN_WRAPPER7	f112	13	-0.019430538514	0
ZL3b	2	OPEN_COMPILER12	f112	13	-0.053472152345	0
ZL3b	2	OPEN_EDGE29	f112	13	0.019383524793	1
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f112	13	-0.074304208521	0
ZL3b	2	OPEN_WRAPPER7	f113	31	0.081008960459	1
ZL3b	2	OPEN_COMPILER12	f113	31	0.093332119999	1
ZL3b	2	OPEN_EDGE29	f113	31	0.427467316851	1
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f113	31	0.221211049601	1
ZL3b	2	OPEN_WRAPPER7	f114	25	0.202001340824	1
ZL3b	2	OPEN_COMPILER12	f114	25	0.183724832202	1
ZL3b	2	OPEN_EDGE29	f114	25	0.492631454592	1
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f114	25	0.102453160831	1
ZL3b	2	OPEN_WRAPPER7	f115	26	0.091736816739	1
ZL3b	2	OPEN_COMPILER12	f115	26	0.071543525472	1
ZL3b	2	OPEN_EDGE29	f115	26	-0.041111095933	0
ZL3b	2	RAW_OPEN_CHAR3_HASH32	f115	26	0.176211027632	1
ZL3b	3	OPEN_WRAPPER7	f104	26	-0.194901700668	0
ZL3b	3	OPEN_COMPILER12	f104	26	-0.220326945325	0
ZL3b	3	OPEN_EDGE29	f104	26	-0.044160411616	0
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f104	26	-0.608658080288	0
ZL3b	3	OPEN_WRAPPER7	f105	20	0.229450705003	1
ZL3b	3	OPEN_COMPILER12	f105	20	0.294702113966	1
ZL3b	3	OPEN_EDGE29	f105	20	0.306620376821	1
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f105	20	-0.170613558956	0
ZL3b	3	OPEN_WRAPPER7	f106	14	0.034191820597	1
ZL3b	3	OPEN_COMPILER12	f106	14	0.032758449113	1
ZL3b	3	OPEN_EDGE29	f106	14	0.164795558795	1
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f106	14	0.045349960115	1
ZL3b	3	OPEN_WRAPPER7	f107	15	0.043095757054	1
ZL3b	3	OPEN_COMPILER12	f107	15	-0.001800621315	0
ZL3b	3	OPEN_EDGE29	f107	15	0.253137881549	1
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f107	15	0.004424683835	1
ZL3b	3	OPEN_WRAPPER7	f112	13	0.020722357560	1
ZL3b	3	OPEN_COMPILER12	f112	13	0.040380422972	1
ZL3b	3	OPEN_EDGE29	f112	13	0.023842209038	1
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f112	13	0.220855443834	1
ZL3b	3	OPEN_WRAPPER7	f113	31	0.331573576433	1
ZL3b	3	OPEN_COMPILER12	f113	31	0.321768747445	1
ZL3b	3	OPEN_EDGE29	f113	31	0.224750319183	1
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f113	31	0.319641650067	1
ZL3b	3	OPEN_WRAPPER7	f114	25	0.324156874831	1
ZL3b	3	OPEN_COMPILER12	f114	25	0.288563162543	1
ZL3b	3	OPEN_EDGE29	f114	25	0.570943487606	1
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f114	25	0.185731679069	1
ZL3b	3	OPEN_WRAPPER7	f115	26	0.067459498808	1
ZL3b	3	OPEN_COMPILER12	f115	26	0.073922255353	1
ZL3b	3	OPEN_EDGE29	f115	26	-0.039980706600	0
ZL3b	3	RAW_OPEN_CHAR3_HASH32	f115	26	0.096248446526	1
ZL3b	4	OPEN_WRAPPER7	f104	26	-0.148551661805	0
ZL3b	4	OPEN_COMPILER12	f104	26	-0.127707326651	0
ZL3b	4	OPEN_EDGE29	f104	26	0.095344768035	1
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f104	26	-0.242625276122	0
ZL3b	4	OPEN_WRAPPER7	f105	20	0.270265123481	1
ZL3b	4	OPEN_COMPILER12	f105	20	0.236248877965	1
ZL3b	4	OPEN_EDGE29	f105	20	0.323486468979	1
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f105	20	0.124220734478	1
ZL3b	4	OPEN_WRAPPER7	f106	14	0.110237279186	1
ZL3b	4	OPEN_COMPILER12	f106	14	0.070220545406	1
ZL3b	4	OPEN_EDGE29	f106	14	0.001259965585	1
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f106	14	0.399258341601	1
ZL3b	4	OPEN_WRAPPER7	f107	15	0.019120476758	1
ZL3b	4	OPEN_COMPILER12	f107	15	-0.014611594336	0
ZL3b	4	OPEN_EDGE29	f107	15	0.153429492523	1
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f107	15	-0.002187966907	0
ZL3b	4	OPEN_WRAPPER7	f112	13	0.122600265088	1
ZL3b	4	OPEN_COMPILER12	f112	13	0.092968101242	1
ZL3b	4	OPEN_EDGE29	f112	13	0.046373015045	1
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f112	13	0.090966631069	1
ZL3b	4	OPEN_WRAPPER7	f113	31	0.000121850559	1
ZL3b	4	OPEN_COMPILER12	f113	31	0.088553604375	1
ZL3b	4	OPEN_EDGE29	f113	31	-0.169376055924	0
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f113	31	-0.058848095066	0
ZL3b	4	OPEN_WRAPPER7	f114	25	0.195286254564	1
ZL3b	4	OPEN_COMPILER12	f114	25	0.163611973988	1
ZL3b	4	OPEN_EDGE29	f114	25	0.242548635144	1
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f114	25	0.310716337356	1
ZL3b	4	OPEN_WRAPPER7	f115	26	-0.110719236071	0
ZL3b	4	OPEN_COMPILER12	f115	26	-0.137845050943	0
ZL3b	4	OPEN_EDGE29	f115	26	-0.134743714300	0
ZL3b	4	RAW_OPEN_CHAR3_HASH32	f115	26	0.140944325627	1
ZL3b	5	OPEN_WRAPPER7	f104	26	0.125213919862	1
ZL3b	5	OPEN_COMPILER12	f104	26	0.130797177297	1
ZL3b	5	OPEN_EDGE29	f104	26	-0.215550684564	0
ZL3b	5	RAW_OPEN_CHAR3_HASH32	f104	26	-0.307933010676	0
ZL3b	5	OPEN_WRAPPER7	f105	20	0.226024683308	1
ZL3b	5	OPEN_COMPILER12	f105	20	0.242657225488	1
ZL3b	5	OPEN_EDGE29	f105	20	0.050724024672	1
ZL3b	5	RAW_OPEN_CHAR3_HASH32	f105	20	0.255846630808	1
ZL3b	5	OPEN_WRAPPER7	f106	14	0.129137435572	1
ZL3b	5	OPEN_COMPILER12	f106	14	0.088261778143	1
ZL3b	5	OPEN_EDGE29	f106	14	-0.073888800275	0
ZL3b	5	RAW_OPEN_CHAR3_HASH32	f106	14	0.141329348921	1
ZL3b	5	OPEN_WRAPPER7	f107	15	0.138005677270	1
ZL3b	5	OPEN_COMPILER12	f107	15	0.195045988830	1
ZL3b	5	OPEN_EDGE29	f107	15	0.330420335386	1
ZL3b	5	RAW_OPEN_CHAR3_HASH32	f107	15	0.214492380972	1
ZL3b	5	OPEN_WRAPPER7	f112	13	0.069692519630	1
ZL3b	5	OPEN_COMPILER12	f112	13	0.071600375814	1
ZL3b	5	OPEN_EDGE29	f112	13	-0.065696751537	0
ZL3b	5	RAW_OPEN_CHAR3_HASH32	f112	13	-0.076769466851	0
