pair_id	illustration_profile	classified_profile	groups_per_line	a_line_count	b_line_count	matched_equivalent_weight	a_mean_fields	b_mean_fields	b_minus_a_fields	claim_state
HP01	ALPHA	1	4	1	1	1	1.000000000000	1.000000000000	0.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP01	ALPHA	1	8	1	2	1	1.000000000000	1.500000000000	0.500000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP01	ALPHA	1	9	1	1	1	1.000000000000	1.000000000000	0.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP01	ALPHA	1	10	1	1	1	1.000000000000	2.000000000000	1.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP02	ALPHA	1	2	1	2	1	2.000000000000	1.500000000000	-0.500000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP02	ALPHA	1	4	1	1	1	1.000000000000	2.000000000000	1.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP03	UNCLASSIFIED	0	3	1	2	1	1.000000000000	1.500000000000	0.500000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP03	UNCLASSIFIED	0	7	1	1	1	2.000000000000	4.000000000000	2.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP04	MIXED	1	2	1	1	1	1.000000000000	1.000000000000	0.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP04	MIXED	1	4	1	1	1	1.000000000000	1.000000000000	0.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP04	MIXED	1	6	2	1	1	2.000000000000	5.000000000000	3.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP04	MIXED	1	8	1	1	1	1.000000000000	4.000000000000	3.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP06	MIXED	1	1	2	1	1	1.000000000000	1.000000000000	0.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP06	MIXED	1	9	2	2	2	1.500000000000	2.000000000000	0.500000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
HP08	UNCLASSIFIED	0	8	1	1	1	2.000000000000	3.000000000000	1.000000000000	EXACT_LENGTH_STRATUM_NOT_INDEPENDENT_SAMPLE
