model	scheme	language	seed	total_bits	bits_per_symbol	gap_vs_matched_null_bits	gap_vs_context_axis_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
MATCHED_TRANSPOSITION_NULL	REVERSE	_	0	597722.1983961774	3.0759051810181828	0.0	16674.026237077196	8.321928094887362	447919.2635635228	149794.61290455973	e3a96fa5ad74ed839c141940b9cd5128dc22e39c171ddebe841ccb8af5adc865	True
TRANSPOSITION_LANGUAGE	REVERSE	latin	29101	1169700.8660410116	6.019333000766821	571978.6676448343	588652.6938819115	129.77907814969524	1019776.4740583022	149794.61290455973	2ea08bb23cce2a297456eb94ab5ec9ae56f8dadada8d7b01296341dd47cb1c3c	True
TRANSPOSITION_LANGUAGE	REVERSE	middle_high_german	29101	1101774.800018881	5.669782425325132	504052.6016227036	520726.6278597808	129.77907814969524	951850.4080361715	149794.61290455973	f9ac1c880d4962327d924f7e36b3404c4ac99e0749b7ee3475a27df97e7a7981	True
TRANSPOSITION_LANGUAGE	REVERSE	middle_french	29101	1149527.0455635404	5.915517617811184	551804.847167363	568478.8734044402	129.77907814969524	999602.653580831	149794.61290455973	07a02d91824ea70fed4078937b12a094da9b0fdc0ca326b3b54cc714b6d13339	True
TRANSPOSITION_LANGUAGE	REVERSE	old_italian_tuscan	29101	1128893.2619134092	5.809335243785684	531171.0635172318	547845.089754309	129.77907814969524	978968.8699306998	149794.61290455973	c7b6ccd89b2f070e6ff0f84db469a3553b88e92b9b69d7ec4cdcaba21dd9a0c6	True
TRANSPOSITION_LANGUAGE	REVERSE	medieval_czech	29101	1067575.5873520854	5.493791746526859	469853.388955908	486527.4151929852	129.77907814969524	917651.195369376	149794.61290455973	67db6457ee9fe84e3ce9b7f42762a33393e3eeca1bf5dd9d0c3b3ed56f63ae5b	True
TRANSPOSITION_LANGUAGE	REVERSE	old_hungarian	29101	1016261.5167297802	5.2297272427995525	418539.31833360286	435213.34457068006	129.77907814969524	866337.1247470708	149794.61290455973	499c69861cde78cf612dd0587b94e238de0fbf37fb6c99961b52e17df786c73e	True
MATCHED_TRANSPOSITION_NULL	ODD_EVEN	_	0	792191.7145160766	4.076654013483031	0.0	211143.54235697642	8.321928094887362	642388.779683422	149794.61290455973	6c72b811aeba1484145f35e31b91697da8c6f298bdf2dad8f30ae2c4466db2bf	True
TRANSPOSITION_LANGUAGE	ODD_EVEN	latin	29101	1375380.982600374	7.077772084767573	583189.2680842973	794332.8104412737	129.77907814969524	1225456.5906176644	149794.61290455973	2a0b7394e74cc0023168668f7e3912544a86efc66a6c50bc263bc9ef77682c77	True
TRANSPOSITION_LANGUAGE	ODD_EVEN	middle_high_german	29101	1255832.043582277	6.46256789476481	463640.3290662003	674783.8714231767	129.77907814969524	1105907.6515995674	149794.61290455973	72613aec1b4707808825fc2a1b1365114a84bf28be8e6d817a4723e428233ba2	True
