world	total_host_gain_bits	top_eligible_relation_gain_bits	eligible_relations	claim_state
0	-10673.976999048824	43.571263714613	181	HELD_TARGET_ALIGNMENT_NULL
1	-10819.609157197074	38.589476779606	172	HELD_TARGET_ALIGNMENT_NULL
2	-10681.894172362750	37.119836826257	173	HELD_TARGET_ALIGNMENT_NULL
3	-10711.019754942696	39.714960927860	183	HELD_TARGET_ALIGNMENT_NULL
4	-10810.377236992013	48.243282501107	175	HELD_TARGET_ALIGNMENT_NULL
5	-10720.034835386501	55.818578692841	181	HELD_TARGET_ALIGNMENT_NULL
6	-10765.857864871683	44.807910562838	178	HELD_TARGET_ALIGNMENT_NULL
7	-10476.125065930100	46.828423438312	187	HELD_TARGET_ALIGNMENT_NULL
8	-10656.401809544224	50.063173930534	174	HELD_TARGET_ALIGNMENT_NULL
9	-10676.139670100230	40.030347832557	176	HELD_TARGET_ALIGNMENT_NULL
10	-10506.735358136990	49.970825769909	177	HELD_TARGET_ALIGNMENT_NULL
11	-10656.405217346530	44.248552480098	179	HELD_TARGET_ALIGNMENT_NULL
12	-10547.678599241819	40.460453986805	190	HELD_TARGET_ALIGNMENT_NULL
13	-10699.906320741537	41.812958795800	173	HELD_TARGET_ALIGNMENT_NULL
14	-10525.848846455379	42.277233369925	179	HELD_TARGET_ALIGNMENT_NULL
15	-10412.331770151864	48.049275997115	173	HELD_TARGET_ALIGNMENT_NULL
16	-10669.672584463357	58.887124139798	173	HELD_TARGET_ALIGNMENT_NULL
17	-10628.788743653569	45.985786966032	185	HELD_TARGET_ALIGNMENT_NULL
18	-10496.099969074736	47.215774495059	178	HELD_TARGET_ALIGNMENT_NULL
19	-10584.956262900552	41.797348098999	177	HELD_TARGET_ALIGNMENT_NULL
20	-10483.583745129450	43.695872753651	174	HELD_TARGET_ALIGNMENT_NULL
21	-10585.710052673165	44.906373801578	170	HELD_TARGET_ALIGNMENT_NULL
22	-10631.954412821782	41.618311806730	180	HELD_TARGET_ALIGNMENT_NULL
23	-10600.249588556337	50.055328339852	180	HELD_TARGET_ALIGNMENT_NULL
24	-10774.629961639264	46.181314029762	177	HELD_TARGET_ALIGNMENT_NULL
25	-10696.554844813523	46.144395078349	178	HELD_TARGET_ALIGNMENT_NULL
26	-10431.593991329801	54.428785045880	181	HELD_TARGET_ALIGNMENT_NULL
27	-10680.917675289711	48.127234319513	182	HELD_TARGET_ALIGNMENT_NULL
28	-10577.418858123763	52.937126125631	177	HELD_TARGET_ALIGNMENT_NULL
29	-10628.144014535168	51.919798318298	183	HELD_TARGET_ALIGNMENT_NULL
30	-10809.879870846034	44.283460120571	182	HELD_TARGET_ALIGNMENT_NULL
31	-10531.812102272132	57.025788228462	173	HELD_TARGET_ALIGNMENT_NULL
32	-10623.017537195792	47.555337455887	176	HELD_TARGET_ALIGNMENT_NULL
33	-10657.770730037902	46.197084660626	167	HELD_TARGET_ALIGNMENT_NULL
34	-10604.533015153862	49.006096725996	175	HELD_TARGET_ALIGNMENT_NULL
35	-10370.761696895492	42.243499492521	177	HELD_TARGET_ALIGNMENT_NULL
36	-10678.618754559791	37.498746542322	176	HELD_TARGET_ALIGNMENT_NULL
37	-10681.805988307937	40.541294806586	175	HELD_TARGET_ALIGNMENT_NULL
38	-10558.812110034867	50.590275139741	184	HELD_TARGET_ALIGNMENT_NULL
39	-10602.557653854405	46.607213150721	174	HELD_TARGET_ALIGNMENT_NULL
40	-10465.652882764052	41.196762550064	187	HELD_TARGET_ALIGNMENT_NULL
41	-10542.832548736473	41.638422257703	178	HELD_TARGET_ALIGNMENT_NULL
42	-10516.242593487303	46.560931943517	175	HELD_TARGET_ALIGNMENT_NULL
43	-10663.902143131891	43.491605133387	177	HELD_TARGET_ALIGNMENT_NULL
44	-10519.148535677141	48.685684313473	182	HELD_TARGET_ALIGNMENT_NULL
45	-10575.740802302093	45.449834458058	175	HELD_TARGET_ALIGNMENT_NULL
46	-10512.742143047846	52.871899441981	176	HELD_TARGET_ALIGNMENT_NULL
47	-10586.535462185535	43.930243800329	180	HELD_TARGET_ALIGNMENT_NULL
48	-10721.445036841173	55.285966987651	181	HELD_TARGET_ALIGNMENT_NULL
49	-10474.038136832200	41.662590947537	179	HELD_TARGET_ALIGNMENT_NULL
50	-10617.771258315459	44.573047147221	179	HELD_TARGET_ALIGNMENT_NULL
51	-10385.602245653217	43.129588707113	174	HELD_TARGET_ALIGNMENT_NULL
52	-10519.185233373648	50.247013456332	182	HELD_TARGET_ALIGNMENT_NULL
53	-10664.013763087325	43.913863035507	173	HELD_TARGET_ALIGNMENT_NULL
54	-10597.203302807560	51.685481216584	176	HELD_TARGET_ALIGNMENT_NULL
55	-10870.338631424871	42.271114480693	167	HELD_TARGET_ALIGNMENT_NULL
56	-10461.692118772682	47.771875093356	176	HELD_TARGET_ALIGNMENT_NULL
57	-10641.613377322770	44.448459122030	180	HELD_TARGET_ALIGNMENT_NULL
58	-10620.453247471656	48.118932133355	176	HELD_TARGET_ALIGNMENT_NULL
59	-10563.684443556023	44.958858669915	170	HELD_TARGET_ALIGNMENT_NULL
60	-10558.301909214388	35.830195182801	185	HELD_TARGET_ALIGNMENT_NULL
61	-10427.068173672729	45.150519133621	175	HELD_TARGET_ALIGNMENT_NULL
62	-10774.112736463258	38.754948463868	170	HELD_TARGET_ALIGNMENT_NULL
63	-10750.823164525100	36.589259840743	179	HELD_TARGET_ALIGNMENT_NULL
64	-10410.034893749536	41.703289303573	167	HELD_TARGET_ALIGNMENT_NULL
65	-10571.084577195355	43.579508319610	173	HELD_TARGET_ALIGNMENT_NULL
66	-10550.744095974986	45.381852866642	166	HELD_TARGET_ALIGNMENT_NULL
67	-10648.391126055561	42.664992452553	184	HELD_TARGET_ALIGNMENT_NULL
68	-10494.596574893079	46.469306458830	181	HELD_TARGET_ALIGNMENT_NULL
69	-10394.173596889970	39.896977592245	178	HELD_TARGET_ALIGNMENT_NULL
70	-10733.295122231426	58.071417682068	186	HELD_TARGET_ALIGNMENT_NULL
71	-10640.470300296500	48.332736054037	173	HELD_TARGET_ALIGNMENT_NULL
72	-10347.645100044501	37.135146676948	179	HELD_TARGET_ALIGNMENT_NULL
73	-10742.183513404760	52.862086247667	182	HELD_TARGET_ALIGNMENT_NULL
74	-10201.023269973934	46.249536781676	182	HELD_TARGET_ALIGNMENT_NULL
75	-10706.653786837869	48.881128290238	179	HELD_TARGET_ALIGNMENT_NULL
76	-10873.670929931643	43.554587670589	185	HELD_TARGET_ALIGNMENT_NULL
77	-10512.280876343826	41.412813817709	181	HELD_TARGET_ALIGNMENT_NULL
78	-10510.858261434894	50.213227230668	174	HELD_TARGET_ALIGNMENT_NULL
79	-10603.457063236006	40.715436088906	175	HELD_TARGET_ALIGNMENT_NULL
80	-10542.989675756036	44.970777310000	181	HELD_TARGET_ALIGNMENT_NULL
81	-10710.069931892998	46.067911632277	177	HELD_TARGET_ALIGNMENT_NULL
82	-10511.809927809567	46.305554517622	178	HELD_TARGET_ALIGNMENT_NULL
83	-10467.932534585907	38.841671803118	182	HELD_TARGET_ALIGNMENT_NULL
84	-10615.846747944306	45.729426860228	182	HELD_TARGET_ALIGNMENT_NULL
85	-10702.410409294724	46.219073679490	177	HELD_TARGET_ALIGNMENT_NULL
86	-10588.534425642876	47.960382496724	184	HELD_TARGET_ALIGNMENT_NULL
87	-10566.623809720555	48.765467635462	182	HELD_TARGET_ALIGNMENT_NULL
88	-10738.376396436770	49.954922648530	176	HELD_TARGET_ALIGNMENT_NULL
89	-10525.825573557822	53.793541729517	175	HELD_TARGET_ALIGNMENT_NULL
90	-10557.632554476662	40.894033626175	171	HELD_TARGET_ALIGNMENT_NULL
91	-10828.054610353116	39.865087528195	173	HELD_TARGET_ALIGNMENT_NULL
92	-10710.823453415349	37.570966704750	171	HELD_TARGET_ALIGNMENT_NULL
93	-10475.799597904712	44.570801265868	168	HELD_TARGET_ALIGNMENT_NULL
94	-10902.243431306251	47.748824947201	179	HELD_TARGET_ALIGNMENT_NULL
95	-10592.150876981341	45.535765264975	193	HELD_TARGET_ALIGNMENT_NULL
96	-10666.960134648161	41.460379836065	187	HELD_TARGET_ALIGNMENT_NULL
97	-10803.422031789934	48.573864875568	179	HELD_TARGET_ALIGNMENT_NULL
98	-10717.549356770214	46.771295645832	180	HELD_TARGET_ALIGNMENT_NULL
99	-10481.009686467209	50.370569871390	187	HELD_TARGET_ALIGNMENT_NULL
100	-10645.188071623796	45.027573407255	166	HELD_TARGET_ALIGNMENT_NULL
101	-10434.396534701611	59.527674089097	179	HELD_TARGET_ALIGNMENT_NULL
102	-10846.943044967486	52.621174804268	172	HELD_TARGET_ALIGNMENT_NULL
103	-10591.999224181376	38.692756202622	176	HELD_TARGET_ALIGNMENT_NULL
104	-10472.351877350775	53.847372789591	172	HELD_TARGET_ALIGNMENT_NULL
105	-10569.511902881128	56.372038417339	182	HELD_TARGET_ALIGNMENT_NULL
106	-10726.882819998054	43.041999609228	169	HELD_TARGET_ALIGNMENT_NULL
107	-10613.063099697672	42.949252483950	181	HELD_TARGET_ALIGNMENT_NULL
108	-10487.629921646538	47.588012719295	170	HELD_TARGET_ALIGNMENT_NULL
109	-10643.561724787765	40.027696917940	176	HELD_TARGET_ALIGNMENT_NULL
110	-10572.155614849391	47.238768339961	182	HELD_TARGET_ALIGNMENT_NULL
111	-10627.963320146495	40.030813061506	175	HELD_TARGET_ALIGNMENT_NULL
112	-10591.171253014409	41.340790593509	178	HELD_TARGET_ALIGNMENT_NULL
