control_id	architecture_category	events	folios	wrapper_classes	mobile_events	capacity_status	standard_initial	standard_internal	standard_final	standard_eos	standard_onset_body	standard_terminal	standard_total	standard_sign_pattern	standard_component_rank	nested_initial	nested_internal	nested_final	nested_eos	nested_onset_body	nested_terminal	nested_total	nested_sign_pattern	nested_component_rank	local_p	max12_p
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	8448	4	14	3733	UNSCORED_NO_CONTEXT_REUSE	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	NA	NA
ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	8448	4	14	5210	UNSCORED_NO_CONTEXT_REUSE	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	NA	NA
LEARNED_ABBREVIATION_MAP	GENERATED_HISTORICALLY_LEARNED_ABBREVIATION	8448	4	1	0	UNSCORED_NO_WRAPPER_CAPACITY	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	NA	NA
LEARNED_ABBREVIATION_SAMPLED	GENERATED_HISTORICALLY_LEARNED_ABBREVIATION	8448	4	1	0	UNSCORED_NO_WRAPPER_CAPACITY	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	UNSCORED	UNSCORED	NA	NA
AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	8448	12	13	4016	SCORED	0.026638982916	0.011002832787	0.003848597970	-0.003538693164	0.037641815703	0.000309904806	0.037951720509	+++-	INITIAL>INTERNAL>FINAL>EOS	0.012350895470	0.008745074423	0.006477514861	0.030725569430	0.021095969894	0.037203084291	0.058299054185	++++	EOS>INITIAL>INTERNAL>FINAL	0.015384615385	0.015384615385
ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	8448	176	12	6524	SCORED	-0.028585313778	0.015227849644	0.009577106689	-0.016435578554	-0.013357464134	-0.006858471865	-0.020215935999	-++-	INTERNAL>FINAL>EOS>INITIAL	-0.026927218829	0.011849345300	0.081801853062	-0.002878671625	-0.015077873529	0.078923181436	0.063845307907	-++-	FINAL>INTERNAL>EOS>INITIAL	0.430769230769	0.984615384615
COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	8448	175	9	6720	SCORED	-0.025539900516	-0.012843141338	-0.004535652087	-0.018712012298	-0.038383041855	-0.023247664385	-0.061630706240	----	FINAL>INTERNAL>EOS>INITIAL	-0.006067230849	-0.008158484848	0.108874283406	-0.004469943166	-0.014225715697	0.104404340241	0.090178624543	--+-	FINAL>EOS>INITIAL>INTERNAL	0.800000000000	1.000000000000
HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	8448	176	13	6611	SCORED	0.049526168945	0.016664202750	0.019931579966	-0.010686780703	0.066190371696	0.009244799263	0.075435170958	+++-	INITIAL>FINAL>INTERNAL>EOS	0.051919725133	0.031772646404	0.093161785728	-0.004696718066	0.083692371536	0.088465067662	0.172157439198	+++-	FINAL>INITIAL>INTERNAL>EOS	0.015384615385	0.015384615385
LATIN_SCHOLASTIC_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	8448	6	13	6074	SCORED	0.135247390396	0.036672606858	0.018015400774	0.022098547642	0.171919997254	0.040113948416	0.212033945670	++++	INITIAL>INTERNAL>EOS>FINAL	0.086788379490	0.037315471849	0.032213975295	0.182321761643	0.124103851339	0.214535736938	0.338639588277	++++	EOS>INITIAL>INTERNAL>FINAL	0.015384615385	0.015384615385
LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	8448	10	13	5024	SCORED	0.103661781432	0.039011015829	0.009058108202	0.021913908279	0.142672797261	0.030972016481	0.173644813741	++++	INITIAL>INTERNAL>EOS>FINAL	0.041288596648	0.040121047924	0.023509584630	0.172612265150	0.081409644572	0.196121849780	0.277531494352	++++	EOS>INITIAL>INTERNAL>FINAL	0.015384615385	0.015384615385
