model	k	order	language	seed	total_bits	bits_per_symbol	gap_vs_matched_null_bits	gap_vs_variable_context_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
MATCHED_GROUP_NULL	128	3	_	0	650515.1017005686	3.3475798239052748	0.0	69604.74127633439	383525.40616498026	117195.08263102983	149794.6129045585	c049bc8d82b769dbfe73145bf2a14b527bb0886f435d83ea6b93f800c84ed3bd	True
GROUP_CHARACTER_LANGUAGE	128	3	latin	34101	678109.1366363956	3.489579962518246	27594.034935827018	97198.7762121614	384136.3536933521	144178.17003848497	149794.6129045585	a16f41c52610208873ff3f91b10942be58c1d20c644a510358ef18a53ad687eb	True
GROUP_CHARACTER_LANGUAGE	128	3	old_italian_tuscan	34101	666510.8226994389	3.4298945199740585	15995.720998870325	85600.46227520471	384136.3536933521	132579.85610152828	149794.6129045585	d1fdccdb413ac7ec75a0d3a689b9b3a2ee53296dbc6ac237681d033e545ac080	True
GROUP_CHARACTER_LANGUAGE	128	3	medieval_czech	34101	652556.0560264977	3.3580826661992225	2040.9543259291677	71645.69560226356	384136.3536933521	118625.08942858712	149794.6129045585	f881c6045c3e5afef1cfe90208c9e5e19ce0c6237e9a4041a5ef14e0a54ee67f	True
GROUP_CHARACTER_LANGUAGE	128	3	old_hungarian	34101	670549.7594402155	3.4506790691845346	20034.657739646966	89639.39901598135	384136.3536933521	136618.79284230486	149794.6129045585	ace5c81ecfe28006cc4e14e3961249fd1bdba0487d9110fff6b376913344533b	True
GROUP_CHARACTER_LANGUAGE	128	3	latin_scholastic	34101	676495.9625385195	3.481278496421026	25980.860837950953	95585.60211428534	384136.3536933521	142564.99594060887	149794.6129045585	d6a1441d00b84c3258c3f16315e7b301359770a78d9b8b9b6dbfb528babb36f8	True
MATCHED_GROUP_NULL	128	4	_	0	650517.579589393	3.3475925752320506	0.0	69607.21916515881	383525.40616498026	117197.56051985417	149794.6129045585	814e342e37aa79d9aaa78b4888c8bda03a427f07f322d898a869862151877da8	True
GROUP_CHARACTER_LANGUAGE	128	4	latin	34101	677030.0965360327	3.4840271738747286	26512.51694663975	96119.73611179856	384136.3536933521	143099.12993812212	149794.6129045585	de942d5e150ae4a2609886c3355e07f9e7943b66229bd5878677ed625be85074	True
GROUP_CHARACTER_LANGUAGE	128	4	old_italian_tuscan	34101	665701.7026464394	3.4257307519731963	15184.12305704644	84791.34222220525	384136.3536933521	131770.73604852875	149794.6129045585	cc2433aa7c185fa726830b25ff7a3bb1b205ddfb8962232f8c524fb925e325aa	True
GROUP_CHARACTER_LANGUAGE	128	4	medieval_czech	34101	651452.4330370179	3.352403372908225	934.8534476249479	70542.07261278376	384136.3536933521	117521.46643910733	149794.6129045585	337255e1e48f5eae88e74b5f70c42ac4ddcec213ce28aa1e6aab3dc9a98adf12	True
GROUP_CHARACTER_LANGUAGE	128	4	old_hungarian	34101	669655.7313470998	3.446078360609599	19138.15175770677	88745.37092286558	384136.3536933521	135724.76474918914	149794.6129045585	4f69963995111a7c21a5d6901e13ec183b6cc5096e0853dcf732a62273652101	True
GROUP_CHARACTER_LANGUAGE	128	4	latin_scholastic	34101	674859.8888515386	3.472859188013517	24342.30926214566	93949.52842730447	384136.3536933521	140928.92225362803	149794.6129045585	294f97484c5b7119acc085bf2bd87096ca1c97d8ff07ae0d454c321766853a6f	True
GROUP_CHARACTER_LANGUAGE	128	4	medieval_czech	34102	651454.8818540596	3.3524159746303064	937.3022646666504	70544.52142982546	384136.3536933521	117523.91525614902	149794.6129045585	d14180a99ca425397ceeb54460539cde34c1809bca435ad5882a6803b8b4901e	True
GROUP_CHARACTER_LANGUAGE	128	4	medieval_czech	34103	651556.9289118659	3.352941113356384	1039.3493224729318	70646.56848763174	384136.3536933521	117625.9623139553	149794.6129045585	94302b9490ca88a0584f599e931eef766c1c4d8d16fc3cc70ecc860f66a5de48	True
