control_id	capacity_status	model	eligible_events	classes	bits	bits_per_event	top1	top1_rate
AUGSBURG_ACCOUNTS_1402_1424	SCORED	CROSS_FOLIO_HOST_X_POSITION	707	72	254.972426641212	0.360639924528	657	0.929278642150
AUGSBURG_ACCOUNTS_1402_1424	SCORED	PAGE_LOCAL_HOST	707	72	238.253023634160	0.336991546866	657	0.929278642150
AUGSBURG_ACCOUNTS_1402_1424	SCORED	PAGE_LOCAL_HOST_X_POSITION	707	72	235.494560223341	0.333089901306	659	0.932107496464
ARBITRARY_LOCAL_CODEBOOK	SCORED	CROSS_FOLIO_HOST_X_POSITION	643	70	1066.513131649097	1.658651837712	450	0.699844479005
ARBITRARY_LOCAL_CODEBOOK	SCORED	PAGE_LOCAL_HOST	643	70	1046.881249986875	1.628120139948	433	0.673405909798
ARBITRARY_LOCAL_CODEBOOK	SCORED	PAGE_LOCAL_HOST_X_POSITION	643	70	1049.730047201406	1.632550617732	435	0.676516329705
COMPOSITIONAL_TECHNICAL_NOTATION	SCORED	CROSS_FOLIO_HOST_X_POSITION	1385	182	8168.901270811156	5.898123661235	284	0.205054151625
COMPOSITIONAL_TECHNICAL_NOTATION	SCORED	PAGE_LOCAL_HOST	1385	182	8010.078274617898	5.783450017775	283	0.204332129964
COMPOSITIONAL_TECHNICAL_NOTATION	SCORED	PAGE_LOCAL_HOST_X_POSITION	1385	182	8020.248280905741	5.790792982603	300	0.216606498195
HYBRID_SHORTHAND	SCORED	CROSS_FOLIO_HOST_X_POSITION	1077	102	4552.858717213454	4.227352569372	232	0.215413184773
HYBRID_SHORTHAND	SCORED	PAGE_LOCAL_HOST	1077	102	4450.389428593510	4.132209311600	263	0.244196843083
HYBRID_SHORTHAND	SCORED	PAGE_LOCAL_HOST_X_POSITION	1077	102	4437.773393407999	4.120495258503	278	0.258124419684
LATIN_SCHOLASTIC_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	CROSS_FOLIO_HOST_X_POSITION	0	NA	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	PAGE_LOCAL_HOST	0	NA	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	PAGE_LOCAL_HOST_X_POSITION	0	NA	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	CROSS_FOLIO_HOST_X_POSITION	0	NA	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	PAGE_LOCAL_HOST	0	NA	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	PAGE_LOCAL_HOST_X_POSITION	0	NA	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	CROSS_FOLIO_HOST_X_POSITION	0	NA	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	PAGE_LOCAL_HOST	0	NA	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	UNSCORED_ZERO_ONLINE_CAPACITY	PAGE_LOCAL_HOST_X_POSITION	0	NA	NA	NA	NA	NA
VOYNICH_REFERENCE	SCORED	CROSS_FOLIO_HOST_X_POSITION	2880	143	8886.021017356055	3.085423964360	1068	0.370833333333
VOYNICH_REFERENCE	SCORED	PAGE_LOCAL_HOST	2880	143	8767.207351831263	3.044169219386	1168	0.405555555556
VOYNICH_REFERENCE	SCORED	PAGE_LOCAL_HOST_X_POSITION	2880	143	8804.684479097326	3.057182110798	1157	0.401736111111
