formula_id	level	level_rank	group_length	occurrences	physical_folios	pages	sections	registers	formula_sequence_ids	page_host_sequence_display	distinct_joint_realizations	distinct_wrapper_realizations	modal_field_ordinal	modal_field_count	modal_field_purity	semantic_state	translation_state
GDT328_9CBFB2F759E75414	PAGE_HOST_SEQUENCE	1	3	3	3	3	B|S	OTHER_B|STARS_RECIPE_B	8dec2e3cbba0a8894d05|df97f0d18162f7989c66|e8f7338aa831b105d0d1	ok|y|okee	2	2	3	3	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_023B4B5C27A56855	EXACT_JOINT_SEQUENCE	1	3	2	2	2	B|S	OTHER_B|STARS_RECIPE_B	b5fcea1eaed06b2f2291|6f7ff8287eddf4da9fdb|7d25241b0e56c836372a	ok|y|okee	1	1	3	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_8E0A8873430F641D	PAGE_HOST_SEQUENCE	2	2	12	8	10	B|S	OTHER_B|STARS_RECIPE_B	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	1	7	1	5	0.416666666667	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	2	2	12	8	10	B|S	OTHER_B|STARS_RECIPE_B	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	l|e	1	7	1	5	0.416666666667	UNASSIGNED	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	3	2	6	6	6	B|C|H|S	HERBAL_B|OTHER_B|STARS_RECIPE_B	8dec2e3cbba0a8894d05|330eb5b5a04764d332b7	ok|ee	5	5	3	4	0.666666666667	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	4	2	8	5	6	B|S	OTHER_B|STARS_RECIPE_B	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	4	4	2	5	0.625000000000	UNASSIGNED	UNASSIGNED
GDT328_D4076B9150B92878	PAGE_HOST_SEQUENCE	5	2	5	5	5	B|S	OTHER_B|STARS_RECIPE_B	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	1	3	1	2	0.400000000000	UNASSIGNED	UNASSIGNED
GDT328_1439023194DBA5B2	EXACT_JOINT_SEQUENCE	3	2	5	5	5	B|S	OTHER_B|STARS_RECIPE_B	dcda95c81a5460feb191|03626ca94cb17800d767	l|ee	1	3	1	2	0.400000000000	UNASSIGNED	UNASSIGNED
GDT328_67B9726022283C53	EXACT_JOINT_SEQUENCE	4	2	5	4	4	B|S	OTHER_B|STARS_RECIPE_B	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	okeey|oke	1	1	3	3	0.600000000000	UNASSIGNED	UNASSIGNED
GDT328_EF0161B7F47214EC	PAGE_HOST_SEQUENCE	6	2	5	4	4	B|S	OTHER_B|STARS_RECIPE_B	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	1	1	3	3	0.600000000000	UNASSIGNED	UNASSIGNED
GDT328_6DA5DEF8EDCBC932	EXACT_JOINT_SEQUENCE	5	2	4	4	4	B	OTHER_B	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	ok|e	1	3	1	2	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_846FF85B66D2C188	PAGE_HOST_SEQUENCE	7	2	3	3	3	B|T	OTHER_B	1e6c387a7204441c35b9|2c71c7ca4a5b8aeb1b94	ar|e	2	2	1	2	0.666666666667	UNASSIGNED	UNASSIGNED
GDT328_A0ED4DC4240C1A95	PAGE_HOST_SEQUENCE	8	2	3	3	3	B|S	OTHER_B|STARS_RECIPE_B	150508dd739b82333efa|2c71c7ca4a5b8aeb1b94	okol|e	1	2	1	1	0.333333333333	UNASSIGNED	UNASSIGNED
GDT328_1EAAD864137A4D0E	EXACT_JOINT_SEQUENCE	6	2	3	3	3	B|S	OTHER_B|STARS_RECIPE_B	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	okol|e	1	2	1	1	0.333333333333	UNASSIGNED	UNASSIGNED
GDT328_47974C6C7099CDCF	PAGE_HOST_SEQUENCE	9	2	3	3	3	B|H|S	HERBAL_B|OTHER_B|STARS_RECIPE_B	9feae1594314657872c2|2c71c7ca4a5b8aeb1b94	ot|e	2	2	1	1	0.333333333333	UNASSIGNED	UNASSIGNED
GDT328_921AC972DE6C1BC0	PAGE_HOST_SEQUENCE	10	2	3	2	3	B|S	OTHER_B|STARS_RECIPE_B	9feae1594314657872c2|330eb5b5a04764d332b7	ot|ee	2	2	2	2	0.666666666667	UNASSIGNED	UNASSIGNED
GDT328_6CAEB1BCCBD2B341	PAGE_HOST_SEQUENCE	11	2	2	2	2	H|P	HERBAL_A|OTHER_A	4e6f20ef2d6daa05d887|1e3271f13515b4bd5d3d	l|o	1	2	1	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_8DBF838D141A9AFD	PAGE_HOST_SEQUENCE	12	2	2	2	2	B|C	OTHER_B	6552f9cf5d36c3df0462|2c71c7ca4a5b8aeb1b94	or|e	1	2	1	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_1C0CF4FC67B18608	PAGE_HOST_SEQUENCE	13	2	2	2	2	B|C	OTHER_B	6552f9cf5d36c3df0462|330eb5b5a04764d332b7	or|ee	2	2	1	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_6652EE71827FB566	EXACT_JOINT_SEQUENCE	7	2	2	2	2	B|C	OTHER_B	7a4bb8136330ee4e6e56|bc4f1f5c006c74a4d26d	or|e	1	2	1	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_5821A8E02A7F0A1A	PAGE_HOST_SEQUENCE	14	2	2	2	2	S	STARS_RECIPE_B	8dec2e3cbba0a8894d05|1e6c387a7204441c35b9	ok|ar	2	1	5	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_EACAF62241ECA854	PAGE_HOST_SEQUENCE	15	2	2	2	2	H|S	HERBAL_B|STARS_RECIPE_B	8dec2e3cbba0a8894d05|2f85d039c618fa984ec1	ok|a	2	1	3	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_CB4832BD5CD49C1D	PAGE_HOST_SEQUENCE	16	2	2	2	2	B	OTHER_B	8dec2e3cbba0a8894d05|4e6f20ef2d6daa05d887	ok|l	2	2	2	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_EBE8E3BB26634EAB	EXACT_JOINT_SEQUENCE	8	2	2	2	2	H|P	HERBAL_A|OTHER_A	dcda95c81a5460feb191|97cc9ac109148723c472	l|o	1	2	1	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_B6589FE9923EA988	PAGE_HOST_SEQUENCE	17	2	2	2	2	B|S	OTHER_B|STARS_RECIPE_B	df97f0d18162f7989c66|19fdf37ec21c790c2904	y|lshe	2	2	1	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_C74F6F3BC72E92D0	PAGE_HOST_SEQUENCE	18	2	2	2	2	B|S	OTHER_B|STARS_RECIPE_B	f8c170e5430615237658|4938b9a8ecae199376aa	ed|oke	2	2	2	2	1.000000000000	UNASSIGNED	UNASSIGNED
GDT328_14D31C3764D3B1EA	EXACT_JOINT_SEQUENCE	9	2	2	2	2	B|H	HERBAL_A|OTHER_B	276a7c2d74d1143446f4|2f1c5e56e8f0ff459065	oky|aiin	1	2	1	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_49777D58403A4BD7	EXACT_JOINT_SEQUENCE	10	2	2	2	2	B	OTHER_B	4d4559019a961b834aa1|bc4f1f5c006c74a4d26d	ar|e	1	1	1	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_EA344D6C227CA333	EXACT_JOINT_SEQUENCE	11	2	2	2	2	S	STARS_RECIPE_B	54d0e228ca346110af05|5cb94bc48767e275d197	ot|opche	1	1	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
