control_id	architecture_category	model	events	selector_bits	joint_bits	joint_bits_per_event	saving_vs_independent_bits_per_event	rank
ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	INDEPENDENT	8448	2	170380.913117804303	20.168195208073	0.000000000000	3
ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	WRAPPER_FIRST	8448	2	170551.697345122317	20.188411144072	-0.020215935999	4
ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	HOST_FIRST_STABLE	8448	2	170184.030601701350	20.144889985997	0.023305222077	1
ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	HOST_FIRST_CONTEXTUAL	8448	2	170314.315585092030	20.160311977402	0.007883230671	2
AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	INDEPENDENT	8448	2	101160.804056902401	11.974526995372	0.000000000000	4
AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	WRAPPER_FIRST	8448	2	100840.187922041252	11.936575274863	0.037951720509	3
AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	HOST_FIRST_STABLE	8448	2	100776.755792660668	11.929066736821	0.045460258551	2
AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	HOST_FIRST_CONTEXTUAL	8448	2	100773.971753032674	11.928737186675	0.045789808697	1
COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	INDEPENDENT	8448	2	162165.802385132090	19.195762592937	0.000000000000	3
COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	WRAPPER_FIRST	8448	2	162686.458591446746	19.257393299177	-0.061630706240	4
COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	HOST_FIRST_STABLE	8448	2	161914.073142014182	19.165965097303	0.029797495634	2
COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	HOST_FIRST_CONTEXTUAL	8448	2	161642.805539327877	19.133854822364	0.061907770573	1
HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	INDEPENDENT	8448	2	169327.495482767408	20.043500885744	0.000000000000	4
HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	WRAPPER_FIRST	8448	2	168690.219158511143	19.968065714786	0.075435170958	1
HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	HOST_FIRST_STABLE	8448	2	169225.706347209984	20.031451982388	0.012048903357	3
HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	HOST_FIRST_CONTEXTUAL	8448	2	168986.682730741770	20.003158467181	0.040342418564	2
LATIN_15C_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	INDEPENDENT	8448	2	155083.626710243814	18.357436873845	0.000000000000	3
LATIN_15C_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	WRAPPER_FIRST	8448	2	154047.627280831774	18.234804365629	0.122632508216	1
LATIN_15C_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	HOST_FIRST_STABLE	8448	2	155062.477596652316	18.354933427634	0.002503446211	2
LATIN_15C_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	HOST_FIRST_CONTEXTUAL	8448	2	155149.026522168686	18.365178328855	-0.007741455010	4
LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	INDEPENDENT	8448	2	140922.404616818589	16.681155849529	0.000000000000	2
LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	WRAPPER_FIRST	8448	2	139455.453230331506	16.507511035787	0.173644813741	1
LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	HOST_FIRST_STABLE	8448	2	141026.387432208663	16.693464421426	-0.012308571897	3
LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	HOST_FIRST_CONTEXTUAL	8448	2	141198.145263932965	16.713795604159	-0.032639754630	4
LATIN_SCHOLASTIC_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	INDEPENDENT	8448	2	106654.796763649894	12.624857571455	0.000000000000	2
LATIN_SCHOLASTIC_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	WRAPPER_FIRST	8448	2	104863.533990630938	12.412823625785	0.212033945670	1
LATIN_SCHOLASTIC_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	HOST_FIRST_STABLE	8448	2	106762.496574950783	12.637606128664	-0.012748557209	3
LATIN_SCHOLASTIC_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	HOST_FIRST_CONTEXTUAL	8448	2	106937.917049484633	12.658370862865	-0.033513291410	4
VOYNICH_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	INDEPENDENT	8448	2	82127.436856149798	9.721524249071	0.000000000000	4
VOYNICH_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	WRAPPER_FIRST	8448	2	81025.395232928888	9.591074246322	0.130450002749	2
VOYNICH_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	HOST_FIRST_STABLE	8448	2	81030.959616090928	9.591732909102	0.129791339969	3
VOYNICH_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	HOST_FIRST_CONTEXTUAL	8448	2	80760.246986874234	9.559688327045	0.161835922026	1
