corpus_id	fold_id	predicted_fourth	operation_A	operation_B	base_X	A_X	B_X	paradigm_score	model_hidden
ABKHAZ_MODERN_SENSITIVITY	F03	аусқәа	PREFIX_ADD:а	SUFFIX_ADD:қәа	ус	аус	усқәа	-0.22420542672687815	1
ABKHAZ_MODERN_SENSITIVITY	F05	аҭоурыхи	PREFIX_ADD:а	SUFFIX_ADD:и	ҭоурых	аҭоурых	ҭоурыхи	-0.7339035952556319	1
ADYGHE_MODERN_SENSITIVITY	F02	хасэр	PREFIX_ADD:ха	SUFFIX_ADD:р	сэ	хасэ	сэр	-1.2565412492067283	1
ADYGHE_MODERN_SENSITIVITY	F03	икъуаджэу	PREFIX_ADD:и	SUFFIX_ADD:у	къуаджэ	икъуаджэ	къуаджэу	-2.2662105291538097	1
ADYGHE_MODERN_SENSITIVITY	F03	ицӏэм	PREFIX_ADD:и	SUFFIX_ADD:м	цӏэ	ицӏэ	цӏэм	-2.900245246544012	1
ADYGHE_MODERN_SENSITIVITY	F05	иным	PREFIX_ADD:и	SUFFIX_ADD:м	ны	ины	ным	-2.8962143235335973	1
ADYGHE_MODERN_SENSITIVITY	F05	ицӏэу	PREFIX_ADD:и	SUFFIX_ADD:у	цӏэ	ицӏэ	цӏэу	-2.271623173686411	1
ADYGHE_MODERN_SENSITIVITY	F06	яхабзэ	PREFIX_ADD:я	SUFFIX_ADD:э	хабз	яхабз	хабзэ	-1.1585733484315957	1
ADYGHE_MODERN_SENSITIVITY	F07	хабзэр	PREFIX_ADD:ха	SUFFIX_ADD:р	бзэ	хабзэ	бзэр	-1.2565412492067283	1
ADYGHE_MODERN_SENSITIVITY	F11	ябзэ	PREFIX_ADD:я	SUFFIX_ADD:э	бз	ябз	бзэ	-1.1606643572163269	1
ARABIC_WIKI_CONTROL	F01	السيرة	PREFIX_ADD:ال	SUFFIX_ADD:ة	سير	السير	سيرة	-0.3721823891663089	1
ARABIC_WIKI_CONTROL	F01	وسياسية	PREFIX_ADD:و	SUFFIX_ADD:ة	سياسي	وسياسي	سياسية	-0.7794425378534335	1
ARABIC_WIKI_CONTROL	F02	السياسية	PREFIX_ADD:ال	SUFFIX_ADD:ة	سياسي	السياسي	سياسية	-0.39206817695485574	1
ARABIC_WIKI_CONTROL	F04	الدولة	PREFIX_ADD:ال	SUFFIX_ADD:ة	دول	الدول	دولة	-0.26947641445005144	1
ARABIC_WIKI_CONTROL	F05	الإقليمية	PREFIX_ADD:ال	SUFFIX_ADD:ية	إقليم	الإقليم	إقليمية	-0.8445157374698159	1
ARABIC_WIKI_CONTROL	F06	الآخرين	PREFIX_ADD:ال	SUFFIX_ADD:ين	آخر	الآخر	آخرين	-1.7435358491527517	1
ARABIC_WIKI_CONTROL	F06	القدرة	PREFIX_ADD:ال	SUFFIX_ADD:ة	قدر	القدر	قدرة	-0.2747409579503023	1
ARABIC_WIKI_CONTROL	F07	الثلاثة	PREFIX_ADD:ال	SUFFIX_ADD:ة	ثلاث	الثلاث	ثلاثة	-0.3929168308850415	1
ARABIC_WIKI_CONTROL	F07	المعروفة	PREFIX_ADD:ال	SUFFIX_ADD:ة	معروف	المعروف	معروفة	-0.3929168308850415	1
ARABIC_WIKI_CONTROL	F08	النظرية	PREFIX_ADD:ال	SUFFIX_ADD:ية	نظر	النظر	نظرية	-0.6895273317185525	1
ARABIC_WIKI_CONTROL	F09	المدنية	PREFIX_ADD:ال	SUFFIX_ADD:ية	مدن	المدن	مدنية	-0.5750315546360633	1
ARABIC_WIKI_CONTROL	F09	وكاتبة	PREFIX_ADD:و	SUFFIX_ADD:ة	كاتب	وكاتب	كاتبة	-0.7798559186526136	1
ARABIC_WIKI_CONTROL	F10	والسياسية	PREFIX_ADD:و	SUFFIX_ADD:ة	السياسي	والسياسي	السياسية	-1.3088866904889351	1
ARABIC_WIKI_CONTROL	F11	الجديدة	PREFIX_ADD:ال	SUFFIX_ADD:ة	جديد	الجديد	جديدة	-0.45486932162779947	1
ARABIC_WIKI_CONTROL	F11	القانوني	PREFIX_ADD:ال	SUFFIX_ADD:ي	قانون	القانون	قانوني	-2.1185006324006994	1
ARABIC_WIKI_CONTROL	F11	الواحدة	PREFIX_ADD:ال	SUFFIX_ADD:ة	واحد	الواحد	واحدة	-0.45486932162779947	1
ARABIC_WIKI_CONTROL	F11	وتمت	PREFIX_ADD:و	SUFFIX_ADD:ت	تم	وتم	تمت	-1.1124304682927635	1
ARABIC_WIKI_CONTROL	F12	البريطانية	PREFIX_ADD:ال	SUFFIX_REPLACE:ني>نية	بريطاني	البريطاني	بريطانية	-0.19894109453447567	1
ARABIC_WIKI_CONTROL	F12	البلدة	PREFIX_ADD:ال	SUFFIX_ADD:ة	بلد	البلد	بلدة	-0.2505957510019752	1
ARABIC_WIKI_CONTROL	F12	وعملت	PREFIX_ADD:و	SUFFIX_ADD:ت	عمل	وعمل	عملت	-1.021830839275026	1
AVAR_MODERN_SENSITIVITY	F02	рачун	PREFIX_REPLACE:б>р	SUFFIX_REPLACE:ана>ун	бачана	рачана	бачун	-1.215037499278844	1
AVAR_MODERN_SENSITIVITY	F07	рукӏун	PREFIX_REPLACE:б>р	SUFFIX_REPLACE:ана>ун	букӏана	рукӏана	букӏун	-1.219692969498418	1
AVAR_MODERN_SENSITIVITY	F11	ругониги	PREFIX_REPLACE:б>р	SUFFIX_ADD:ги	бугони	ругони	бугониги	-1.1673276837595001	1
BASQUE_MODERN	F04	zituztenean	PREFIX_REPLACE:d>z	SUFFIX_ADD:ean	dituzten	zituzten	dituztenean	-1.2357893742427861	1
BASQUE_MODERN	F07	zenean	PREFIX_REPLACE:d>z	SUFFIX_ADD:ean	den	zen	denean	-0.8096322538971198	1
LATIN_PROIEL_CONTROL	F04	meas	PREFIX_ADD:m	SUFFIX_ADD:s	ea	mea	eas	-0.5119755003682696	1
LATIN_PROIEL_CONTROL	F06	aliquos	PREFIX_ADD:ali	SUFFIX_ADD:s	quo	aliquo	quos	-1.242065918346979	1
LATIN_PROIEL_CONTROL	F06	meos	PREFIX_ADD:m	SUFFIX_ADD:s	eo	meo	eos	-0.5119755003682696	1
LATIN_PROIEL_CONTROL	F11	aliquis	PREFIX_ADD:ali	SUFFIX_ADD:s	qui	aliqui	quis	-1.2357893742427861	1
OLD_CHURCH_SLAVONIC_UD	F04	ꙇ҅же	PREFIX_REPLACE:и>ꙇ	SUFFIX_ADD:же	и҅	ꙇ҅	и҅же	-1.195421628139906	1
OLD_CHURCH_SLAVONIC_UD	F05	н҄емоуже	PREFIX_ADD:н҄	SUFFIX_ADD:же	емоу	н҄емоу	емоуже	-1.5708691894218383	1
OLD_CHURCH_SLAVONIC_UD	F11	н҄егоже	PREFIX_ADD:н҄	SUFFIX_ADD:же	его	н҄его	егоже	-1.5784693440940907	1
OLD_GEORGIAN_UD	F02	ამათსა	PREFIX_ADD:ა	SUFFIX_ADD:სა	მათ	ამათ	მათსა	-1.242065918346979	1
OLD_GEORGIAN_UD	F03	მისთა	PREFIX_REPLACE:თჳ>მი	SUFFIX_ADD:თა	თჳს	მის	თჳსთა	-1.242065918346979	1
OLD_GEORGIAN_UD	F04	ამისსა	PREFIX_ADD:ა	SUFFIX_ADD:სა	მის	ამის	მისსა	-1.2489410945344759	1
OLD_GEORGIAN_UD	F06	მისითა	PREFIX_REPLACE:თჳ>მი	SUFFIX_ADD:თა	თჳსი	მისი	თჳსითა	-1.242065918346979	1
OLD_GEORGIAN_UD	F06	წესსა	PREFIX_REPLACE:თჳ>წე	SUFFIX_ADD:სა	თჳს	წეს	თჳსსა	-1.2857893742427862	1
OLD_ITALIAN_UD_CONTROL	F03	piglia	PREFIX_REPLACE:f>p	SUFFIX_ADD:a	figli	pigli	figlia	-1.5107874963633556	1
OLD_ITALIAN_UD_CONTROL	F05	vole	PREFIX_REPLACE:s>v	SUFFIX_ADD:le	so	vo	sole	-1.242065918346979	1
OLD_ITALIAN_UD_CONTROL	F07	piglio	PREFIX_REPLACE:f>p	SUFFIX_ADD:o	figli	pigli	figlio	-1.1888594014759932	1
OLD_ITALIAN_UD_CONTROL	F07	volea	PREFIX_REPLACE:s>v	SUFFIX_ADD:a	sole	vole	solea	-1.7678071905112638	1
OLD_ITALIAN_UD_CONTROL	F10	vano	PREFIX_REPLACE:s>v	SUFFIX_ADD:no	sa	va	sano	-1.783903595255632	1
OLD_ITALIAN_UD_CONTROL	F12	sei	PREFIX_REPLACE:m>s	SUFFIX_ADD:i	me	se	mei	-1.5369655941662064	1
VOYNICH_MATCHED	F01	ocphey	PREFIX_ADD:o	SUFFIX_REPLACE:edy>ey	cphedy	ocphedy	cphey	0.07403894348626361	1
VOYNICH_MATCHED	F01	olkchey	PREFIX_ADD:o	SUFFIX_REPLACE:edy>ey	lkchedy	olkchedy	lkchey	0.07403894348626361	1
VOYNICH_MATCHED	F01	opor	PREFIX_ADD:o	SUFFIX_REPLACE:ol>or	pol	opol	por	0.008525540492144934	1
VOYNICH_MATCHED	F01	qokeeedy	PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:dy>edy	okeedy	qokeedy	okeeedy	0.040799688815892465	1
VOYNICH_MATCHED	F01	qolchy	PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:hey>hy	olchey	qolchey	olchy	0.06324456188232075	1
VOYNICH_MATCHED	F02	oteeol	PREFIX_ADD:o	SUFFIX_REPLACE:ody>ol	teeody	oteeody	teeol	0.043429745013454535	1
VOYNICH_MATCHED	F02	qopcheedy	PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:dy>edy	opchedy	qopchedy	opcheedy	0.11308854962277201	1
VOYNICH_MATCHED	F03	qochy	PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:hey>hy	ochey	qochey	ochy	0.06553474636297701	1
