operation	eligible_cells	base_families	sections	hands	held_base_predictions	held_base_weight	held_base_fractional_mse_gain	held_base_mean_cosine	held_base_positive_dot_rate	held_base_and_section_predictions	held_base_and_section_weight	held_base_and_section_fractional_mse_gain	held_base_and_section_mean_cosine	held_base_and_section_positive_dot_rate	held_base_and_hand_predictions	held_base_and_hand_weight	held_base_and_hand_fractional_mse_gain	held_base_and_hand_mean_cosine	held_base_and_hand_positive_dot_rate	dominant_external_dimensions	maxT_p	label	claim_state
L3:P1:l>p	5	3	2	2	5	19.000000000000	0.338922648961	0.650290308312	0.894736842105	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	from_start=0:+0.4897/+0.4333|unit_quartile=Q0:+0.4746/+0.4079|prev_freq=MISSING:+0.4382/+0.3891|prev_len=MISSING:+0.4382/+0.3891|from_start=3P:-0.4358/-0.3700	0.024390243902	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P2:k>r	5	3	4	3	2	5.000000000000	0.173459135017	0.449437724636	1.000000000000	2	5.000000000000	0.056275780918	0.374121076027	1.000000000000	1	2.000000000000	-0.129760369210	0.364476695134	1.000000000000	prev_len=L2:+0.3249/+0.0887|to_end=3P:-0.2855/-0.0805|next_freq=R16P:-0.2750/-0.2937|to_end=0:+0.1970/+0.2118|from_start=2:+0.1861/-0.0573	0.070243902439	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P1:k>p	5	3	3	3	2	5.000000000000	0.170655176800	0.630994586886	1.000000000000	2	5.000000000000	0.104536715175	0.606703175167	1.000000000000	2	5.000000000000	0.104536715175	0.606703175167	1.000000000000	unit_span=8P:+0.3050/+0.0655|from_start=0:+0.2900/+0.4589|prev_freq=MISSING:+0.2715/+0.4313|prev_freq=R16P:-0.2715/-0.3476|prev_len=MISSING:+0.2715/+0.4313	0.072195121951	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P3:o>y	17	9	4	3	17	88.000000000000	0.150771817712	0.458729152395	0.977272727273	17	88.000000000000	0.073961439565	0.377495070498	0.954545454545	17	88.000000000000	0.085610250882	0.390625127170	0.977272727273	unit_quartile=Q0:-0.2012/-0.1972|from_start=0:-0.1507/-0.1472|from_start=3P:+0.1307/+0.1297|prev_freq=MISSING:-0.1203/-0.1175|prev_len=MISSING:-0.1203/-0.1175	0.081951219512	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P1:l>o	5	3	2	2	5	27.000000000000	0.114487634927	0.468778370673	1.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	next_freq=R16P:+0.2557/+0.2614|unit_quartile=Q2:+0.2468/+0.2546|to_end=3P:+0.1985/+0.1915|prev_freq=R16P:+0.1518/+0.1655|unit_quartile=Q3:-0.1304/-0.1305	0.104390243902	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P1:c>s	8	3	4	5	2	23.000000000000	0.093153866864	0.369173921197	1.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	from_start=3P:-0.1620/-0.0671|unit_span=3:+0.1176/+0.0301|prev_freq=R16P:-0.1134/-0.0660|unit_quartile=Q2:-0.1012/-0.0575|unit_quartile=Q1:+0.1001/-0.0026	0.120000000000	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P1:e>l	10	4	4	4	10	45.000000000000	0.090319647631	0.403738231508	0.911111111111	10	45.000000000000	0.008845591097	0.336781142440	0.911111111111	10	45.000000000000	-0.006118816153	0.341490472133	0.911111111111	to_end=0:+0.2634/+0.2304|to_end=3P:-0.2579/-0.2453|next_freq=R16P:-0.2434/-0.2209|next_freq=MISSING:+0.2391/+0.2100|next_len=MISSING:+0.2391/+0.2100	0.124878048780	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P3:e>y	17	7	4	4	17	115.000000000000	0.076418039241	0.351905278940	0.965217391304	17	115.000000000000	0.003710991295	0.308968588808	0.930434782609	17	115.000000000000	-0.021125666726	0.296927791730	0.930434782609	unit_quartile=Q3:+0.1833/+0.1514|to_end=3P:-0.1583/-0.1312|to_end=0:+0.1488/+0.1309|next_freq=MISSING:+0.1374/+0.1215|next_len=MISSING:+0.1374/+0.1215	0.142439024390	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P1:e>k	13	6	4	3	13	46.000000000000	0.060767926175	0.316962611362	0.847826086957	13	46.000000000000	-0.041096026370	0.218315498436	0.847826086957	13	46.000000000000	-0.046108150531	0.233338045669	0.847826086957	to_end=3P:-0.2109/-0.2040|unit_quartile=Q3:+0.1730/+0.1715|next_freq=R16P:-0.1686/-0.1601|from_start=1:-0.1562/-0.1531|from_start=3P:+0.1390/+0.1344	0.154146341463	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L2:P2:l>r	18	3	6	5	18	156.000000000000	0.051129752294	0.327560535261	0.871794871795	15	121.000000000000	-0.073696064929	0.285020599279	0.834710743802	15	120.000000000000	-0.082773943486	0.259899128886	0.833333333333	unit_quartile=Q0:+0.1559/+0.1665|from_start=3P:-0.1287/-0.1061|from_start=0:+0.1025/+0.0890|prev_freq=MISSING:+0.0995/+0.0867|prev_len=MISSING:+0.0995/+0.0867	0.162926829268	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L2:P1:l>o	8	4	3	2	8	45.000000000000	0.026654354149	0.513818516001	1.000000000000	7	25.000000000000	0.172717024955	0.532588208207	1.000000000000	7	25.000000000000	0.152329810950	0.512381107940	1.000000000000	prev_freq=R16P:+0.2030/+0.2229|to_end=3P:+0.1550/+0.2246|next_freq=R16P:+0.1441/+0.2138|unit_quartile=Q3:-0.1186/-0.1166|to_end=1:-0.1164/-0.0713	0.189268292683	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L2:P1:o>y	15	4	5	3	15	113.000000000000	0.024795473712	0.285891018336	0.743362831858	15	113.000000000000	-0.078760008435	0.226691539179	0.743362831858	15	113.000000000000	-0.162726057939	0.208889604958	0.707964601770	prev_freq=R16P:-0.1598/-0.1620|next_freq=R16P:-0.1466/-0.1488|from_start=3P:-0.1263/-0.1213|unit_span=8P:-0.1020/-0.1039|prev_freq=R5_15:+0.0687/+0.0746	0.192195121951	WEAK	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P3:d>y	9	5	4	3	9	36.000000000000	-0.046095328951	0.253982553852	0.777777777778	9	36.000000000000	-0.213436757622	0.115109194588	0.694444444444	9	36.000000000000	-0.205814669159	0.130027928301	0.694444444444	prev_len=L4P:+0.1477/+0.1421|unit_quartile=Q3:+0.1381/+0.1479|next_len=L3:-0.1210/-0.1099|to_end=2:-0.1011/-0.0934|unit_quartile=Q2:-0.0993/-0.1109	0.377560975610	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L2:P1:a>o	17	3	6	5	17	180.000000000000	-0.049638153268	0.441801090154	0.933333333333	14	143.000000000000	-0.003935626677	0.406052192457	0.944055944056	14	139.000000000000	-0.208480202921	0.314023119010	0.913669064748	unit_quartile=Q3:-0.1638/-0.2015|to_end=0:-0.1229/-0.1707|next_freq=MISSING:-0.1174/-0.1799|next_len=MISSING:-0.1174/-0.1799|to_end=3P:+0.1086/+0.1515	0.382439024390	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P1:a>o	13	8	4	3	13	59.000000000000	-0.059296911454	0.182469067977	0.762711864407	13	59.000000000000	-0.111378516111	0.159299941008	0.762711864407	13	59.000000000000	-0.094965278723	0.162311476327	0.762711864407	prev_len=L4P:+0.1379/+0.1347|unit_quartile=Q1:+0.1130/+0.1150|prev_len=L2:-0.1079/-0.1059|prev_freq=R16P:-0.0706/-0.0745|to_end=3P:+0.0683/+0.0692	0.398048780488	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P3:l>r	12	6	4	3	12	61.000000000000	-0.068779317738	0.169856072644	0.655737704918	12	61.000000000000	-0.141986035267	0.171993202806	0.803278688525	12	61.000000000000	-0.142858949661	0.170527666157	0.803278688525	unit_quartile=Q3:-0.1414/-0.1468|from_start=3P:-0.1043/-0.0808|unit_span=8P:-0.1010/-0.0877|next_len=L4P:+0.0922/+0.0811|to_end=0:-0.0886/-0.1079	0.413658536585	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L2:P2:s>t	10	4	5	4	10	50.000000000000	-0.087334862560	0.215057997082	0.880000000000	8	26.000000000000	-0.205246990681	0.165226736549	0.846153846154	8	28.000000000000	-0.175982221783	0.183717169664	0.857142857143	from_start=3P:+0.1957/+0.0406|unit_quartile=Q0:-0.1466/-0.1676|unit_span=8P:+0.1307/-0.0270|from_start=0:-0.1160/-0.0977|unit_quartile=Q3:+0.1135/+0.0547	0.444878048780	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P3:k>y	6	3	4	2	2	7.000000000000	-0.087595975243	0.457214102700	1.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	prev_len=L2:-0.2517/-0.1204|unit_quartile=Q3:+0.2123/+0.3145|to_end=0:+0.1938/+0.3925|next_freq=R16P:-0.1917/-0.3711|next_len=L1:-0.1640/-0.1513	0.444878048780	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L2:P2:k>t	19	4	6	5	19	162.000000000000	-0.127435386674	0.076491003170	0.524691358025	19	162.000000000000	-0.183221007875	0.073113667780	0.623456790123	19	162.000000000000	-0.349643750499	0.035640792614	0.401234567901	from_start=3P:+0.1132/+0.0648|unit_quartile=Q0:-0.0778/-0.0437|unit_quartile=Q3:+0.0668/+0.0473|to_end=3P:-0.0613/-0.0602|to_end=0:+0.0561/+0.0559	0.511219512195	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L2:P1:e>y	6	3	3	3	6	15.000000000000	-0.136256738239	0.240178200120	0.866666666667	3	6.000000000000	-0.094841419411	0.220890127905	0.666666666667	4	8.000000000000	-0.115695476599	0.243101163388	0.750000000000	from_start=1:-0.1591/-0.1390|next_freq=MISSING:+0.1394/+0.1761|next_len=MISSING:+0.1394/+0.1761|unit_quartile=Q3:+0.1273/+0.1035|prev_freq=R2_4:-0.1214/-0.1339	0.520000000000	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
L3:P2:k>l	8	3	5	3	2	9.000000000000	-0.139501585268	0.246572138706	1.000000000000	2	9.000000000000	-0.147342016110	0.260054402381	1.000000000000	2	9.000000000000	-0.120889918068	0.256971955980	1.000000000000	to_end=3P:-0.2394/-0.1719|unit_span=4:+0.1909/+0.0134|unit_span=8P:-0.1809/-0.0855|to_end=2:+0.1596/-0.0387|next_len=L4P:-0.1467/-0.0281	0.523902439024	NO_SIGNAL	PARSER_INDEPENDENT_EXTERNAL_CONTEXT_RELATION_NO_MORPHOLOGY_OR_MEANING
