core	feature	levels	hb_distribution	sb_distribution	weighted_jaccard	js_divergence_bits	folio_permutation_local_p	folio_permutation_maxT_p	permutation_worlds	lofo_min_weighted_jaccard	lofo_max_js_divergence_bits	hand3_weighted_jaccard	hand3_hb_count	hand3_sb_count
daiin	target_state	1	CARRIER_STATE:6	CARRIER_STATE:17	1.000000000	0.000000000	1.000000000	1.000000000	126	1.000000000	0.000000000	1.000000000	2	16
daiin	wrapper	3	ch:4;che:1;sh:1	che:10;ch:7	0.406896552	0.195259691	0.134920635	0.571428571	126	0.241379310	0.439781321	0.280000000	2	16
daiin	field_position	4	FIELD_INTERNAL:3;FIELD_START:2;OPEN_FIELD_END:1	FIELD_INTERNAL:8;PRECLOSE:4;FIELD_START:3;OPEN_FIELD_END:2	0.619047619	0.138725872	0.444444444	0.952380952	126	0.478260870	0.214222454	0.454545455	2	16
daiin	field_role	11	CLOSED|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE:1;OPEN|LEN_2|FIELD_START|CARRIER_STATE:1;OPEN|LEN_3|FIELD_INTERNAL|CARRIER_STATE:1;OPEN|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE:1;OPEN|LEN_4PLUS|FIELD_START|CARRIER_STATE:1;OPEN|LEN_4PLUS|OPEN_FIELD_END|CARRIER_STATE:1	CLOSED|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE:4;OPEN|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE:3;CLOSED|LEN_2|FIELD_START|CARRIER_STATE:2;CLOSED|LEN_3|PRECLOSE|CARRIER_STATE:2;CLOSED|LEN_4PLUS|PRECLOSE|CARRIER_STATE:2;CLOSED|LEN_4PLUS|FIELD_START|CARRIER_STATE:1;OPEN|LEN_3|FIELD_INTERNAL|CARRIER_STATE:1;OPEN|LEN_3|OPEN_FIELD_END|CARRIER_STATE:1;OPEN|LEN_4PLUS|OPEN_FIELD_END|CARRIER_STATE:1	0.291139241	0.445080321	0.587301587	1.000000000	126	0.172413793	0.574421870	0.103448276	2	16
daiin	previous_state	8	CARRIER_STATE:2;DY_RESOLUTION:2;AR_REFERENCE:1;Q_OUTER_STATE:1	OTHER:4;DY_RESOLUTION:3;OL_STATE:3;ED_MEDIUM:2;ENTRY_STATE:2;AR_REFERENCE:1;CARRIER_STATE:1;Q_OUTER_STATE:1	0.214285714	0.456496793	0.309523810	0.865079365	126	0.172413793	0.595437252	0.142857143	2	16
daiin	next_state	9	AR_REFERENCE:3;EOS:1;OL_STATE:1;OTHER:1	DY_RESOLUTION:6;AL_STATE:2;AR_REFERENCE:2;CARRIER_STATE:2;EOS:2;ENTRY_STATE:1;OTHER:1;Q_OUTER_STATE:1	0.172413793	0.550609289	0.111111111	0.571428571	126	0.096774194	0.668982406	0.066666667	2	16
daiin	previous_field_shape	9	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION:2;CLOSED|LEN_2|OTHER>DY_RESOLUTION:1;CLOSED|LEN_3|ENTRY_STATE>DY_RESOLUTION:1;CLOSED|LEN_3|OTHER>DY_RESOLUTION:1;CLOSED|LEN_3|Q_OUTER_STATE>DY_RESOLUTION:1	BOL:7;CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION:7;CLOSED|LEN_2|CARRIER_STATE>DY_RESOLUTION:1;CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION:1;CLOSED|LEN_3|OL_STATE>DY_RESOLUTION:1	0.200000000	0.630434203	0.023809524	0.055555556	126	0.111111111	0.730291502	0.280000000	2	16
daiin	next_field_shape	9	EOL:5;OPEN|LEN_2|CARRIER_STATE>CARRIER_STATE:1	EOL:7;CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION:3;CLOSED|LEN_2|CARRIER_STATE>DY_RESOLUTION:2;CLOSED|LEN_2|OTHER>DY_RESOLUTION:1;CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION:1;CLOSED|LEN_4PLUS|ED_MEDIUM>DY_RESOLUTION:1;OPEN|LEN_3|OTHER>OL_STATE:1;OPEN|LEN_4PLUS|Q_OUTER_STATE>AR_REFERENCE:1	0.259259259	0.429963755	0.079365079	0.404761905	126	0.200000000	0.496513002	0.280000000	2	16
daiin	micro_context	21	CARRIER_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE:2;AR_REFERENCE>TARGET[CARRIER_STATE]>AR_REFERENCE:1;DY_RESOLUTION>TARGET[CARRIER_STATE]>OL_STATE:1;DY_RESOLUTION>TARGET[CARRIER_STATE]>OTHER:1;Q_OUTER_STATE>TARGET[CARRIER_STATE]>EOS:1	DY_RESOLUTION>TARGET[CARRIER_STATE]>DY_RESOLUTION:2;AR_REFERENCE>TARGET[CARRIER_STATE]>AL_STATE:1;CARRIER_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;DY_RESOLUTION>TARGET[CARRIER_STATE]>AR_REFERENCE:1;ED_MEDIUM>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;ED_MEDIUM>TARGET[CARRIER_STATE]>EOS:1;ENTRY_STATE>TARGET[CARRIER_STATE]>CARRIER_STATE:1;ENTRY_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;OL_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE:1;OL_STATE>TARGET[CARRIER_STATE]>EOS:1;OL_STATE>TARGET[CARRIER_STATE]>Q_OUTER_STATE:1;OTHER>TARGET[CARRIER_STATE]>AL_STATE:1;OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE:1;OTHER>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;OTHER>TARGET[CARRIER_STATE]>OTHER:1;Q_OUTER_STATE>TARGET[CARRIER_STATE]>ENTRY_STATE:1	0.000000000	1.000000000	0.206349206	0.507936508	126	0.000000000	1.000000000	0.000000000	2	16
daiin	masked_field_template	22	AR_REFERENCE>TARGET[CARRIER_STATE]>AR_REFERENCE>AR_REFERENCE>CARRIER_STATE>ENTRY_STATE>OTHER>OPEN:1;CARRIER_STATE>AR_REFERENCE>CARRIER_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE>DY_RESOLUTION:1;CARRIER_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE>OPEN:1;OL_STATE>AL_STATE>Q_OUTER_STATE>TARGET[CARRIER_STATE]>OPEN:1;TARGET[CARRIER_STATE]>OL_STATE>OPEN:1;TARGET[CARRIER_STATE]>OTHER>OTHER>AR_REFERENCE>OTHER>OL_STATE>OPEN:1	TARGET[CARRIER_STATE]>DY_RESOLUTION:2;CARRIER_STATE>AR_REFERENCE>OL_STATE>OL_STATE>TARGET[CARRIER_STATE]>OPEN:1;CARRIER_STATE>ED_MEDIUM>TARGET[CARRIER_STATE]>OPEN:1;CARRIER_STATE>ENTRY_STATE>CARRIER_STATE>Q_OUTER_STATE>ENTRY_STATE>OTHER>OTHER>TARGET[CARRIER_STATE]>AL_STATE>OPEN:1;ED_MEDIUM>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;ENTRY_STATE>AL_STATE>CARRIER_STATE>OTHER>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;ENTRY_STATE>CARRIER_STATE>CARRIER_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;ENTRY_STATE>TARGET[CARRIER_STATE]>CARRIER_STATE>DY_RESOLUTION:1;ENTRY_STATE>TARGET[CARRIER_STATE]>DY_RESOLUTION:1;OL_STATE>TARGET[CARRIER_STATE]>AR_REFERENCE>AR_REFERENCE>OPEN:1;OL_STATE>TARGET[CARRIER_STATE]>Q_OUTER_STATE>OPEN:1;OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE>DY_RESOLUTION:1;OTHER>TARGET[CARRIER_STATE]>OTHER>AL_STATE>OL_STATE>DY_RESOLUTION:1;O_OL_LOCAL>CARRIER_STATE>OL_STATE>OTHER>AR_REFERENCE>TARGET[CARRIER_STATE]>AL_STATE>Q_OUTER_STATE>CARRIER_STATE>OL_STATE>ENTRY_STATE>OPEN:1;Q_OUTER_STATE>TARGET[CARRIER_STATE]>ENTRY_STATE>DY_RESOLUTION:1;TARGET[CARRIER_STATE]>AR_REFERENCE>OT_OL_LOCAL>ED_MEDIUM>OL_STATE>CARRIER_STATE>OL_STATE>CARRIER_STATE>Q_OUTER_STATE>DY_RESOLUTION:1	0.000000000	1.000000000	0.444444444	0.650793651	126	0.000000000	1.000000000	0.000000000	2	16
