system	instrument_level	stratum	rows	exact_true_host_rate	exact_left_edge_rate	exact_right_edge_rate	exact_edge_span_decomposition_rate	exact_component_boundary_set_rate	component_boundary_precision	component_boundary_recall	component_boundary_f1
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	SURFACE_ONLY	ALL_ROWS	15214	0.23248323912186145	0.27546996187721834	0.7166425660575786	0.23248323912186145	0.20178782700144604	0.9648562300319489	0.24895083932853718	0.39578245070590334
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	SURFACE_ONLY	FREQUENT_COMPILER_MARKED	5375	0.5918139534883721	0.712	0.6917209302325581	0.5918139534883721	0.5049302325581395	1.0	0.5222451661347851	0.6861511900357627
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	SURFACE_ONLY	FREQUENT_LEXICAL_ID	5711	0.6158291017334968	0.7289441428821573	0.7098581684468569	0.6158291017334968	0.534057082822623	1.0	0.5222451661347851	0.6861511900357627
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	SURFACE_ONLY	LITERAL_ESCAPE	9503	0.002104598547827002	0.002946437966957803	0.7207197727033569	0.002104598547827002	0.002104598547827002	0.8169440242057489	0.067356866658351	0.12445263885687945
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	VMANUS_ANNOTATION_ASSISTED	ALL_ROWS	15214	0.07000131457867753	0.19468910214276325	0.5588273958196398	0.07000131457867753	0.05606678059681872	0.9977703455964325	0.06707134292565947	0.1256934204058704
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	VMANUS_ANNOTATION_ASSISTED	FREQUENT_COMPILER_MARKED	5375	0.13562790697674418	0.4885581395348837	0.27367441860465114	0.13562790697674418	0.0961860465116279	1.0	0.14736249296039047	0.2568717277486911
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	VMANUS_ANNOTATION_ASSISTED	FREQUENT_LEXICAL_ID	5711	0.1864822272806864	0.5186482227280687	0.31640693398704256	0.1864822272806864	0.14936088250744178	1.0	0.14736249296039047	0.2568717277486911
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	VMANUS_ANNOTATION_ASSISTED	LITERAL_ESCAPE	9503	0.0	0.0	0.7045143638850889	0.0	0.0	0.9821428571428571	0.013720843208182612	0.027063599458728015
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	ORACLE_CEILING	ALL_ROWS	15214	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	ORACLE_CEILING	FREQUENT_LEXICAL_ID	5711	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	ORACLE_CEILING	LITERAL_ESCAPE	9503	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SYSTEM_B2_HUMAN_GROWN_DISTRIBUTED_CONTROL	ORACLE_CEILING	FREQUENT_COMPILER_MARKED	5375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
