panel	token	representation	positive_pages	physical_folios	gain_bits	positive_gain_folios	local_permutation_p	max_token_model_p
ELV	aristolochia	PAGE_HOST_IDENTITY	4	4	-2.32971908712	43	0.786621337866	0.259774022598
ELV	eryngium	PAGE_HOST_IDENTITY	2	2	-0.423754023264	52	0.34296570343	0.259774022598
ELV	geranium	PAGE_HOST_IDENTITY	3	3	1.43303739594	41	0.0641935806419	0.259774022598
ELV	polygonum	PAGE_HOST_IDENTITY	2	2	0.049782233355	50	0.100889911009	0.259774022598
ELV	primula	PAGE_HOST_IDENTITY	2	2	0.404896705416	48	1	0.259774022598
ELV	scabiosa	PAGE_HOST_IDENTITY	2	2	2.27576082585	49	0.0736926307369	0.259774022598
ELV	aristolochia	PAGE_HOST_CHAR3	4	4	-0.512172655147	45	0.19798020198	0.259774022598
ELV	eryngium	PAGE_HOST_CHAR3	2	2	-0.176591906069	51	0.135286471353	0.259774022598
ELV	geranium	PAGE_HOST_CHAR3	3	3	2.13990599812	44	0.047695230477	0.259774022598
ELV	polygonum	PAGE_HOST_CHAR3	2	2	-0.295208079363	49	0.202679732027	0.259774022598
ELV	primula	PAGE_HOST_CHAR3	2	2	0.791334670119	49	1	0.259774022598
ELV	scabiosa	PAGE_HOST_CHAR3	2	2	2.44306693767	49	0.0736926307369	0.259774022598
ELV	aristolochia	RAW_CHAR3	4	4	-1.99293756253	45	0.555644435556	0.259774022598
ELV	eryngium	RAW_CHAR3	2	2	-0.740627311708	49	0.47395260474	0.259774022598
ELV	geranium	RAW_CHAR3	3	3	-1.82601366271	42	0.781621837816	0.259774022598
ELV	polygonum	RAW_CHAR3	2	2	-0.536985885167	49	0.262573742626	0.259774022598
ELV	primula	RAW_CHAR3	2	2	0.933922371818	50	1	0.259774022598
ELV	scabiosa	RAW_CHAR3	2	2	0.889073483202	49	0.144185581442	0.259774022598
ELV	aristolochia	COMPILER_SIGNATURE	4	4	1.65915474759	45	0.0642935706429	0.259774022598
ELV	eryngium	COMPILER_SIGNATURE	2	2	-0.662941076944	50	0.465353464654	0.259774022598
ELV	geranium	COMPILER_SIGNATURE	3	3	-2.26350314136	40	0.817218278172	0.259774022598
ELV	polygonum	COMPILER_SIGNATURE	2	2	-1.75551472999	38	0.892210778922	0.259774022598
ELV	primula	COMPILER_SIGNATURE	2	2	0.916972416251	51	1	0.259774022598
ELV	scabiosa	COMPILER_SIGNATURE	2	2	1.03352525713	50	0.0736926307369	0.259774022598
THP	absinthium	PAGE_HOST_IDENTITY	2	2	-0.413293937624	50	0.330766923308	0.259774022598
THP	artemisium	PAGE_HOST_IDENTITY	2	2	-0.413293937624	50	0.330766923308	0.259774022598
THP	arum	PAGE_HOST_IDENTITY	2	2	-1.19541532731	45	0.810818918108	0.259774022598
THP	boragine	PAGE_HOST_IDENTITY	3	3	-2.05286155044	38	0.847115288471	0.259774022598
THP	cucumber	PAGE_HOST_IDENTITY	2	2	-1.45250174485	42	0.889711028897	0.259774022598
THP	mentastrum	PAGE_HOST_IDENTITY	2	2	-0.499860716834	50	0.483651634837	0.259774022598
THP	polygonum	PAGE_HOST_IDENTITY	3	3	-1.89482007058	43	0.788121187881	0.259774022598
THP	primula	PAGE_HOST_IDENTITY	2	2	0.373815093912	52	0.024497550245	0.259774022598
THP	scabiosa	PAGE_HOST_IDENTITY	3	3	-0.634744037328	40	0.182581741826	0.259774022598
THP	silene	PAGE_HOST_IDENTITY	2	2	-0.179979847377	52	0.306069393061	0.259774022598
THP	tamus	PAGE_HOST_IDENTITY	2	2	0.862134176748	51	0.0972902709729	0.259774022598
THP	thistle	PAGE_HOST_IDENTITY	4	4	-3.29720506018	37	0.983201679832	0.259774022598
THP	veronica	PAGE_HOST_IDENTITY	2	2	-0.59604149024	52	0.5300469953	0.259774022598
THP	absinthium	PAGE_HOST_CHAR3	2	2	-0.367266244591	51	0.317868213179	0.259774022598
THP	artemisium	PAGE_HOST_CHAR3	2	2	-0.367266244591	51	0.317868213179	0.259774022598
THP	arum	PAGE_HOST_CHAR3	2	2	-1.70977708635	44	0.896810318968	0.259774022598
THP	boragine	PAGE_HOST_CHAR3	3	3	-3.51751105682	33	0.990200979902	0.259774022598
THP	cucumber	PAGE_HOST_CHAR3	2	2	2.49250964504	47	0.045695430457	0.259774022598
THP	mentastrum	PAGE_HOST_CHAR3	2	2	-1.05375429774	46	0.711228877112	0.259774022598
THP	polygonum	PAGE_HOST_CHAR3	3	3	-3.21218058759	38	0.974802519748	0.259774022598
THP	primula	PAGE_HOST_CHAR3	2	2	0.283359267162	51	0.104389561044	0.259774022598
THP	scabiosa	PAGE_HOST_CHAR3	3	3	-1.20088467439	37	0.414158584142	0.259774022598
THP	silene	PAGE_HOST_CHAR3	2	2	-0.379231304986	52	0.381461853815	0.259774022598
THP	tamus	PAGE_HOST_CHAR3	2	2	0.649849751796	48	0.126587341266	0.259774022598
THP	thistle	PAGE_HOST_CHAR3	4	4	-3.11649668558	38	0.903509649035	0.259774022598
THP	veronica	PAGE_HOST_CHAR3	2	2	1.95513718309	53	0.0556944305569	0.259774022598
THP	absinthium	RAW_CHAR3	2	2	-0.267582497023	50	0.191380861914	0.259774022598
THP	artemisium	RAW_CHAR3	2	2	-0.267582497023	50	0.191380861914	0.259774022598
THP	arum	RAW_CHAR3	2	2	1.25406646958	47	0.0817918208179	0.259774022598
THP	boragine	RAW_CHAR3	3	3	-3.49074527305	35	0.988901109889	0.259774022598
THP	cucumber	RAW_CHAR3	2	2	-0.934678574747	46	0.664233576642	0.259774022598
THP	mentastrum	RAW_CHAR3	2	2	-0.765141084129	49	0.579942005799	0.259774022598
THP	polygonum	RAW_CHAR3	3	3	-3.67757744967	34	0.993800619938	0.259774022598
THP	primula	RAW_CHAR3	2	2	0.166264052543	51	0.114188581142	0.259774022598
THP	scabiosa	RAW_CHAR3	3	3	-2.07755985415	42	0.865513448655	0.259774022598
THP	silene	RAW_CHAR3	2	2	-0.570329368779	50	0.466853314669	0.259774022598
THP	tamus	RAW_CHAR3	2	2	0.699365057223	49	0.123387661234	0.259774022598
THP	thistle	RAW_CHAR3	4	4	-2.78897198809	41	0.834816518348	0.259774022598
THP	veronica	RAW_CHAR3	2	2	5.0387432152	55	0.00709929007099	0.259774022598
THP	absinthium	COMPILER_SIGNATURE	2	2	-0.289817662884	52	0.305469453055	0.259774022598
THP	artemisium	COMPILER_SIGNATURE	2	2	-0.289817662884	52	0.305469453055	0.259774022598
THP	arum	COMPILER_SIGNATURE	2	2	-0.835739009866	49	0.608939106089	0.259774022598
THP	boragine	COMPILER_SIGNATURE	3	3	-1.65717933023	43	0.584141585841	0.259774022598
THP	cucumber	COMPILER_SIGNATURE	2	2	-0.277734378314	51	0.373462653735	0.259774022598
THP	mentastrum	COMPILER_SIGNATURE	2	2	0.0542170204587	51	0.26797320268	0.259774022598
THP	polygonum	COMPILER_SIGNATURE	3	3	-4.74091754646	28	0.995700429957	0.259774022598
THP	primula	COMPILER_SIGNATURE	2	2	0.0152394290174	47	0.229577042296	0.259774022598
THP	scabiosa	COMPILER_SIGNATURE	3	3	-0.965544829752	40	0.336366363364	0.259774022598
THP	silene	COMPILER_SIGNATURE	2	2	-0.642922686724	47	0.515948405159	0.259774022598
THP	tamus	COMPILER_SIGNATURE	2	2	-0.0185395332359	50	0.284271572843	0.259774022598
THP	thistle	COMPILER_SIGNATURE	4	4	-2.58511684617	43	0.693630636936	0.259774022598
