edition	held_folio	unit_id	predictor	last_field_key	predicted_first_body_tokens	actual_first_body_tokens	exact_hit
ZL3b	f104	6db80f0ee8c008a15cee	TEMPLATE	42c7436edb33d7ba	ysheod|ykeeedy	o|ar|aiin|yteeody	0
ZL3b	f104	27f6ef1916acea076c71	HOSTS	a	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	o|scheo|lchody	0
ZL3b	f104	10795b2c68591dbd69a8	HOSTS	a	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	ycheol|cheody	0
ZL3b	f104	3b68cf14da5e100ff54a	TOKENS	ram	lcheod|lkchedy	dcheedy	0
ZL3b	f104	3b68cf14da5e100ff54a	HOSTS	ra	lcheod|lkchedy	dcheedy	0
ZL3b	f104	9ef3f65a27e1b7875ddb	TOKENS	qotain	soiin|or|okain|otchedy	oteedchey|qoeeda|lchal|cheedy	0
ZL3b	f104	9ef3f65a27e1b7875ddb	TEMPLATE	41e23abb0d85a9a9	soiin|or|okain|otchedy	oteedchey|qoeeda|lchal|cheedy	0
ZL3b	f105	36658c918cd5c3987ef3	TEMPLATE	42c7436edb33d7ba	o|ar|aiin|yteeody	ysheod|ykeeedy	0
ZL3b	f105	d13044ddd75212bb6e2a	TEMPLATE	1e781bbf14272c46	daiin|qokeeody	ykeeo|daiim|sheey|qokaiin|cheot|daiin|qoek|eeykeody	0
ZL3b	f105	88ef7d1c351dadc1aefd	TEMPLATE	1944c5c873e164ea	ychor|chol|qokain|chocphol|lchedy	dchedy	0
ZL3b	f106	78111d43c12848c12810	TEMPLATE	1944c5c873e164ea	dchedy	ychor|chol|qokain|chocphol|lchedy	0
ZL3b	f112	4a6dc16d0a5c5265f6dd	TOKENS	qotain	oteedchey|qoeeda|lchal|cheedy	soiin|or|okain|otchedy	0
ZL3b	f112	4a6dc16d0a5c5265f6dd	TEMPLATE	41e23abb0d85a9a9	oteedchey|qoeeda|lchal|cheedy	soiin|or|okain|otchedy	0
ZL3b	f112	c03058e62c9703393cab	HOSTS	e	oaiin|cheokeeas|lkaiin|chkal|kar|cheeody	shey|keedal|aiin|cheol|keeeody	0
ZL3b	f113	9d87323289bfb174d650	HOSTS	e	shey|keedal|aiin|cheol|keeeody	oaiin|cheokeeas|lkaiin|chkal|kar|cheeody	0
ZL3b	f113	cb1e3b6675d7ad19db13	TEMPLATE	1e781bbf14272c46	ykeeo|daiim|sheey|qokaiin|cheot|daiin|qoek|eeykeody	daiin|qokeeody	0
ZL3b	f114	9bd0ad9c83a4028e6a46	TEMPLATE	51580f013f601589	dchey|keey|qokeod|chody	o|shsodaiin|chotain|qotar	0
ZL3b	f115	8a04ec23c5fa973cb750	TOKENS	ram	dcheedy	lcheod|lkchedy	0
ZL3b	f115	8a04ec23c5fa973cb750	HOSTS	ra	dcheedy	lcheod|lkchedy	0
ZL3b	f115	94605a7ed511f70a4916	TEMPLATE	51580f013f601589	o|shsodaiin|chotain|qotar	dchey|keey|qokeod|chody	0
IT2a	f104	6db80f0ee8c008a15cee	TEMPLATE	42c7436edb33d7ba	ysheod|ykeeedy	oar|aiin|yteeody	0
IT2a	f104	10795b2c68591dbd69a8	HOSTS	a	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	ycheol|cheody	0
IT2a	f104	3b68cf14da5e100ff54a	TOKENS	ram	lcheod|lkchedy	dcheedy	0
IT2a	f104	3b68cf14da5e100ff54a	HOSTS	ra	lcheod|lkchedy	dcheedy	0
IT2a	f104	9ef3f65a27e1b7875ddb	TOKENS	qotain	soiin|or|okain|otchedy	oteedchey|qoeeda|lchal|cheedy	0
IT2a	f104	9ef3f65a27e1b7875ddb	TEMPLATE	41e23abb0d85a9a9	soiin|or|okain|otchedy	oteedchey|qoeeda|lchal|cheedy	0
IT2a	f105	208855dba9de0bfbdb62	HOSTS	lky	soiin|shedain|qokeedy	sheoy|oleedy	0
IT2a	f105	36658c918cd5c3987ef3	TEMPLATE	42c7436edb33d7ba	oar|aiin|yteeody	ysheod|ykeeedy	0
IT2a	f105	88ef7d1c351dadc1aefd	TEMPLATE	1944c5c873e164ea	ychor|chol|qokain|chocphol|lchedy	dchedy	0
IT2a	f106	78111d43c12848c12810	TEMPLATE	1944c5c873e164ea	dchedy	ychor|chol|qokain|chocphol|lchedy	0
IT2a	f107	ef768d9858f0321f9b2c	TEMPLATE	712b12779d7ee4de	daiin|qokeeody	paiin|okaiin|qokaiy|olkeedy	0
