field_id	edition	page	physical_folio	star_ordinal	record_scope	locus	line_depth	field_index	field_group_count	group_tokens	page_hosts	compiler_skeleton	template_id	ends_dy	ends_b3
ZL3b|f104r.1|F01	ZL3b	f104r	f104	1	OPEN	f104r.1	0	1	4	pchdar|chedy|char|qopchedy	pchd|y|ar|opche	"[[""NONE"",""NONE"",""ar"",0,0,0],[""che"",""NONE"",""NONE"",1,0,0],[""ch"",""NONE"",""NONE"",0,0,0],[""q"",""NONE"",""NONE"",0,1,0]]"	3749719954c8ba51	1	0
ZL3b|f104r.1|F02	ZL3b	f104r	f104	1	OPEN	f104r.1	0	2	1	ocphedy	ocphe	"[[""NONE"",""NONE"",""NONE"",0,1,0]]"	4dee4dd0c9a3feb1	1	0
ZL3b|f104r.1|F03	ZL3b	f104r	f104	1	OPEN	f104r.1	0	3	1	qopchedy	opche	"[[""q"",""NONE"",""NONE"",0,1,0]]"	89bec59705b5c549	1	0
ZL3b|f104r.1|F04	ZL3b	f104r	f104	1	OPEN	f104r.1	0	4	3	shedaiin|oteeochey|qopchedy	ed|oteeochey|opche	"[[""sh"",""NONE"",""aiin"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""q"",""NONE"",""NONE"",0,1,0]]"	6f07e1ad715c6f79	1	0
ZL3b|f104r.1|F05	ZL3b	f104r	f104	1	OPEN	f104r.1	0	5	1	sain	ain	"[[""s"",""NONE"",""NONE"",0,0,0]]"	42c7436edb33d7ba	0	0
ZL3b|f104r.2|F01	ZL3b	f104r	f104	1	BODY	f104r.2	1	1	4	o|ar|aiin|yteeody	o|ar|aiin|yteeo	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	6439c6bb554701ce	1	0
ZL3b|f104r.2|F02	ZL3b	f104r	f104	1	BODY	f104r.2	1	2	9	cheedaiin|cheodar|s|aiin|chey|tair|os|aiin|chcthedy	ed|d|s|aiin|y|air|os|aiin|cthe	"[[""che"",""NONE"",""aiin"",0,0,0],[""che"",""O"",""ar"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""che"",""NONE"",""NONE"",0,0,0],[""t"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""ch"",""NONE"",""NONE"",0,1,0]]"	43212f62bf25b263	1	0
ZL3b|f104r.2|F03	ZL3b	f104r	f104	1	BODY	f104r.2	1	3	1	teedaram	eedara	"[[""t"",""NONE"",""NONE"",0,0,1]]"	62d91af966947a98	0	1
ZL3b|f104r.3|F01	ZL3b	f104r	f104	1	BODY	f104r.3	2	1	3	daiir|o|cthedy	aiir|o|cthe	"[[""d"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	3841920f4420574b	1	0
ZL3b|f104r.3|F02	ZL3b	f104r	f104	1	BODY	f104r.3	2	2	3	otech|ykar|otedy	otech|yk|e	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""ar"",0,0,0],[""NONE"",""OT"",""NONE"",0,1,0]]"	99dbd17a2ab14cb6	1	0
ZL3b|f104r.3|F03	ZL3b	f104r	f104	1	BODY	f104r.3	2	3	1	otody	oto	"[[""NONE"",""NONE"",""NONE"",0,1,0]]"	4dee4dd0c9a3feb1	1	0
ZL3b|f104r.3|F04	ZL3b	f104r	f104	1	BODY	f104r.3	2	4	2	qoteeor|yteeody	eeor|yteeo	"[[""q"",""OT"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	7abaa4c45a7be0b7	1	0
ZL3b|f104r.3|F05	ZL3b	f104r	f104	1	BODY	f104r.3	2	5	1	oteedy	ee	"[[""NONE"",""OT"",""NONE"",0,1,0]]"	3937916de52a61f8	1	0
ZL3b|f104r.3|F06	ZL3b	f104r	f104	1	BODY	f104r.3	2	6	3	aky|okal|daram	aky|ok|ara	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""al"",0,0,0],[""d"",""NONE"",""NONE"",0,0,1]]"	8e98e6a1a3837a65	0	1
