model	physical_folio	pairs	gain_bits	positive
HOST_CHAR3	f10	1	-0.035040005788	0
HOST_CHAR3	f13	1	0.084467008801	1
HOST_CHAR3	f15	1	-0.088602045387	0
HOST_CHAR3	f18	1	-0.002137799089	0
HOST_CHAR3	f20	1	0.089599955365	1
HOST_CHAR3	f23	1	-0.068351531077	0
HOST_CHAR3	f27	1	-0.036181932566	0
HOST_CHAR3	f28	1	-0.022282674435	0
HOST_CHAR3	f29	1	-0.040490500562	0
HOST_CHAR3	f37	1	-0.039934665818	0
HOST_CHAR3	f4	1	0.065881930540	1
HOST_CHAR3	f47	2	0.008147319980	1
HOST_CHAR3	f52	1	0.009469734435	1
HOST_CHAR3	f7	1	-0.144384524987	0
HOST_CHAR3	f75	1	-1.224675184214	0
HOST_CHAR3	f77	2	-0.732295719245	0
HOST_CHAR3	f79	2	0.080302105239	1
HOST_CHAR3	f82	1	0.033073426673	1
HOST_CHAR3	f83	2	-2.818572650030	0
HOST_CHAR3	f85	2	0.506845621111	1
HOST_CHAR3	f89	1	0.223000359532	1
HOST_CHAR3	f9	2	0.082769677553	1
HOST_CHAR3	f95	2	-0.139215200671	0
HOST_CHAR3	f96	1	0.055503798524	1
RAW_CHAR3	f10	1	-0.026376052730	0
RAW_CHAR3	f13	1	0.079078224289	1
RAW_CHAR3	f15	1	-0.043212141141	0
RAW_CHAR3	f18	1	0.011453161286	1
RAW_CHAR3	f20	1	0.807405048478	1
RAW_CHAR3	f23	1	-0.124309561975	0
RAW_CHAR3	f27	1	-0.099569707830	0
RAW_CHAR3	f28	1	-0.060054050615	0
RAW_CHAR3	f29	1	-0.040853836429	0
RAW_CHAR3	f37	1	0.028810535963	1
RAW_CHAR3	f4	1	0.144540725168	1
RAW_CHAR3	f47	2	-0.047002897943	0
RAW_CHAR3	f52	1	0.007164990644	1
RAW_CHAR3	f7	1	-0.082968031749	0
RAW_CHAR3	f75	1	-0.028471828857	0
RAW_CHAR3	f77	2	0.873753354534	1
RAW_CHAR3	f79	2	0.197414890725	1
RAW_CHAR3	f82	1	0.066703051443	1
RAW_CHAR3	f83	2	-0.002714892642	0
RAW_CHAR3	f85	2	-0.367853094198	0
RAW_CHAR3	f89	1	0.039439479695	1
RAW_CHAR3	f9	2	0.082315627185	1
RAW_CHAR3	f95	2	-0.246983185472	0
RAW_CHAR3	f96	1	0.125097481007	1
COMPILER12	f10	1	-0.146954567090	0
COMPILER12	f13	1	-0.008823835343	0
COMPILER12	f15	1	-0.051972845008	0
COMPILER12	f18	1	0.014403806446	1
COMPILER12	f20	1	0.175584833061	1
COMPILER12	f23	1	-0.055981861419	0
COMPILER12	f27	1	-0.109996435502	0
COMPILER12	f28	1	-0.046561545599	0
COMPILER12	f29	1	-0.067444170286	0
COMPILER12	f37	1	0.086365981643	1
COMPILER12	f4	1	-0.015242766750	0
COMPILER12	f47	2	-0.082330236815	0
COMPILER12	f52	1	-0.051495460529	0
COMPILER12	f7	1	-0.003909057687	0
COMPILER12	f75	1	0.204271966619	1
COMPILER12	f77	2	0.429236812905	1
COMPILER12	f79	2	0.135258449247	1
COMPILER12	f82	1	-0.039214370065	0
COMPILER12	f83	2	-0.321013343722	0
COMPILER12	f85	2	0.233235399517	1
COMPILER12	f89	1	0.496549194758	1
COMPILER12	f9	2	-0.102937039571	0
COMPILER12	f95	2	0.054518646786	1
COMPILER12	f96	1	0.026020069255	1
EDGE29	f10	1	0.068402983748	1
EDGE29	f13	1	-0.063842711195	0
EDGE29	f15	1	-0.038374810022	0
EDGE29	f18	1	0.021872870666	1
EDGE29	f20	1	0.247936139536	1
EDGE29	f23	1	0.059002753864	1
EDGE29	f27	1	-0.060430112457	0
EDGE29	f28	1	-0.039469534731	0
EDGE29	f29	1	-0.044036899872	0
EDGE29	f37	1	-0.049387447116	0
EDGE29	f4	1	-0.040117320452	0
EDGE29	f47	2	-0.128546605373	0
EDGE29	f52	1	0.032548428502	1
EDGE29	f7	1	0.005441946377	1
EDGE29	f75	1	-0.017466463475	0
EDGE29	f77	2	0.079346901318	1
EDGE29	f79	2	-0.434147862366	0
EDGE29	f82	1	-0.001165846062	0
EDGE29	f83	2	-0.258001337042	0
EDGE29	f85	2	-0.051725897225	0
EDGE29	f89	1	0.246564245245	1
EDGE29	f9	2	-0.027551273739	0
EDGE29	f95	2	-0.001956640350	0
EDGE29	f96	1	0.030160391273	1
FACTORED	f10	1	-0.080780903987	0
FACTORED	f13	1	0.029382635284	1
FACTORED	f15	1	-0.185794410840	0
FACTORED	f18	1	0.025119371781	1
FACTORED	f20	1	0.471537358549	1
FACTORED	f23	1	-0.068997883773	0
FACTORED	f27	1	-0.181630455689	0
FACTORED	f28	1	-0.121190202185	0
FACTORED	f29	1	-0.141254677624	0
FACTORED	f37	1	0.018058633522	1
FACTORED	f4	1	0.014847243826	1
FACTORED	f47	2	-0.196883746825	0
FACTORED	f52	1	-0.009862293046	0
FACTORED	f7	1	-0.146336451451	0
FACTORED	f75	1	-0.989979542636	0
