edition	page	stage	selected_record_count	selected_star_ordinals	wrapper	wrapper_count	group_count	rate_per_group
ZL3b	f104r	EARLY_HALF	6	1;2;3;4;5;6	q	43	211	0.203791469194
ZL3b	f104r	EARLY_HALF	6	1;2;3;4;5;6	NONE	102	211	0.483412322275
ZL3b	f104r	LATE_HALF	6	8;9;10;11;12;13	q	47	187	0.251336898396
ZL3b	f104r	LATE_HALF	6	8;9;10;11;12;13	NONE	101	187	0.540106951872
ZL3b	f104v	EARLY_HALF	6	1;2;3;4;5;6	q	58	225	0.257777777778
ZL3b	f104v	EARLY_HALF	6	1;2;3;4;5;6	NONE	79	225	0.351111111111
ZL3b	f104v	LATE_HALF	6	8;9;10;11;12;13	q	34	201	0.169154228856
ZL3b	f104v	LATE_HALF	6	8;9;10;11;12;13	NONE	108	201	0.537313432836
ZL3b	f105r	EARLY_HALF	5	1;2;3;4;5	q	33	235	0.140425531915
ZL3b	f105r	EARLY_HALF	5	1;2;3;4;5	NONE	141	235	0.600000000000
ZL3b	f105r	LATE_HALF	5	6;7;8;9;10	q	16	144	0.111111111111
ZL3b	f105r	LATE_HALF	5	6;7;8;9;10	NONE	92	144	0.638888888889
ZL3b	f105v	EARLY_HALF	5	1;2;3;4;5	q	13	209	0.062200956938
ZL3b	f105v	EARLY_HALF	5	1;2;3;4;5	NONE	154	209	0.736842105263
ZL3b	f105v	LATE_HALF	5	6;7;8;9;10	q	18	190	0.094736842105
ZL3b	f105v	LATE_HALF	5	6;7;8;9;10	NONE	120	190	0.631578947368
ZL3b	f106r	EARLY_HALF	7	1;2;3;4;5;6;7	q	42	196	0.214285714286
ZL3b	f106r	EARLY_HALF	7	1;2;3;4;5;6;7	NONE	100	196	0.510204081633
ZL3b	f106r	LATE_HALF	7	8;9;11;12;13;14;15	q	24	184	0.130434782609
ZL3b	f106r	LATE_HALF	7	8;9;11;12;13;14;15	NONE	91	184	0.494565217391
ZL3b	f107v	EARLY_HALF	7	1;2;3;4;5;6;7	q	47	228	0.206140350877
