event_id_sha256	cell_id	opaque_host_id_sha256	physical_folio	page	locus	section	register	prev_dy	q_choice_withheld
9f3145fa327b56a27836	0115b7968b6b998acb6b	27a84712e4b22c415fc5	f106	f106v	f106v.18	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
cba4e9400e413a1887b3	0115b7968b6b998acb6b	27a84712e4b22c415fc5	f114	f114r	f114r.15	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
29940b24bfc0e8699289	0115b7968b6b998acb6b	27a84712e4b22c415fc5	f114	f114v	f114v.8	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
25e9801cb81a6a816e49	0115b7968b6b998acb6b	27a84712e4b22c415fc5	f77	f77r	f77r.38	B	OTHER_B	1	WITHHELD_UNTIL_SCORING
de41a5f8ea434d264bf5	0115b7968b6b998acb6b	27a84712e4b22c415fc5	f86	f86v3	f86v3.31	C	OTHER_B	0	WITHHELD_UNTIL_SCORING
129b478c4273c297c0b0	17fc658861c19549eb04	ca978112ca1bbdcafac2	f103	f103v	f103v.14	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
b88d6c3c79ff46f591da	17fc658861c19549eb04	ca978112ca1bbdcafac2	f104	f104v	f104v.20	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
e340788747c69645117e	17fc658861c19549eb04	ca978112ca1bbdcafac2	f105	f105r	f105r.36	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
7b14eb3825c469d7ad64	17fc658861c19549eb04	ca978112ca1bbdcafac2	f107	f107v	f107v.12	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
b752a210ef2a6f20a8d9	17fc658861c19549eb04	ca978112ca1bbdcafac2	f108	f108r	f108r.44	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
b1f3492e08b749daf7a0	17fc658861c19549eb04	ca978112ca1bbdcafac2	f108	f108v	f108v.38	S	STARS_RECIPE_B	1	WITHHELD_UNTIL_SCORING
261424c5820831b3b881	17fc658861c19549eb04	ca978112ca1bbdcafac2	f111	f111r	f111r.17	S	STARS_RECIPE_B	1	WITHHELD_UNTIL_SCORING
96223dac7da6bf0d983c	17fc658861c19549eb04	ca978112ca1bbdcafac2	f112	f112v	f112v.13	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
