axis_class	external_axis	layer	contribution_definition	contribution_bits	semantic_role
OBJECT_AXIS	STAR_OR_SKY	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	-0.499318819996	UNASSIGNED
OBJECT_AXIS	STAR_OR_SKY	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	-1.56497596211	UNASSIGNED
OBJECT_AXIS	STAR_OR_SKY	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	-0.870038241364	UNASSIGNED
OBJECT_AXIS	STAR_OR_SKY	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	-0.859171922249	UNASSIGNED
OBJECT_AXIS	STAR_OR_SKY	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	-1.71794748795	UNASSIGNED
OBJECT_AXIS	STAR_OR_SKY	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	-0.224022758489	UNASSIGNED
OBJECT_AXIS	FIGURE	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	26.0030205637	UNASSIGNED
OBJECT_AXIS	FIGURE	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	-3.41307636531	UNASSIGNED
OBJECT_AXIS	FIGURE	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	-2.91061560911	UNASSIGNED
OBJECT_AXIS	FIGURE	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	-1.04925203715	UNASSIGNED
OBJECT_AXIS	FIGURE	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	0.45394635859	UNASSIGNED
OBJECT_AXIS	FIGURE	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	-0.000744070125442	UNASSIGNED
OBJECT_AXIS	PLANT	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	-4.95848570007	UNASSIGNED
OBJECT_AXIS	PLANT	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	0.814352910999	UNASSIGNED
OBJECT_AXIS	PLANT	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	-2.34350722781	UNASSIGNED
OBJECT_AXIS	PLANT	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	-2.53310623109	UNASSIGNED
OBJECT_AXIS	PLANT	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	1.18189115797	UNASSIGNED
OBJECT_AXIS	PLANT	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	0.288548905866	UNASSIGNED
OBJECT_AXIS	WATER_OR_APPARATUS	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	41.3036225132	UNASSIGNED
OBJECT_AXIS	WATER_OR_APPARATUS	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	-11.3016294107	UNASSIGNED
OBJECT_AXIS	WATER_OR_APPARATUS	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	-2.71254218717	UNASSIGNED
OBJECT_AXIS	WATER_OR_APPARATUS	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	-0.273624429056	UNASSIGNED
OBJECT_AXIS	WATER_OR_APPARATUS	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	-0.225636493655	UNASSIGNED
OBJECT_AXIS	WATER_OR_APPARATUS	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	-0.000744070125421	UNASSIGNED
RELATION_AXIS	REL_PROXIMITY	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	-18.3581798995	UNASSIGNED
RELATION_AXIS	REL_PROXIMITY	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	-1.66014424797	UNASSIGNED
RELATION_AXIS	REL_PROXIMITY	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	-0.952595181875	UNASSIGNED
RELATION_AXIS	REL_PROXIMITY	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	-1.35008295725	UNASSIGNED
RELATION_AXIS	REL_PROXIMITY	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	-1.22289775003	UNASSIGNED
RELATION_AXIS	REL_PROXIMITY	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	0.00368275213103	UNASSIGNED
RELATION_AXIS	REL_EXPLICIT_ATTACHMENT	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	-29.066462927	UNASSIGNED
RELATION_AXIS	REL_EXPLICIT_ATTACHMENT	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	6.72764410313	UNASSIGNED
RELATION_AXIS	REL_EXPLICIT_ATTACHMENT	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	-0.546988163058	UNASSIGNED
RELATION_AXIS	REL_EXPLICIT_ATTACHMENT	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	2.1324778437	UNASSIGNED
RELATION_AXIS	REL_EXPLICIT_ATTACHMENT	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	3.04059223605	UNASSIGNED
RELATION_AXIS	REL_EXPLICIT_ATTACHMENT	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	-0.482783183264	UNASSIGNED
RELATION_AXIS	REL_ENCLOSURE	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	1.66648210076	UNASSIGNED
RELATION_AXIS	REL_ENCLOSURE	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	-1.50090728261	UNASSIGNED
RELATION_AXIS	REL_ENCLOSURE	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	0.694104067021	UNASSIGNED
RELATION_AXIS	REL_ENCLOSURE	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	7.21833320734	UNASSIGNED
RELATION_AXIS	REL_ENCLOSURE	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	1.69167477535	UNASSIGNED
RELATION_AXIS	REL_ENCLOSURE	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	-0.0728705716879	UNASSIGNED
RELATION_AXIS	REL_ARRAY_OR_GROUP	PAGE_HOST_CHAR3	GAIN_VS_NUISANCE	11.3712953408	UNASSIGNED
RELATION_AXIS	REL_ARRAY_OR_GROUP	HOST_PLUS_WRAPPER	INCREMENT_VS_PAGE_HOST	1.33727487477	UNASSIGNED
RELATION_AXIS	REL_ARRAY_OR_GROUP	HOST_PLUS_FRAME	INCREMENT_VS_PAGE_HOST	-1.08239951434	UNASSIGNED
RELATION_AXIS	REL_ARRAY_OR_GROUP	HOST_PLUS_RIGHT	INCREMENT_VS_PAGE_HOST	-0.0936354842722	UNASSIGNED
RELATION_AXIS	REL_ARRAY_OR_GROUP	HOST_PLUS_DY	INCREMENT_VS_PAGE_HOST	6.80930001599	UNASSIGNED
RELATION_AXIS	REL_ARRAY_OR_GROUP	HOST_PLUS_B3	INCREMENT_VS_PAGE_HOST	0.150938536385	UNASSIGNED
