record_id	page	physical_folio	fields	leading_role_sequence	role_counts_json	claim_state
Q13|f75r|R01	f75r	f75	40	PRACTICAL_DESCRIPTION_OR_INDICATION|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|PRACTICAL_DESCRIPTION_OR_INDICATION|COMPONENT_PARAMETER_OR_LOCAL_STATE|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|COMPONENT_PARAMETER_OR_LOCAL_STATE|PRACTICAL_DESCRIPTION_OR_INDICATION|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|PRACTICAL_DESCRIPTION_OR_INDICATION|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|COMPONENT_PARAMETER_OR_LOCAL_STATE|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|CAUTION_OUTCOME_OR_FORMAL_CLOSE	"{""CAUTION_OUTCOME_OR_FORMAL_CLOSE"":1,""COMPONENT_PARAMETER_OR_LOCAL_STATE"":29,""PRACTICAL_DESCRIPTION_OR_INDICATION"":10}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f75r|R02	f75r	f75	6	IDENTITY_OR_LOCATION_ACCESS_HEADER|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE	"{""COMPONENT_PARAMETER_OR_LOCAL_STATE"":5,""IDENTITY_OR_LOCATION_ACCESS_HEADER"":1}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f75v|R01	f75v	f75	12	IDENTITY_OR_LOCATION_ACCESS_HEADER|COMPONENT_PARAMETER_OR_LOCAL_STATE|SETTING_OR_HYDRAULIC_DESCRIPTION|SETTING_OR_HYDRAULIC_DESCRIPTION|COMPONENT_PARAMETER_OR_LOCAL_STATE|SETTING_OR_HYDRAULIC_DESCRIPTION|SETTING_OR_HYDRAULIC_DESCRIPTION|SETTING_OR_HYDRAULIC_DESCRIPTION|SETTING_OR_HYDRAULIC_DESCRIPTION|SETTING_OR_HYDRAULIC_DESCRIPTION|COMPONENT_PARAMETER_OR_LOCAL_STATE|CAUTION_OUTCOME_OR_FORMAL_CLOSE	"{""CAUTION_OUTCOME_OR_FORMAL_CLOSE"":1,""COMPONENT_PARAMETER_OR_LOCAL_STATE"":3,""IDENTITY_OR_LOCATION_ACCESS_HEADER"":1,""SETTING_OR_HYDRAULIC_DESCRIPTION"":7}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f75v|R02	f75v	f75	12	COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|SETTING_OR_HYDRAULIC_DESCRIPTION|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|COMPONENT_PARAMETER_OR_LOCAL_STATE|CAUTION_OUTCOME_OR_FORMAL_CLOSE	"{""CAUTION_OUTCOME_OR_FORMAL_CLOSE"":1,""COMPONENT_PARAMETER_OR_LOCAL_STATE"":10,""SETTING_OR_HYDRAULIC_DESCRIPTION"":1}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f76r|R01	f76r	f76	21	PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|CAUTION_OUTCOME_OR_FORMAL_CLOSE	"{""CAUTION_OUTCOME_OR_FORMAL_CLOSE"":1,""MATERIAL_CASE_OR_QUANTITY_ARGUMENT"":10,""PRACTICAL_DESCRIPTION_OR_INDICATION"":10}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f76v|R01	f76v	f76	57	PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION	"{""MATERIAL_CASE_OR_QUANTITY_ARGUMENT"":38,""PRACTICAL_DESCRIPTION_OR_INDICATION"":19}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f77r|R01	f77r	f77	49	MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT	"{""MATERIAL_CASE_OR_QUANTITY_ARGUMENT"":35,""PRACTICAL_DESCRIPTION_OR_INDICATION"":14}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f77r|R02	f77r	f77	13	IDENTITY_OR_LOCATION_ACCESS_HEADER|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|CAUTION_OUTCOME_OR_FORMAL_CLOSE	"{""CAUTION_OUTCOME_OR_FORMAL_CLOSE"":1,""IDENTITY_OR_LOCATION_ACCESS_HEADER"":1,""MATERIAL_CASE_OR_QUANTITY_ARGUMENT"":6,""PRACTICAL_DESCRIPTION_OR_INDICATION"":5}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f77v|R01	f77v	f77	22	MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|CAUTION_OUTCOME_OR_FORMAL_CLOSE	"{""CAUTION_OUTCOME_OR_FORMAL_CLOSE"":1,""MATERIAL_CASE_OR_QUANTITY_ARGUMENT"":15,""PRACTICAL_DESCRIPTION_OR_INDICATION"":6}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
Q13|f77v|R02	f77v	f77	21	PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|PRACTICAL_DESCRIPTION_OR_INDICATION|MATERIAL_CASE_OR_QUANTITY_ARGUMENT|MATERIAL_CASE_OR_QUANTITY_ARGUMENT	"{""MATERIAL_CASE_OR_QUANTITY_ARGUMENT"":11,""PRACTICAL_DESCRIPTION_OR_INDICATION"":10}"	PROVISIONAL_RECORD_ROLE_SEQUENCE_NO_FIELD_MEANING
