edition	axis	model	worlds	true_gain_bits	swappable_rows	null_mean_bits	null_median_bits	null_q95_bits	local_p	max_15_p
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	4096	-10.039692961096	85	-4.635389243298	-4.626115185043	2.350674684072	0.890651696363	1.000000000000
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	4096	-11.567877505997	85	-10.521356243530	-10.491616922221	-4.625798323031	0.609226263119	1.000000000000
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	4096	-18.648983779182	85	-11.092869891256	-10.966954529963	-3.762812699982	0.947034415426	1.000000000000
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	4096	1.669199437331	85	3.412944946050	3.454761997064	7.206185132418	0.744935318526	0.753234073712
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	4096	-16.542231369916	85	-11.662754067902	-11.662232136050	-4.645010574820	0.873077861850	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_HOST_CHAR3_HASH32	4096	-5.118513473764	90	-5.368024729245	-5.381843628654	-1.344977528400	0.460336831828	1.000000000000
ZL3b	TAIL_2_VS_1	BODY_HOST_CHAR3_HASH32	4096	-6.657972754461	90	-7.378049964504	-8.232249032152	0.033610016156	0.388332926532	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_BODY_HOST_CHAR3_HASH32	4096	-6.965518939671	90	-7.656796005868	-7.810608907519	-2.038357222630	0.411764705882	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_COMPILER12	4096	-6.276590881395	90	-5.651703809617	-5.665804266241	-3.893512893494	0.709787649500	1.000000000000
ZL3b	TAIL_2_VS_1	RAW_RECORD_CHAR3_HASH32	4096	-13.735527814483	90	-11.723965676226	-11.822153182717	-7.242870832592	0.765438125458	1.000000000000
ZL3b	COLOR_RED_VS_YEL	OPEN_HOST_CHAR3_HASH32	4096	-8.654465280070	82	-11.121560022526	-11.148722071470	-3.289356576618	0.308518428118	1.000000000000
ZL3b	COLOR_RED_VS_YEL	BODY_HOST_CHAR3_HASH32	4096	-32.067336323661	82	-24.179451543257	-24.104679364111	-17.051175648308	0.962899682695	1.000000000000
ZL3b	COLOR_RED_VS_YEL	OPEN_BODY_HOST_CHAR3_HASH32	4096	-17.159204589208	82	-11.827940813692	-11.889722692403	-6.360922365418	0.950207468880	1.000000000000
ZL3b	COLOR_RED_VS_YEL	OPEN_COMPILER12	4096	-7.947911184788	82	-8.130415707574	-8.189011041804	-4.224919275049	0.462533561142	1.000000000000
ZL3b	COLOR_RED_VS_YEL	RAW_RECORD_CHAR3_HASH32	4096	-20.958637043044	82	-22.113853362901	-22.125907989984	-15.119415919891	0.392726385160	1.000000000000
IT2a	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	4096	-10.676550428442	85	-8.586002600234	-8.648412005174	-0.970508701133	0.665120820112	1.000000000000
