control_id	mode	component	base_bits	wrapper_bits	gain_bits	gain_bits_per_event
LATIN_15C_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	INITIAL	36818.680828599703	36509.846302319573	308.834526280130	0.036557117221
LATIN_15C_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	INTERNAL	80662.962533207668	80372.437763537571	290.524769670097	0.034389769137
LATIN_15C_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	FINAL	27560.252015867427	27381.581980409952	178.670035457475	0.021149388667
LATIN_15C_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	EOS	22387.487590375149	21530.372078465101	857.115511910048	0.101457802073
LATIN_15C_GRAPHEMATIC	STANDARD_HELD_FOLIO	INITIAL	34447.674290027237	33917.593117236320	530.081172790917	0.062746350946
LATIN_15C_GRAPHEMATIC	STANDARD_HELD_FOLIO	INTERNAL	77972.942396088227	77683.112041069398	289.830355018828	0.034307570433
LATIN_15C_GRAPHEMATIC	STANDARD_HELD_FOLIO	FINAL	23455.212594812350	23377.569620579168	77.642974233182	0.009190692973
LATIN_15C_GRAPHEMATIC	STANDARD_HELD_FOLIO	EOS	13979.617608505887	13841.172681136773	138.444927369113	0.016387893865
LATIN_MEDICAL_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	INITIAL	37027.883979749196	36679.077915266644	348.806064482553	0.041288596648
LATIN_MEDICAL_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	INTERNAL	68066.241717407232	67727.299104548758	338.942612858475	0.040121047924
LATIN_MEDICAL_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	FINAL	25184.414381197297	24985.805410240591	198.608970956706	0.023509584630
LATIN_MEDICAL_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	EOS	22764.519572713674	21306.291156729254	1458.228415984420	0.172612265150
LATIN_MEDICAL_GRAPHEMATIC	STANDARD_HELD_FOLIO	INITIAL	33148.760754295363	32273.026024756669	875.734729538694	0.103661781432
LATIN_MEDICAL_GRAPHEMATIC	STANDARD_HELD_FOLIO	INTERNAL	66189.610952060655	65860.045890340349	329.565061720306	0.039011015829
LATIN_MEDICAL_GRAPHEMATIC	STANDARD_HELD_FOLIO	FINAL	21654.394655720207	21577.871757631347	76.522898088861	0.009058108202
LATIN_MEDICAL_GRAPHEMATIC	STANDARD_HELD_FOLIO	EOS	13679.889975720511	13494.761278581285	185.128697139226	0.021913908279
LATIN_SCHOLASTIC_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	INITIAL	38358.057627257309	37624.869397326125	733.188229931184	0.086788379490
LATIN_SCHOLASTIC_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	INTERNAL	41824.453600153138	41509.212493970226	315.241106182912	0.037315471849
LATIN_SCHOLASTIC_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	FINAL	24125.372747213434	23853.229083918908	272.143663294526	0.032213975295
LATIN_SCHOLASTIC_GRAPHEMATIC	NESTED_UNSEEN_HOST_BUCKET	EOS	22824.678639275153	21284.424396916758	1540.254242358395	0.182321761643
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD_HELD_FOLIO	INITIAL	32561.734886790393	31419.164932723688	1142.569954066705	0.135247390396
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD_HELD_FOLIO	INTERNAL	39397.222517098191	39087.412334365858	309.810182732333	0.036672606858
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD_HELD_FOLIO	FINAL	17445.543950826803	17293.349845086326	152.194105740477	0.018015400774
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD_HELD_FOLIO	EOS	10916.283605199176	10729.595074719742	186.688530479434	0.022098547642
VOYNICH_REFERENCE	NESTED_UNSEEN_HOST_BUCKET	INITIAL	25958.532740539387	23798.903260878436	2159.629479660951	0.255637959240
VOYNICH_REFERENCE	NESTED_UNSEEN_HOST_BUCKET	INTERNAL	23996.487675127624	23573.272536204426	423.215138923199	0.050096488982
VOYNICH_REFERENCE	NESTED_UNSEEN_HOST_BUCKET	FINAL	18925.385987659309	18887.571454528272	37.814533131037	0.004476152123
VOYNICH_REFERENCE	NESTED_UNSEEN_HOST_BUCKET	EOS	19068.447757991518	19026.144452347853	42.303305643665	0.005007493566
VOYNICH_REFERENCE	STANDARD_HELD_FOLIO	INITIAL	22084.640276875460	20625.478425719026	1459.161851156434	0.172722757002
VOYNICH_REFERENCE	STANDARD_HELD_FOLIO	INTERNAL	21485.672125137415	21160.333266087411	325.338859050004	0.038510755096
VOYNICH_REFERENCE	STANDARD_HELD_FOLIO	FINAL	14273.505389368536	14604.468723002394	-330.963333633857	-0.039176530970
VOYNICH_REFERENCE	STANDARD_HELD_FOLIO	EOS	7391.274271538609	7742.770024890281	-351.495753351672	-0.041606978380
