model	register_backoff	joint_backoff	groups	held_bits	bits_per_group	selector_configurations	selector_bits	selector_paid_bits
HOST_REGISTER_FACTOR	16	NA	15592	42407.5009603	2.71982433045	5	2.32192809489	42409.8228884
HOST_REGISTER_FACTOR	4	NA	15592	42524.6084271	2.72733507101	5	2.32192809489	42526.9303552
HOST_REGISTER_FACTOR	64	NA	15592	42645.6361206	2.73509723708	5	2.32192809489	42647.9580487
HOST_REGISTER_FACTOR	256	NA	15592	43104.6549122	2.76453661571	5	2.32192809489	43106.9768403
HOST_REGISTER_FACTOR	1	NA	15592	43317.4451281	2.77818401283	5	2.32192809489	43319.7670562
RIGHT_GIVEN_WRAPPER	16	64	15592	42375.3526532	2.71776248417	25	4.64385618977	42379.9965094
RIGHT_GIVEN_WRAPPER	16	16	15592	42390.3834232	2.71872648943	25	4.64385618977	42395.0272794
RIGHT_GIVEN_WRAPPER	16	256	15592	42390.6028821	2.71874056453	25	4.64385618977	42395.2467383
RIGHT_GIVEN_WRAPPER	4	256	15592	42514.8253982	2.72670763201	25	4.64385618977	42519.4692544
RIGHT_GIVEN_WRAPPER	4	64	15592	42516.9073496	2.7268411589	25	4.64385618977	42521.5512057
RIGHT_GIVEN_WRAPPER	16	4	15592	42518.6742404	2.72695447925	25	4.64385618977	42523.3180966
RIGHT_GIVEN_WRAPPER	64	16	15592	42542.5885583	2.72848823488	25	4.64385618977	42547.2324144
RIGHT_GIVEN_WRAPPER	64	64	15592	42575.1891955	2.73057909155	25	4.64385618977	42579.8330517
RIGHT_GIVEN_WRAPPER	4	16	15592	42576.9008258	2.73068886774	25	4.64385618977	42581.544682
RIGHT_GIVEN_WRAPPER	64	4	15592	42609.7948808	2.7327985429	25	4.64385618977	42614.438737
RIGHT_GIVEN_WRAPPER	64	256	15592	42615.4164964	2.73315908776	25	4.64385618977	42620.0603526
RIGHT_GIVEN_WRAPPER	4	4	15592	42785.188397	2.7440474857	25	4.64385618977	42789.8322532
RIGHT_GIVEN_WRAPPER	16	1	15592	42898.8470951	2.75133703791	25	4.64385618977	42903.4909513
RIGHT_GIVEN_WRAPPER	256	16	15592	42912.8908498	2.7522377405	25	4.64385618977	42917.534706
RIGHT_GIVEN_WRAPPER	64	1	15592	42940.0573737	2.75398007784	25	4.64385618977	42944.7012299
RIGHT_GIVEN_WRAPPER	256	4	15592	42946.2241958	2.75437558978	25	4.64385618977	42950.868052
RIGHT_GIVEN_WRAPPER	256	64	15592	42983.2144863	2.75674797886	25	4.64385618977	42987.8583425
RIGHT_GIVEN_WRAPPER	256	256	15592	43052.346838	2.76118181362	25	4.64385618977	43056.9906942
RIGHT_GIVEN_WRAPPER	4	1	15592	43249.0926746	2.77380019719	25	4.64385618977	43253.7365308
RIGHT_GIVEN_WRAPPER	256	1	15592	43254.9784964	2.77417768704	25	4.64385618977	43259.6223526
RIGHT_GIVEN_WRAPPER	1	256	15592	43311.2136219	2.77778435235	25	4.64385618977	43315.857478
RIGHT_GIVEN_WRAPPER	1	64	15592	43322.9863267	2.77853940012	25	4.64385618977	43327.6301829
RIGHT_GIVEN_WRAPPER	1	16	15592	43412.9931987	2.78431203173	25	4.64385618977	43417.6370549
RIGHT_GIVEN_WRAPPER	1	4	15592	43688.4455182	2.80197829131	25	4.64385618977	43693.0893744
RIGHT_GIVEN_WRAPPER	1	1	15592	44240.0221992	2.83735391221	25	4.64385618977	44244.6660554
WRAPPER_GIVEN_RIGHT	16	256	15592	42407.2986046	2.71981135227	25	4.64385618977	42411.9424608
WRAPPER_GIVEN_RIGHT	16	64	15592	42429.7804903	2.72125323822	25	4.64385618977	42434.4243465
WRAPPER_GIVEN_RIGHT	64	64	15592	42524.436041	2.72732401494	25	4.64385618977	42529.0798972
WRAPPER_GIVEN_RIGHT	64	16	15592	42528.968522	2.72761470767	25	4.64385618977	42533.6123782
WRAPPER_GIVEN_RIGHT	16	16	15592	42532.7994432	2.72786040554	25	4.64385618977	42537.4432994
WRAPPER_GIVEN_RIGHT	4	256	15592	42542.6405961	2.72849157235	25	4.64385618977	42547.2844523
WRAPPER_GIVEN_RIGHT	64	256	15592	42579.3756967	2.73084759471	25	4.64385618977	42584.0195529
WRAPPER_GIVEN_RIGHT	4	64	15592	42601.3946663	2.73225979132	25	4.64385618977	42606.0385225
WRAPPER_GIVEN_RIGHT	256	16	15592	42607.8905174	2.73267640568	25	4.64385618977	42612.5343736
WRAPPER_GIVEN_RIGHT	256	64	15592	42693.260465	2.73815164604	25	4.64385618977	42697.9043212
WRAPPER_GIVEN_RIGHT	64	4	15592	42775.3878602	2.74341892382	25	4.64385618977	42780.0317164
WRAPPER_GIVEN_RIGHT	4	16	15592	42784.3574465	2.74399419231	25	4.64385618977	42789.0013027
WRAPPER_GIVEN_RIGHT	256	4	15592	42805.0807812	2.74532329279	25	4.64385618977	42809.7246374
WRAPPER_GIVEN_RIGHT	16	4	15592	42868.3635058	2.74938195907	25	4.64385618977	42873.007362
WRAPPER_GIVEN_RIGHT	256	256	15592	42870.3199754	2.74950743814	25	4.64385618977	42874.9638316
WRAPPER_GIVEN_RIGHT	4	4	15592	43238.380626	2.77311317509	25	4.64385618977	43243.0244822
WRAPPER_GIVEN_RIGHT	1	256	15592	43340.758894	2.77967925179	25	4.64385618977	43345.4027502
WRAPPER_GIVEN_RIGHT	1	64	15592	43414.5028298	2.7844088526	25	4.64385618977	43419.146686
WRAPPER_GIVEN_RIGHT	64	1	15592	43559.5127859	2.79370913199	25	4.64385618977	43564.1566421
WRAPPER_GIVEN_RIGHT	256	1	15592	43566.3364781	2.79414677258	25	4.64385618977	43570.9803343
WRAPPER_GIVEN_RIGHT	1	16	15592	43643.6877952	2.79910773443	25	4.64385618977	43648.3316514
WRAPPER_GIVEN_RIGHT	16	1	15592	43708.1281775	2.80324064761	25	4.64385618977	43712.7720337
WRAPPER_GIVEN_RIGHT	4	1	15592	44181.1051619	2.83357524127	25	4.64385618977	44185.7490181
WRAPPER_GIVEN_RIGHT	1	4	15592	44194.239801	2.83441763731	25	4.64385618977	44198.8836571
WRAPPER_GIVEN_RIGHT	1	1	15592	45251.3693669	2.90221712204	25	4.64385618977	45256.0132231
