formula_id	level	level_rank	group_length	occurrences	physical_folios	page_host_sequence_display	observed_context_agreement	null_mean	context_z	local_inclusive_p	max44_inclusive_p	semantic_state
GDT328_67B9726022283C53	EXACT_JOINT_SEQUENCE	4	2	5	4	okeey|oke	0.600000000000	0.434721679688	2.226070274670	0.046381057000	0.503112413036	UNASSIGNED
GDT328_EF0161B7F47214EC	PAGE_HOST_SEQUENCE	6	2	5	4	okeey|oke	0.600000000000	0.434721679688	2.226070274670	0.046381057000	0.503112413036	UNASSIGNED
GDT328_EACAF62241ECA854	PAGE_HOST_SEQUENCE	15	2	2	2	ok|a	1.000000000000	0.479370117188	1.944282991876	0.060905651166	0.663371170511	UNASSIGNED
GDT328_846FF85B66D2C188	PAGE_HOST_SEQUENCE	7	2	3	3	ar|e	0.600000000000	0.352294921875	1.812728611787	0.121567191505	0.870133040400	UNASSIGNED
GDT328_921AC972DE6C1BC0	PAGE_HOST_SEQUENCE	10	2	3	2	ot|ee	0.733333333333	0.471533203125	1.701148944868	0.119492249481	0.914683266203	UNASSIGNED
GDT328_5B5DBCA7D477196F	PAGE_HOST_SEQUENCE	24	2	2	2	y|o	0.800000000000	0.450048828125	1.520469047301	0.171609910900	0.934822409374	UNASSIGNED
GDT328_5F50A8D3FDECEE13	EXACT_JOINT_SEQUENCE	15	2	2	2	al|lche	0.800000000000	0.490820312500	1.444632329958	0.159770535823	0.971683144147	UNASSIGNED
GDT328_B3CFCF70540B68C4	PAGE_HOST_SEQUENCE	29	2	2	2	al|lche	0.800000000000	0.490820312500	1.444632329958	0.159770535823	0.971683144147	UNASSIGNED
GDT328_E98CE538DFD02FC2	EXACT_JOINT_SEQUENCE	12	2	2	2	y|oke	0.800000000000	0.521655273437	1.434012780941	0.151592823142	0.975100695716	UNASSIGNED
GDT328_3950F16A2510D4E0	PAGE_HOST_SEQUENCE	26	2	2	2	y|oke	0.800000000000	0.521655273437	1.434012780941	0.151592823142	0.975100695716	UNASSIGNED
GDT328_14D31C3764D3B1EA	EXACT_JOINT_SEQUENCE	9	2	2	2	oky|aiin	0.400000000000	0.141943359375	1.394858319402	0.324911509825	0.990479677774	UNASSIGNED
GDT328_D7E17BA3F9B0EF67	PAGE_HOST_SEQUENCE	19	2	2	2	oky|aiin	0.400000000000	0.141943359375	1.394858319402	0.324911509825	0.990479677774	UNASSIGNED
GDT328_CB4832BD5CD49C1D	PAGE_HOST_SEQUENCE	16	2	2	2	ok|l	0.800000000000	0.490014648438	1.128839395021	0.285609666789	0.997558891737	UNASSIGNED
GDT328_8E0A8873430F641D	PAGE_HOST_SEQUENCE	2	2	12	8	l|e	0.430303030303	0.371888686671	1.068856588240	0.153179543513	0.998169168803	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	2	2	12	8	l|e	0.430303030303	0.371888686671	1.068856588240	0.153179543513	0.998169168803	UNASSIGNED
GDT328_5821A8E02A7F0A1A	PAGE_HOST_SEQUENCE	14	2	2	2	ok|ar	0.800000000000	0.600366210937	0.995561167713	0.367875015257	0.999633833761	UNASSIGNED
GDT328_E554D33B29EC5F17	PAGE_HOST_SEQUENCE	20	2	2	2	ot|ar	0.600000000000	0.406372070312	0.916423279173	0.381423166117	0.999877944587	UNASSIGNED
GDT328_49777D58403A4BD7	EXACT_JOINT_SEQUENCE	10	2	2	2	ar|e	0.400000000000	0.221459960938	0.869314294379	0.391431709996	1.000000000000	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	3	2	6	6	ok|ee	0.520000000000	0.468813476562	0.842533151593	0.187233003784	1.000000000000	UNASSIGNED
GDT328_47974C6C7099CDCF	PAGE_HOST_SEQUENCE	9	2	3	3	ot|e	0.333333333333	0.264705403646	0.638228129344	0.287440497986	1.000000000000	UNASSIGNED
GDT328_D9ED2266712C0B11	PAGE_HOST_SEQUENCE	22	2	2	2	ot|y	0.600000000000	0.459838867188	0.616616827135	0.400829976809	1.000000000000	UNASSIGNED
GDT328_FFC4166C49346B2F	PAGE_HOST_SEQUENCE	28	2	2	2	olk|al	0.600000000000	0.460156250000	0.612013204698	0.405834248749	1.000000000000	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	4	2	8	5	ok|e	0.385714285714	0.357285853795	0.447790150356	0.287196387160	1.000000000000	UNASSIGNED
GDT328_023B4B5C27A56855	EXACT_JOINT_SEQUENCE	1	3	2	2	ok|y|okee	0.600000000000	0.506909179688	0.333362186748	0.449408031246	1.000000000000	UNASSIGNED
GDT328_1DD61346479D050B	EXACT_JOINT_SEQUENCE	13	2	2	2	ot|e	0.200000000000	0.156005859375	0.258290029470	0.545831807641	1.000000000000	UNASSIGNED
GDT328_9CBFB2F759E75414	PAGE_HOST_SEQUENCE	1	3	3	3	ok|y|okee	0.533333333333	0.500195312500	0.193892296921	0.290980104968	1.000000000000	UNASSIGNED
GDT328_025564C13BB9FA2A	PAGE_HOST_SEQUENCE	27	2	2	2	y|okee	0.200000000000	0.194873046875	0.027327402667	0.611253509093	1.000000000000	UNASSIGNED
GDT328_6DA5DEF8EDCBC932	EXACT_JOINT_SEQUENCE	5	2	4	4	ok|e	0.333333333333	0.331396484375	0.016994743021	0.468448675699	1.000000000000	UNASSIGNED
GDT328_D4076B9150B92878	PAGE_HOST_SEQUENCE	5	2	5	5	l|ee	0.340000000000	0.342050781250	-0.021035281776	0.468936897351	1.000000000000	UNASSIGNED
GDT328_1439023194DBA5B2	EXACT_JOINT_SEQUENCE	3	2	5	5	l|ee	0.340000000000	0.342050781250	-0.021035281776	0.468936897351	1.000000000000	UNASSIGNED
GDT328_C74F6F3BC72E92D0	PAGE_HOST_SEQUENCE	18	2	2	2	ed|oke	0.400000000000	0.422973632812	-0.089378109438	0.532405712193	1.000000000000	UNASSIGNED
GDT328_8DBF838D141A9AFD	PAGE_HOST_SEQUENCE	12	2	2	2	or|e	0.600000000000	0.620605468750	-0.100582725457	0.621872330038	1.000000000000	UNASSIGNED
GDT328_6652EE71827FB566	EXACT_JOINT_SEQUENCE	7	2	2	2	or|e	0.600000000000	0.620605468750	-0.100582725457	0.621872330038	1.000000000000	UNASSIGNED
GDT328_4D37020148B010FD	EXACT_JOINT_SEQUENCE	14	2	2	2	ok|ee	0.400000000000	0.427099609375	-0.137826048814	0.680947150006	1.000000000000	UNASSIGNED
GDT328_B6589FE9923EA988	PAGE_HOST_SEQUENCE	17	2	2	2	y|lshe	0.600000000000	0.637988281250	-0.192297936949	0.688270474796	1.000000000000	UNASSIGNED
GDT328_C27266A1D10A1326	PAGE_HOST_SEQUENCE	25	2	2	2	y|e	0.600000000000	0.644628906250	-0.222007972188	0.717563773953	1.000000000000	UNASSIGNED
