representation	order	total_bits	bits_per_symbol	gap_vs_character_null_bits	key_bits	structural_bits	boundary_bits	surface_residual_bits	unaligned_character_bits	fixed_bits	decoder_hash	cpu_exact
FAMILY_PLUS_MEMBER	0	823869.3879373492	4.239668738484949	230486.09428053128	14.0	423668.7663532023	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	fbea0eb24ceb5c654d9caaa2d60a08aae8a64cd36be9bacc69d66b3366319e5c	True
FAMILY_PLUS_MEMBER	1	755025.1454704215	3.885393185969934	161641.85181360366	16.0	354822.5238862747	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	0e0c2d4250389d667c36744ea98859f3cc54fc7aae00531f73d7184087b4999a	True
FAMILY_PLUS_MEMBER	2	736179.2646525056	3.7884114399276756	142795.97099568776	16.0	335976.64306835877	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	5aa780d5f35e8166ef25aff738d46d4caf392d248c42eff3d4a6361788750703	True
FAMILY_PLUS_MEMBER	3	742562.0359977585	3.8212574668993975	149178.74234094063	18.0	342357.4144136117	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	762145ffe497c7f42f720c22b3b48f749c0ecff463d8dda47ddb83d675814b32	True
FAMILY_PLUS_MEMBER	4	764654.0061995107	3.934943734173394	171270.71254269278	18.0	364449.3846153638	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	db2e2f15208ef61a54f9f25fc72b91486b754076cf59e910d0a3ba060c25571d	True
FAMILY_PLUS_MEMBER	5	799287.3810166456	4.113168630826072	205904.0873598277	18.0	399082.7594324988	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	957090950f178cdd53be7ff6da997455d3a94c4965033d1ede669323bb5e2e13	True
EXACT_MEMBER	0	823875.5995782317	4.239700703866901	230492.30592141382	16.0	423672.9779940849	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	168f656bf70ed76d4e8430dbdea4f39552229d13b775b4c2a0aaa4a919dd8089	True
EXACT_MEMBER	1	688364.8328557151	3.5423562342053225	94981.5391988972	18.0	288160.2112715683	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	fda2f6c8e3f42a8fba4c401f2de6e0e4095783fac37797c71c7f45e5d655c82b	True
EXACT_MEMBER	2	687294.4743418329	3.536848121394336	93911.18068501505	18.0	287089.8527576861	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	269908bf01fa4f9054682abc849f6e87222c63392f74c1a52e677e4c8ad6242d	True
EXACT_MEMBER	3	722405.7298194405	3.717532213310968	129022.43616262265	20.0	322199.1082352937	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	5116ba816adb976cfc7759089bb43e0ee172838b6b2b38307d48d5e453ce65b4	True
EXACT_MEMBER	4	780360.2103638878	4.015768563655996	186976.91670706996	20.0	380153.588779741	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	8c9cdac6b1ad7ef7ca4896d968616efb47a197937059a21063df09c39c298be0	True
EXACT_MEMBER	5	839972.8808350962	4.322538033568145	246589.58717827837	20.0	439766.25925094954	94869.89844028068	500.59211263751985	155021.51812666887	149794.61290455973	48c4a06facda9868ce94904ee734ef7c9fb6747ba769639b471e6c90dae0c5d0	True
