scope	page	physical_folio	record_id	field_ordinal	record_field_count	relative_position	field_group_count	locus	line_field_end	predicted_role_like	supported_abstract_role_like	p_opener	p_operation	p_ingredient	p_tool	p_closer	claim_state
HERBAL_A	f2r	f2	HERBAL_A|f2r|R01	1	5	0.2	6	f2r.1	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.261729051	0.736128817	0.002047788	0.000085883	0.000008461	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R01	2	5	0.4	6	f2r.3	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.033109863	0.963639850	0.003014003	0.000170492	0.000065792	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R01	3	5	0.6	1	f2r.3	LINE_END	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000761096	0.045114433	0.869843992	0.084117705	0.000162774	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R01	4	5	0.8	7	f2r.5	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000413219	0.977756581	0.001492976	0.000112020	0.020225203	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R01	5	5	1.0	5	f2r.7	LINE_END	CLOSER	RECORD_CLOSER_LIKE	0.000032624	0.368602558	0.004434228	0.000365660	0.626564931	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R02	1	4	0.25	9	f2r.8	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.139126711	0.860651969	0.000203547	0.000007604	0.000010169	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R02	2	4	0.5	9	f2r.11	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.009229893	0.990330833	0.000269790	0.000014021	0.000155463	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R02	3	4	0.75	11	f2r.12	LINE_END	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000539434	0.993777431	0.000087443	0.000005206	0.005590487	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2r	f2	HERBAL_A|f2r|R02	4	4	1.0	5	f2r.13	LINE_END	CLOSER	RECORD_CLOSER_LIKE	0.000039638	0.355403402	0.004103898	0.000304643	0.640148419	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
HERBAL_A	f2v	f2	HERBAL_A|f2v|R01	1	5	0.2	5	f2v.3	DY	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.297293555	0.696853054	0.005599274	0.000244580	0.000009537	EXTERNAL_POSITION_LENGTH_ROLE_LIKENESS_ONLY
