panel	representation	worlds	seed	observed_gain_bits	local_inclusive_p	max_four_inclusive_p	max_feature_model_inclusive_p	preserves
ALL_12	PAGE_HOST_IDENTITY	10000	137001	-3.61588351611	0.881911808819	0.759524047595	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
ALL_12	PAGE_HOST_CHAR3	10000	137001	6.98564413506	0.433356664334	0.759524047595	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
ALL_12	RAW_CHAR3	10000	137001	4.5012282715	0.457854214579	0.759524047595	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
ALL_12	COMPILER_SIGNATURE	10000	137001	0.111315058308	0.69903009699	0.759524047595	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
PRIMARY_CAPACITY_8	PAGE_HOST_IDENTITY	10000	137001	0.0494118577352	0.826717328267	0.724227577242	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
PRIMARY_CAPACITY_8	PAGE_HOST_CHAR3	10000	137001	8.73699756226	0.413858614139	0.724227577242	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
PRIMARY_CAPACITY_8	RAW_CHAR3	10000	137001	5.406282283	0.488351164884	0.724227577242	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
PRIMARY_CAPACITY_8	COMPILER_SIGNATURE	10000	137001	1.97757351188	0.667933206679	0.724227577242	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
CROSS_CURRIER_6	PAGE_HOST_IDENTITY	10000	137001	-5.68082728996	0.924507549245	0.771922807719	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
CROSS_CURRIER_6	PAGE_HOST_CHAR3	10000	137001	6.0871423102	0.47395260474	0.771922807719	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
CROSS_CURRIER_6	RAW_CHAR3	10000	137001	6.58710181421	0.410758924108	0.771922807719	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
CROSS_CURRIER_6	COMPILER_SIGNATURE	10000	137001	-1.39578707982	0.737526247375	0.771922807719	0.414158584142	CURRIER;HAND;ILLUSTRATION_PROFILE;COMPLETE_12_FEATURE_VECTOR;FORMAL_PREDICTIONS
