representation	language	seed	total_bits	bits_per_symbol	gap_vs_matched_sta_null_bits	gap_vs_character_null_bits	key_bits	language_reverse_bits	member_residual_bits	constant_reconstruction_bits	decoder_hash	cpu_exact
FAMILY_PLUS_MEMBER	latin	12101	1044306.7020183305	5.374049021316618	308127.4373658248	450923.4083615126	109.43760004615399	531295.1056575597	112715.53717657774	400186.62158414687	407af7c2b492c6e3c95c54784c119f8e595d5fbf6573cfceecbd63ca72c52b39	True
FAMILY_PLUS_MEMBER	middle_high_german	12101	944549.7586686991	4.860695326715686	208370.49401619344	351166.4650118812	109.43760004615399	431538.1623079283	112715.53717657774	400186.62158414687	fa9f05c7cbccb6c8db0047affb2b379560c9bbf248900589130da6a5006c000b	True
FAMILY_PLUS_MEMBER	middle_french	12101	1040835.9539764533	5.356188396577125	304656.68932394765	447452.6603196354	109.43760004615399	527824.3576156825	112715.53717657774	400186.62158414687	27371f207962df5f3e788fa9b394171ccae700ea4876485af62063d8485976d6	True
FAMILY_PLUS_MEMBER	old_italian_tuscan	12101	983073.7072612832	5.058941290120022	246894.44260877755	389690.4136044653	109.43760004615399	470062.1109005124	112715.53717657774	400186.62158414687	7cf6df731f83e40a3055756b216846b8f8872050c19f9915b98509394fc93841	True
FAMILY_PLUS_MEMBER	medieval_czech	12101	997997.5096943426	5.135739845280781	261818.24504183698	404614.21603752475	109.43760004615399	484985.91333357187	112715.53717657774	400186.62158414687	b498c9a309e580ba01403dcfaa6854f765804e6c473c61b18882db2c7aca9026	True
FAMILY_PLUS_MEMBER	old_hungarian	12101	904843.6822756091	4.656366080749723	168664.41762310348	311460.38861879124	109.43760004615399	391832.0859148384	112715.53717657774	400186.62158414687	6add36f5eb3305745a1834db6d01706351df5d7b1c17b5b5090844264f3e980d	True
EXACT_MEMBER	latin	12101	943448.3442793351	4.85502739897972	256153.8699375022	350065.05062251724	218.80001259591376	543042.9226825924	0.0	400186.6215841468	f944427d81702d7320fa5bdf4c4af1c090ec38b652be28322d8f5a5758dd1b5d	True
EXACT_MEMBER	middle_high_german	12101	888144.883384811	4.57043331438634	200850.40904297808	294761.5897279931	218.80001259591376	487739.46178806835	0.0	400186.6215841468	5d0c414db49f2eb2e1264f3ec41a7d7c53a36a6566ab39ba3e74312b8f044e3f	True
EXACT_MEMBER	middle_french	12101	942141.2859864908	4.848301218513877	254846.81164465786	348757.9923296729	218.80001259591376	541735.864389748	0.0	400186.6215841468	b39c3b65f9e232cd39eae255f82b058aaa2d958a3ae466c9e16654c389504b45	True
EXACT_MEMBER	old_italian_tuscan	12101	933226.3339265173	4.8024244762691035	245931.85958468437	339843.0402696994	218.80001259591376	532820.9123297745	0.0	400186.6215841468	fbacc3f8555a571cf70990ba8700a5d009cf9de0cd27c5f8545d86d5b5fbd051	True
EXACT_MEMBER	medieval_czech	12101	898133.3132552304	4.621834221481806	210838.8389133975	304750.01959841256	218.80001259591376	497727.8916584877	0.0	400186.6215841468	418061bebddde7e339862d1c2b792f82f341c072cb5d8c2b126aba15f88e3f2c	True
EXACT_MEMBER	old_hungarian	12101	867198.8248367265	4.462643959761669	179904.35049489362	273815.53117990866	218.80001259591376	466793.40323998383	0.0	400186.6215841468	be8eb307eea253f66eeda12e08bdb695ddd14febcb183f0be642c6f6b910c781	True
EXACT_MEMBER	old_hungarian	12102	873480.3085606515	4.494968756101415	186185.83421881858	280097.0149038336	218.80001259591376	473074.88696390874	0.0	400186.6215841468	9f99f6173a0c5400e3b485abfc26b9f0074d9a833da6d7572e06129f9186e31e	True
EXACT_MEMBER	old_hungarian	12103	900176.4524522426	4.63234830722012	212881.9781104097	306793.15879542474	218.80001259591376	499771.0308554999	0.0	400186.6215841468	538a048f0e150e7363bf33a37c8b7dc837efc93b0cdf71fc83c87fe9dc4080dc	True
