blind_id	review_state	confidence	neutral_note
YC0303B3B9B144A1	ORDINARY_VISIBLE_GAP	MEDIUM	The marker lies in a clear moderate interval between a partial left form and a tall right stroke on the lower visible line.
YC0A56DEFF9E1C9F	ORDINARY_VISIBLE_GAP	HIGH	The marker stands in a clear moderate-width parchment interval between two groups of dark strokes.
YC0AAD048321B50D	NARROW_VISIBLE_GAP	HIGH	A slim strip of parchment remains visible between the marker and the closely opposed dark strokes.
YC0C8949EEC14DD5	NARROW_VISIBLE_GAP	MEDIUM	The marker occupies a small but visible interval between the adjacent stroke groups on the upper line.
YC0E763F728D36EE	ORDINARY_VISIBLE_GAP	HIGH	A clear moderate-width parchment interval separates the dark forms on either side of the marker.
YC0EFD9AEA7872CB	INK_TOUCH_OR_CROSSING	HIGH	A dark horizontal manuscript stroke reaches and continues across the marker on the upper line.
YC1125B698DDCEB6	INK_TOUCH_OR_CROSSING	MEDIUM	The red overlay falls on the right edge of a small curved manuscript form beside the taller strokes.
YC19FBE85A853C31	NARROW_VISIBLE_GAP	MEDIUM	The marker sits in a slim visible interval immediately before the tall dark stroke group.
YC1E03E9A0839493	NARROW_VISIBLE_GAP	MEDIUM	Only a narrow parchment interval is visible around the marker between adjacent dark forms.
YC1F55E9B2E1B586	NARROW_VISIBLE_GAP	HIGH	The marker lies in a very small clear interval between two dense dark forms on the central line.
YC2071CF26D5106E	NARROW_VISIBLE_GAP	HIGH	A slim but continuous parchment interval separates the ink groups at the marker.
YC2318C91ED31820	NARROW_VISIBLE_GAP	MEDIUM	The marker lies within a modestly slim clear interval between the left form and the isolated right form.
YC24D2FB6ED6AE71	NARROW_VISIBLE_GAP	HIGH	A very small visible parchment strip separates the marker from the dark strokes immediately to its right.
YC279897EE1A4B95	INK_TOUCH_OR_CROSSING	HIGH	A descending curved manuscript stroke meets the marker near the lower part of the main line.
YC366292E80927E1	INK_TOUCH_OR_CROSSING	HIGH	The marker runs directly through a dark rounded manuscript form on the visible line.
YC37BBB80B7CE64F	NARROW_VISIBLE_GAP	MEDIUM	The marker occupies a slim clear interval between the compact left strokes and the following dark form.
YC391A14E309E3E4	NARROW_VISIBLE_GAP	MEDIUM	A narrow but visible parchment interval separates the adjacent stroke groups at the marker.
YC3BEBB7BC114287	NARROW_VISIBLE_GAP	MEDIUM	The marker lies in a small clear interval between the left cluster and the following dark strokes.
YC4014A53BCED0E6	ORDINARY_VISIBLE_GAP	MEDIUM	A clear moderate-width interval is visible between the left ending stroke and the tall form to the right.
YC40DB8130732B66	WIDE_VISIBLE_GAP	HIGH	The marker stands within a broad blank parchment interval between well-separated ink groups.
YC5B634FC9C18E15	INK_TOUCH_OR_CROSSING	HIGH	The marker passes directly through the long vertical stroke of a dark manuscript form.
YC5D43041C5F331F	WIDE_VISIBLE_GAP	HIGH	A broad uninterrupted parchment interval separates the ink groups on either side of the marker.
YC61A107215B6ACA	NARROW_VISIBLE_GAP	MEDIUM	The marker lies in a small visible interval between the ending left strokes and the taller right group.
YC6766480DB2D8B3	INK_TOUCH_OR_CROSSING	HIGH	The marker meets the left edge of a tall dark manuscript stroke on the principal visible line.
YC6C2B99426684F6	INK_TOUCH_OR_CROSSING	HIGH	A dark descending curve reaches the marker and is partly covered by the red overlay.
