world_index	COORDINATE	HOST_SIBLING	HOST_COORD_ADDITIVE	max_three_cell_equivalent_gain_bits
0	-26.250560792277	-59.530620341487	-68.563406002550	-26.250560792277
1	-27.589713575423	-49.992390446298	-60.364328890507	-27.589713575423
2	-15.982446010443	-62.602075279783	-61.366746159012	-15.982446010443
3	-34.423427707144	-38.823650513177	-56.029303089106	-34.423427707144
4	-16.441383967339	-61.386181215201	-60.609790051326	-16.441383967339
5	-21.948411931517	-35.118662618058	-39.849299418361	-21.948411931517
6	-26.293344176240	-43.543125506161	-52.618694551186	-26.293344176240
7	-16.598442311876	-37.130903576027	-36.511570756689	-16.598442311876
8	-30.492969921387	-58.035974227794	-71.311169017967	-30.492969921387
9	-24.225792553014	-60.743988035682	-67.752005457482	-24.225792553014
10	-31.928864763102	-44.397215051307	-59.108304683194	-31.928864763102
11	-22.013538707538	-53.238738977490	-58.034502553814	-22.013538707538
12	-33.490365965120	-54.446730104018	-70.719320937924	-33.490365965120
13	-37.288276132295	-44.268943699037	-64.339444700117	-37.288276132295
14	-33.478881464322	-42.460419998134	-58.721526331241	-33.478881464322
15	-18.128669856942	-47.765248066504	-48.676142792232	-18.128669856942
16	-28.742412047879	-56.689169670466	-68.213806587131	-28.742412047879
17	-22.558409904235	-40.746191414578	-46.086826187599	-22.558409904235
18	-21.926489417379	-50.551394218944	-55.260108505109	-21.926489417379
19	-25.501074200629	-54.786558761739	-63.069857831153	-25.501074200629
20	-25.317609685463	-43.629414993089	-51.729249547338	-25.317609685463
21	-28.207545528162	-39.947903589048	-50.937673985995	-28.207545528162
22	-30.428079353274	-40.151458732356	-53.361762954416	-30.428079353274
23	-21.624703007505	-51.285380950370	-55.692308826661	-21.624703007505
24	-17.018677404918	-65.609324822199	-65.410227095903	-17.018677404918
25	-12.866142788511	-67.762877375130	-63.411245032427	-12.866142788511
26	-16.901151390356	-63.548088353671	-63.231464612813	-16.901151390356
27	-23.603997642401	-55.592216996426	-61.978439507613	-23.603997642401
28	-12.867950565692	-54.753278372745	-50.403453807223	-12.867950565692
29	-21.888029892925	-58.889316836424	-63.559571598135	-21.888029892925
30	-16.455395608525	-42.831401701511	-42.069022178823	-16.455395608525
31	-34.682429313798	-48.210717711769	-65.675371894352	-34.682429313798
32	-26.590564200395	-46.407263899060	-55.780052968240	-26.590564200395
33	-17.833913247919	-52.242486156906	-52.858624273610	-17.833913247919
34	-24.861881267484	-37.569030661015	-45.213136797284	-24.861881267484
35	-24.962418215508	-38.544537747502	-46.289180831796	-24.962418215508
36	-15.627039209807	-55.821147786625	-54.230411865218	-15.627039209807
37	-16.907201881199	-66.347258952406	-66.036685702391	-16.907201881199
38	-26.854246649800	-53.960793139354	-63.597264657940	-26.854246649800
39	-10.671827876391	-59.460889430978	-52.914942176154	-10.671827876391
40	-32.867541215848	-63.327237552472	-78.977003637105	-32.867541215848
41	-29.697019301022	-42.520054132059	-54.999298301867	-29.697019301022
42	-19.176283975285	-63.920536467331	-65.879045311401	-19.176283975285
43	-25.871135527881	-56.193244971829	-64.846605368496	-25.871135527881
44	-22.499936675761	-50.260557336231	-55.542718880778	-22.499936675761
45	-30.274891509100	-57.382336169328	-70.439452547214	-30.274891509100
46	-21.607959535854	-37.205164257058	-41.595348661697	-21.607959535854
47	-25.788331415395	-55.766616492443	-64.337172776623	-25.788331415395
48	-29.367618009637	-46.877839247250	-59.027682125673	-29.367618009637
49	-15.067874259376	-55.823026790713	-53.673125918874	-15.067874259376
