section	model	events	gain_bits	gain_bits_per_event
B	GLOBAL_TWO_RULE	1387	93.754070419977	0.067594859712
B	CURRIER_TWO_RULE	1387	97.014072091836	0.069945257456
B	REGISTER_TWO_RULE	1387	100.639611399633	0.072559200721
C	GLOBAL_TWO_RULE	77	2.555566768534	0.033189178812
C	CURRIER_TWO_RULE	77	2.417873920756	0.031400960010
C	REGISTER_TWO_RULE	77	2.769196161086	0.035963586508
H	GLOBAL_TWO_RULE	2111	-8.639384007817	-0.004092555191
H	CURRIER_TWO_RULE	2111	-7.231991312827	-0.003425860404
H	REGISTER_TWO_RULE	2111	1.561499103870	0.000739696402
P	GLOBAL_TWO_RULE	156	2.813786693911	0.018037094192
P	CURRIER_TWO_RULE	156	0.405453091420	0.002599058278
P	REGISTER_TWO_RULE	156	0.515506601368	0.003304529496
S	GLOBAL_TWO_RULE	1622	42.305436487184	0.026082266638
S	CURRIER_TWO_RULE	1622	42.121580480091	0.025968915216
S	REGISTER_TWO_RULE	1622	35.378069243986	0.021811386710
T	GLOBAL_TWO_RULE	254	1.707253131146	0.006721469020
T	CURRIER_TWO_RULE	254	1.672824071144	0.006585921540
T	REGISTER_TWO_RULE	254	0.795023194166	0.003130012575
