record_id	page	physical_folio	locus	line_ordinal_in_record	field_count	group_count	raw_template	raw_global_frequency	raw_cross_folio_support	raw_seen_other_folio	host_template	host_global_frequency	host_cross_folio_support	host_seen_other_folio	compiler_template	compiler_global_frequency	compiler_cross_folio_support	compiler_seen_other_folio	counts_template	counts_global_frequency	counts_cross_folio_support	counts_seen_other_folio	coarse_template	coarse_global_frequency	coarse_cross_folio_support	coarse_seen_other_folio
Q13|f75r|R01	f75r	f75	f75r.3	1	1	9	"[""qokain|chal|orchey|qey|kain|sheeky|ltain|olkar|or""]"	1	1	0	"[""ok|al|orchey|ey|k|eeky|lt|olk|or""]"	1	1	0	"[""q:NONE:0:ain:0:0|ch:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:ain:0:0|sh:NONE:0:NONE:0:0|NONE:NONE:0:ain:0:0|NONE:NONE:0:ar:0:0|NONE:NONE:0:NONE:0:0""]"	1	1	0	[9]	3	3	1	"[[""L3P"",""LINE_END""]]"	38	9	1
Q13|f75r|R02	f75r	f75	f75r.47	1	1	2	"[""sal|okeedy""]"	1	1	0	"[""al|okee""]"	1	1	0	"[""s:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0""]"	1	1	0	[2]	5	4	1	"[[""S12"",""DY""]]"	3	2	1
Q13|f75r|R01	f75r	f75	f75r.7	2	3	9	"[""pchedy"",""qokshdy"",""ytain|chedy|qokar|chy|lol|chedy|qoky""]"	1	1	0	"[""pche"",""oksh"",""yt|y|ok|y|lol|y|oky""]"	1	1	0	"[""NONE:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""NONE:NONE:0:ain:0:0|che:NONE:1:NONE:0:0|q:NONE:0:ar:0:0|ch:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|che:NONE:1:NONE:0:0|q:NONE:0:NONE:0:0""]"	1	1	0	[1,1,7]	1	1	0	"[[""S12"",""DY""],[""S12"",""DY""],[""L3P"",""LINE_END""]]"	9	6	1
Q13|f75r|R02	f75r	f75	f75r.48	2	1	2	"[""daly|ychey""]"	1	1	0	"[""aly|ychey""]"	1	1	0	"[""d:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0""]"	1	1	0	[2]	5	4	1	"[[""S12"",""LINE_END""]]"	6	3	1
Q13|f75r|R02	f75r	f75	f75r.50	3	1	1	"[""ychty""]"	1	1	0	"[""ychty""]"	1	1	0	"[""NONE:NONE:0:NONE:0:0""]"	1	1	0	[1]	4	1	0	"[[""S12"",""LINE_END""]]"	6	3	1
Q13|f75r|R02	f75r	f75	f75r.51	4	1	1	"[""saino""]"	1	1	0	"[""aino""]"	1	1	0	"[""s:NONE:0:NONE:0:0""]"	1	1	0	[1]	4	1	0	"[[""S12"",""LINE_END""]]"	6	3	1
Q13|f75r|R01	f75r	f75	f75r.9	3	4	9	"[""qokchdy"",""chcthy|lo|qokedy"",""qokan|checkhy|qokar|olchedy"",""sal""]"	1	1	0	"[""okch"",""cthy|lo|oke"",""okan|ckhy|ok|olche"",""al""]"	1	1	0	"[""q:NONE:0:NONE:1:0"",""ch:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|NONE:NONE:0:NONE:1:0"",""s:NONE:0:NONE:0:0""]"	1	1	0	[1,3,4,1]	1	1	0	"[[""S12"",""DY""],[""L3P"",""DY""],[""L3P"",""DY""],[""S12"",""LINE_END""]]"	3	3	1
Q13|f75r|R02	f75r	f75	f75r.52	5	1	1	"[""saldy""]"	1	1	0	"[""al""]"	1	1	0	"[""s:NONE:0:NONE:1:0""]"	1	1	0	[1]	4	1	0	"[[""S12"",""DY""]]"	3	2	1
Q13|f75r|R02	f75r	f75	f75r.53	6	1	1	"[""dainy""]"	1	1	0	"[""ainy""]"	1	1	0	"[""d:NONE:0:NONE:0:0""]"	1	1	0	[1]	4	1	0	"[[""S12"",""LINE_END""]]"	6	3	1
Q13|f75r|R01	f75r	f75	f75r.10	4	2	10	"[""dshor|qotar|chdy|shey|qokain|chckhy|dy|otey|tedy"",""lchedy""]"	1	1	0	"[""shor|ot|y|ey|ok|ckhy|y|otey|e"",""lche""]"	1	1	0	"[""d:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|ch:NONE:1:NONE:0:0|sh:NONE:0:NONE:0:0|q:NONE:0:ain:0:0|ch:NONE:0:NONE:0:0|d:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|t:NONE:0:NONE:1:0"",""NONE:NONE:0:NONE:1:0""]"	1	1	0	[9,1]	1	1	0	"[[""L3P"",""DY""],[""S12"",""DY""]]"	2	2	1
Q13|f75r|R01	f75r	f75	f75r.13	5	7	8	"[""pchedy"",""keedy"",""qokedy"",""qokedy"",""qokedy"",""qokedy"",""qokain|olshedy""]"	1	1	0	"[""pche"",""kee"",""oke"",""oke"",""oke"",""oke"",""ok|olshe""]"	1	1	0	"[""NONE:NONE:0:NONE:1:0"",""NONE:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:ain:0:0|NONE:NONE:0:NONE:1:0""]"	1	1	0	[1,1,1,1,1,1,2]	1	1	0	"[[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""]]"	2	2	1
Q13|f75r|R01	f75r	f75	f75r.17	6	2	9	"[""pchedar|shepchy|lshedary|dal|shal|shy|kol|shedy"",""qokam""]"	1	1	0	"[""pched|epchy|lshedary|al|al|y|kol|e"",""oka""]"	1	1	0	"[""NONE:NONE:0:ar:0:0|sh:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|d:NONE:0:NONE:0:0|sh:NONE:0:NONE:0:0|sh:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|sh:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:1""]"	1	1	0	[8,1]	2	2	1	"[[""L3P"",""DY""],[""S12"",""LINE_END""]]"	16	9	1
Q13|f75r|R01	f75r	f75	f75r.18	7	3	9	"[""sol|sheedy"",""qol|shedy"",""qol|otain|char|sar|oly""]"	1	1	0	"[""l|ee"",""l|e"",""l|ot|ar|ar|oly""]"	1	1	0	"[""s:O:0:NONE:0:0|sh:NONE:0:NONE:1:0"",""q:O:0:NONE:0:0|sh:NONE:0:NONE:1:0"",""q:O:0:NONE:0:0|NONE:NONE:0:ain:0:0|ch:NONE:0:NONE:0:0|s:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0""]"	1	1	0	[2,2,5]	2	2	1	"[[""S12"",""DY""],[""S12"",""DY""],[""L3P"",""LINE_END""]]"	9	6	1
Q13|f75r|R01	f75r	f75	f75r.24	8	1	7	"[""qokain|olkeey|qolkary|sain|checthy|lor|ol""]"	1	1	0	"[""ok|olkeey|olkary|ain|cthy|lor|l""]"	1	1	0	"[""q:NONE:0:ain:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|s:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|NONE:O:0:NONE:0:0""]"	1	1	0	[7]	5	5	1	"[[""L3P"",""LINE_END""]]"	38	9	1
Q13|f75r|R01	f75r	f75	f75r.31	9	4	9	"[""dshedy"",""qokey|chckhy|qokar|shedy"",""chey|qoked|qokedy"",""daldy""]"	1	1	0	"[""she"",""okey|ckhy|ok|e"",""y|oked|oke"",""al""]"	1	1	0	"[""d:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:0|ch:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|sh:NONE:0:NONE:1:0"",""che:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0"",""d:NONE:0:NONE:1:0""]"	1	1	0	[1,4,3,1]	1	1	0	"[[""S12"",""DY""],[""L3P"",""DY""],[""L3P"",""DY""],[""S12"",""DY""]]"	1	1	0
Q13|f75r|R01	f75r	f75	f75r.38	10	6	6	"[""qokeedy"",""qokeedy"",""qokedy"",""qokedy"",""qokeedy"",""ldy""]"	1	1	0	"[""okee"",""okee"",""oke"",""oke"",""okee"",""l""]"	1	1	0	"[""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""NONE:NONE:0:NONE:1:0""]"	1	1	0	[1,1,1,1,1,1]	1	1	0	"[[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""]]"	1	1	0
Q13|f75r|R01	f75r	f75	f75r.40	11	4	7	"[""dar|shedy"",""qokain|shedy"",""dal|keedy"",""rshedy""]"	1	1	0	"[""ar|e"",""ok|e"",""al|kee"",""rshe""]"	1	1	0	"[""d:NONE:0:NONE:0:0|sh:NONE:0:NONE:1:0"",""q:NONE:0:ain:0:0|sh:NONE:0:NONE:1:0"",""d:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0"",""NONE:NONE:0:NONE:1:0""]"	1	1	0	[2,2,2,1]	1	1	0	"[[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""]]"	1	1	0
Q13|f75r|R01	f75r	f75	f75r.43	12	3	7	"[""yshedy"",""chekar|oldy"",""qokain|chkar|otar|oldy""]"	1	1	0	"[""yshe"",""k|l"",""ok|k|ot|l""]"	1	1	0	"[""NONE:NONE:0:NONE:1:0"",""che:NONE:0:ar:0:0|NONE:O:0:NONE:1:0"",""q:NONE:0:ain:0:0|ch:NONE:0:ar:0:0|NONE:NONE:0:ar:0:0|NONE:O:0:NONE:1:0""]"	1	1	0	[1,2,4]	1	1	0	"[[""S12"",""DY""],[""S12"",""DY""],[""L3P"",""DY""]]"	2	2	1
Q13|f75v|R01	f75v	f75	f75v.14	1	3	10	"[""qol|sheckhy|qokedy"",""qokedy"",""qokaly|sor|chedy|qoky|olshty|qokydy""]"	1	1	0	"[""l|eckhy|oke"",""oke"",""okaly|or|y|oky|olshty|oky""]"	1	1	0	"[""q:O:0:NONE:0:0|sh:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:0|s:NONE:0:NONE:0:0|che:NONE:1:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0""]"	1	1	0	[3,1,6]	1	1	0	"[[""L3P"",""DY""],[""S12"",""DY""],[""L3P"",""DY""]]"	3	2	1
Q13|f75v|R02	f75v	f75	f75v.60	1	5	6	"[""kolkedy"",""qokedy"",""qoky|lpchdy"",""qotchdy"",""lol""]"	1	1	0	"[""kolke"",""oke"",""oky|lpch"",""ch"",""lol""]"	1	1	0	"[""NONE:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0"",""q:OT:0:NONE:1:0"",""NONE:NONE:0:NONE:0:0""]"	1	1	0	[1,1,2,1,1]	1	1	0	"[[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""S12"",""LINE_END""]]"	3	2	1
Q13|f75v|R01	f75v	f75	f75v.39	2	3	12	"[""qoqokeey|olkain|qol|sheedy"",""qokeor|sheedy"",""qokal|or|chey|qokar|ol|aiin""]"	1	1	0	"[""oqokeey|olk|l|ee"",""okeor|ee"",""ok|or|y|ok|l|aiin""]"	1	1	0	"[""q:NONE:0:NONE:0:0|NONE:NONE:0:ain:0:0|q:O:0:NONE:0:0|sh:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:0|sh:NONE:0:NONE:1:0"",""q:NONE:0:al:0:0|NONE:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|NONE:O:0:NONE:0:0|NONE:NONE:0:NONE:0:0""]"	1	1	0	[4,2,6]	1	1	0	"[[""L3P"",""DY""],[""S12"",""DY""],[""L3P"",""LINE_END""]]"	6	5	1
Q13|f75v|R02	f75v	f75	f75v.67	2	2	4	"[""ykeedy"",""qokain|otain|shety""]"	1	1	0	"[""ykee"",""ok|ot|ety""]"	1	1	0	"[""NONE:NONE:0:NONE:1:0"",""q:NONE:0:ain:0:0|NONE:NONE:0:ain:0:0|sh:NONE:0:NONE:0:0""]"	1	1	0	[1,3]	1	1	0	"[[""S12"",""DY""],[""L3P"",""LINE_END""]]"	16	6	1
Q13|f75v|R01	f75v	f75	f75v.45	3	3	12	"[""yshey|qokar|olchedy"",""qor|oiin|okeedy"",""qokeed|qokeey|qokeey|otey|qoky|dy""]"	1	1	0	"[""yshey|ok|olche"",""or|oiin|okee"",""okeed|okeey|okeey|otey|oky|y""]"	1	1	0	"[""NONE:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|NONE:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0"",""q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|d:NONE:0:NONE:0:0""]"	1	1	0	[3,3,6]	1	1	0	"[[""L3P"",""DY""],[""L3P"",""DY""],[""L3P"",""LINE_END""]]"	3	3	1
Q13|f75v|R02	f75v	f75	f75v.69	3	3	5	"[""okeshey|olkedy"",""olkedy"",""qol|chey""]"	1	1	0	"[""okeshey|olke"",""olke"",""l|y""]"	1	1	0	"[""NONE:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0"",""NONE:NONE:0:NONE:1:0"",""q:O:0:NONE:0:0|che:NONE:0:NONE:0:0""]"	1	1	0	[2,1,2]	2	2	1	"[[""S12"",""DY""],[""S12"",""DY""],[""S12"",""LINE_END""]]"	4	4	1
Q13|f75v|R01	f75v	f75	f75v.46	4	3	10	"[""ychey|qotain|sheckhy|qokedy"",""qokedy"",""lsheckhy|qokain|dal|tol|olchedy""]"	1	1	0	"[""ychey|ot|eckhy|oke"",""oke"",""lsheckhy|ok|al|l|olche""]"	1	1	0	"[""NONE:NONE:0:NONE:0:0|q:NONE:0:ain:0:0|sh:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0"",""q:NONE:0:NONE:1:0"",""NONE:NONE:0:NONE:0:0|q:NONE:0:ain:0:0|d:NONE:0:NONE:0:0|t:O:0:NONE:0:0|NONE:NONE:0:NONE:1:0""]"	1	1	0	[4,1,5]	1	1	0	"[[""L3P"",""DY""],[""S12"",""DY""],[""L3P"",""DY""]]"	3	2	1
Q13|f75v|R02	f75v	f75	f75v.70	4	2	4	"[""qokey|olchedy"",""otey|orol""]"	1	1	0	"[""okey|olche"",""otey|orol""]"	1	1	0	"[""q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0"",""NONE:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0""]"	1	1	0	[2,2]	3	3	1	"[[""S12"",""DY""],[""S12"",""LINE_END""]]"	2	2	1
Q13|f76r|R01	f76r	f76	f76r.3	1	4	13	"[""yshey|qokeey|qokey|qokeed|okedy"",""shky|qotedy"",""otedy"",""shol|qoty|ol|chedy|aiiny""]"	1	1	0	"[""yshey|okeey|okey|okeed|oke"",""ky|e"",""e"",""l|y|l|y|aiiny""]"	1	1	0	"[""NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0"",""sh:NONE:0:NONE:0:0|q:OT:0:NONE:1:0"",""NONE:OT:0:NONE:1:0"",""sh:O:0:NONE:0:0|q:OT:0:NONE:0:0|NONE:O:0:NONE:0:0|che:NONE:1:NONE:0:0|NONE:NONE:0:NONE:0:0""]"	1	1	0	[5,2,1,5]	1	1	0	"[[""L3P"",""DY""],[""S12"",""DY""],[""S12"",""DY""],[""L3P"",""LINE_END""]]"	1	1	0
