edition	model	held_unit	unit_type	effect	positive_effect
ZL3b	COMPILER12	f104r	PAGE	-0.012509256621	0
ZL3b	COMPILER12	f104v	PAGE	-0.032089346642	0
ZL3b	COMPILER12	f105r	PAGE	0.021605360502	1
ZL3b	COMPILER12	f105v	PAGE	-0.031082677681	0
ZL3b	COMPILER12	f106r	PAGE	-0.050418086829	0
ZL3b	COMPILER12	f107v	PAGE	0.023625082266	1
ZL3b	COMPILER12	f112v	PAGE	0.078526217016	1
ZL3b	COMPILER12	f113r	PAGE	0.063728467676	1
ZL3b	COMPILER12	f113v	PAGE	0.057114920339	1
ZL3b	COMPILER12	f114r	PAGE	-0.038354194178	0
ZL3b	COMPILER12	f114v	PAGE	0.013730333336	1
ZL3b	COMPILER12	f115r	PAGE	0.012281623902	1
ZL3b	COMPILER12	f115v	PAGE	0.021227233361	1
ZL3b	COMPILER12	f104	LEAVE_FOLIO_OUT	0.015634934519	1
ZL3b	COMPILER12	f105	LEAVE_FOLIO_OUT	0.012442090330	1
ZL3b	COMPILER12	f106	LEAVE_FOLIO_OUT	0.014816980273	1
ZL3b	COMPILER12	f107	LEAVE_FOLIO_OUT	0.008646716182	1
ZL3b	COMPILER12	f112	LEAVE_FOLIO_OUT	0.004071621619	1
ZL3b	COMPILER12	f113	LEAVE_FOLIO_OUT	0.000594753494	1
ZL3b	COMPILER12	f114	LEAVE_FOLIO_OUT	0.013819048844	1
ZL3b	COMPILER12	f115	LEAVE_FOLIO_OUT	0.008534256289	1
ZL3b	EDGE29	f104r	PAGE	-0.000504140379	0
ZL3b	EDGE29	f104v	PAGE	0.000348191516	1
ZL3b	EDGE29	f105r	PAGE	-0.001100929947	0
ZL3b	EDGE29	f105v	PAGE	0.000127311813	1
ZL3b	EDGE29	f106r	PAGE	-0.002930591243	0
ZL3b	EDGE29	f107v	PAGE	0.000659700571	1
ZL3b	EDGE29	f112v	PAGE	-0.002130284092	0
ZL3b	EDGE29	f113r	PAGE	0.004992074054	1
ZL3b	EDGE29	f113v	PAGE	0.000141096339	1
ZL3b	EDGE29	f114r	PAGE	0.000800334108	1
ZL3b	EDGE29	f114v	PAGE	0.000431986149	1
ZL3b	EDGE29	f115r	PAGE	0.003990405777	1
ZL3b	EDGE29	f115v	PAGE	0.000372143470	1
ZL3b	EDGE29	f104	LEAVE_FOLIO_OUT	0.000486658818	1
ZL3b	EDGE29	f105	LEAVE_FOLIO_OUT	0.000560992388	1
ZL3b	EDGE29	f106	LEAVE_FOLIO_OUT	0.000677324115	1
ZL3b	EDGE29	f107	LEAVE_FOLIO_OUT	0.000378133130	1
ZL3b	EDGE29	f112	LEAVE_FOLIO_OUT	0.000610631852	1
ZL3b	EDGE29	f113	LEAVE_FOLIO_OUT	0.000005829795	1
ZL3b	EDGE29	f114	LEAVE_FOLIO_OUT	0.000360452534	1
ZL3b	EDGE29	f115	LEAVE_FOLIO_OUT	0.000075886263	1
ZL3b	RAW_CHAR3_HASH32	f104r	PAGE	0.015942335855	1
ZL3b	RAW_CHAR3_HASH32	f104v	PAGE	0.000722107198	1
ZL3b	RAW_CHAR3_HASH32	f105r	PAGE	-0.011121715181	0
ZL3b	RAW_CHAR3_HASH32	f105v	PAGE	0.016179550751	1
ZL3b	RAW_CHAR3_HASH32	f106r	PAGE	-0.042711509318	0
ZL3b	RAW_CHAR3_HASH32	f107v	PAGE	0.053566900179	1
ZL3b	RAW_CHAR3_HASH32	f112v	PAGE	0.011530809938	1
ZL3b	RAW_CHAR3_HASH32	f113r	PAGE	0.050687131838	1
ZL3b	RAW_CHAR3_HASH32	f113v	PAGE	0.007643554879	1
ZL3b	RAW_CHAR3_HASH32	f114r	PAGE	-0.015687303742	0
ZL3b	RAW_CHAR3_HASH32	f114v	PAGE	-0.023671400547	0
ZL3b	RAW_CHAR3_HASH32	f115r	PAGE	0.003998565554	1
ZL3b	RAW_CHAR3_HASH32	f115v	PAGE	-0.039721532368	0
ZL3b	RAW_CHAR3_HASH32	f104	LEAVE_FOLIO_OUT	0.000972095635	1
ZL3b	RAW_CHAR3_HASH32	f105	LEAVE_FOLIO_OUT	0.002027241770	1
ZL3b	RAW_CHAR3_HASH32	f106	LEAVE_FOLIO_OUT	0.005839083696	1
ZL3b	RAW_CHAR3_HASH32	f107	LEAVE_FOLIO_OUT	-0.002184117095	0
ZL3b	RAW_CHAR3_HASH32	f112	LEAVE_FOLIO_OUT	0.001318890425	1
ZL3b	RAW_CHAR3_HASH32	f113	LEAVE_FOLIO_OUT	-0.002815744698	0
ZL3b	RAW_CHAR3_HASH32	f114	LEAVE_FOLIO_OUT	0.006065109030	1
ZL3b	RAW_CHAR3_HASH32	f115	LEAVE_FOLIO_OUT	0.005734587441	1
ZL3b	HOST_CHAR3_HASH32	f104r	PAGE	0.085822579603	1
ZL3b	HOST_CHAR3_HASH32	f104v	PAGE	-0.018414154980	0
ZL3b	HOST_CHAR3_HASH32	f105r	PAGE	-0.010985507577	0
ZL3b	HOST_CHAR3_HASH32	f105v	PAGE	-0.013953226425	0
ZL3b	HOST_CHAR3_HASH32	f106r	PAGE	0.000125861097	1
ZL3b	HOST_CHAR3_HASH32	f107v	PAGE	0.016934174336	1
ZL3b	HOST_CHAR3_HASH32	f112v	PAGE	-0.025981324687	0
ZL3b	HOST_CHAR3_HASH32	f113r	PAGE	0.030133049796	1
ZL3b	HOST_CHAR3_HASH32	f113v	PAGE	-0.003004058783	0
ZL3b	HOST_CHAR3_HASH32	f114r	PAGE	-0.012878109622	0
ZL3b	HOST_CHAR3_HASH32	f114v	PAGE	0.037975117982	1
ZL3b	HOST_CHAR3_HASH32	f115r	PAGE	0.018919814528	1
ZL3b	HOST_CHAR3_HASH32	f115v	PAGE	-0.008180057116	0
ZL3b	HOST_CHAR3_HASH32	f104	LEAVE_FOLIO_OUT	0.002645975775	1
ZL3b	HOST_CHAR3_HASH32	f105	LEAVE_FOLIO_OUT	0.011041172014	1
ZL3b	HOST_CHAR3_HASH32	f106	LEAVE_FOLIO_OUT	0.008032358088	1
ZL3b	HOST_CHAR3_HASH32	f107	LEAVE_FOLIO_OUT	0.006631665318	1
ZL3b	HOST_CHAR3_HASH32	f112	LEAVE_FOLIO_OUT	0.010207956903	1
ZL3b	HOST_CHAR3_HASH32	f113	LEAVE_FOLIO_OUT	0.006307742467	1
ZL3b	HOST_CHAR3_HASH32	f114	LEAVE_FOLIO_OUT	0.006492468163	1
ZL3b	HOST_CHAR3_HASH32	f115	LEAVE_FOLIO_OUT	0.007797672794	1
IT2a	COMPILER12	f104r	PAGE	-0.033804730823	0
IT2a	COMPILER12	f104v	PAGE	-0.011314627123	0
IT2a	COMPILER12	f105r	PAGE	-0.004787934498	0
IT2a	COMPILER12	f105v	PAGE	-0.003484263684	0
IT2a	COMPILER12	f106r	PAGE	-0.049083634082	0
IT2a	COMPILER12	f107v	PAGE	0.015182093954	1
IT2a	COMPILER12	f112v	PAGE	0.085577829965	1
IT2a	COMPILER12	f113r	PAGE	0.068592685484	1
IT2a	COMPILER12	f113v	PAGE	0.038431779567	1
IT2a	COMPILER12	f114r	PAGE	-0.033949954623	0
IT2a	COMPILER12	f114v	PAGE	0.006243499425	1
IT2a	COMPILER12	f115r	PAGE	-0.015877388568	0
IT2a	COMPILER12	f115v	PAGE	-0.003623233598	0
IT2a	COMPILER12	f104	LEAVE_FOLIO_OUT	0.009383770849	1
IT2a	COMPILER12	f105	LEAVE_FOLIO_OUT	0.006034029052	1
IT2a	COMPILER12	f106	LEAVE_FOLIO_OUT	0.008932146290	1
IT2a	COMPILER12	f107	LEAVE_FOLIO_OUT	0.003576668953	1
IT2a	COMPILER12	f112	LEAVE_FOLIO_OUT	-0.002289642381	0
IT2a	COMPILER12	f113	LEAVE_FOLIO_OUT	-0.004447485787	0
IT2a	COMPILER12	f114	LEAVE_FOLIO_OUT	0.007800779690	1
IT2a	COMPILER12	f115	LEAVE_FOLIO_OUT	0.007054794869	1
IT2a	EDGE29	f104r	PAGE	0.000409693748	1
IT2a	EDGE29	f104v	PAGE	-0.000372092195	0
IT2a	EDGE29	f105r	PAGE	-0.000929871305	0
IT2a	EDGE29	f105v	PAGE	0.000113681921	1
IT2a	EDGE29	f106r	PAGE	-0.002825417881	0
IT2a	EDGE29	f107v	PAGE	-0.001004649515	0
IT2a	EDGE29	f112v	PAGE	-0.000427034699	0
IT2a	EDGE29	f113r	PAGE	0.004023146626	1
IT2a	EDGE29	f113v	PAGE	0.001165921750	1
IT2a	EDGE29	f114r	PAGE	-0.000321812418	0
IT2a	EDGE29	f114v	PAGE	-0.000291178623	0
IT2a	EDGE29	f115r	PAGE	-0.000243185977	0
IT2a	EDGE29	f115v	PAGE	0.001309110083	1
