world_index	CELL_BOTH	CELL_LINE_START	CELL_PREV_DY	max_three_gain_bits_per_event
0	-0.021205157897	-0.013192808112	-0.008012349785	-0.008012349785
1	-0.018811426765	-0.012663798917	-0.006147627848	-0.006147627848
2	-0.016438903118	-0.010973815041	-0.005465088077	-0.005465088077
3	-0.012308896293	-0.010429302704	-0.001879593589	-0.001879593589
4	-0.021992396225	-0.012937069573	-0.009055326653	-0.009055326653
5	-0.015641678638	-0.013129459468	-0.002512219170	-0.002512219170
6	-0.016842728871	-0.011330414806	-0.005512314066	-0.005512314066
7	-0.016636891671	-0.012972156588	-0.003664735083	-0.003664735083
8	-0.012644600086	-0.011648829899	-0.000995770188	-0.000995770188
9	-0.015749093125	-0.009606202732	-0.006142890393	-0.006142890393
10	-0.016679254843	-0.010738089160	-0.005941165682	-0.005941165682
11	-0.016408987559	-0.010949433713	-0.005459553846	-0.005459553846
12	-0.015842144661	-0.009376806591	-0.006465338071	-0.006465338071
13	-0.013955827402	-0.009919241310	-0.004036586092	-0.004036586092
14	-0.015366695393	-0.010562770818	-0.004803924574	-0.004803924574
15	-0.018330588797	-0.013707062648	-0.004623526148	-0.004623526148
16	-0.014910908642	-0.012071134217	-0.002839774425	-0.002839774425
17	-0.014803339584	-0.011761544819	-0.003041794765	-0.003041794765
18	-0.012178190252	-0.009032552626	-0.003145637626	-0.003145637626
19	-0.018695920174	-0.013855926155	-0.004839994020	-0.004839994020
20	-0.011355481951	-0.007172776569	-0.004182705382	-0.004182705382
21	-0.015941057760	-0.011815228591	-0.004125829169	-0.004125829169
22	-0.014281905047	-0.011689886833	-0.002592018213	-0.002592018213
23	-0.013021927942	-0.008011434883	-0.005010493059	-0.005010493059
24	-0.012581438712	-0.008733473185	-0.003847965527	-0.003847965527
25	-0.018139323146	-0.013637430273	-0.004501892873	-0.004501892873
26	-0.015377390858	-0.010227002611	-0.005150388247	-0.005150388247
27	-0.012972678024	-0.010873100656	-0.002099577368	-0.002099577368
28	-0.012571384506	-0.009756418293	-0.002814966213	-0.002814966213
29	-0.015326794323	-0.014374982178	-0.000951812145	-0.000951812145
30	-0.017806938813	-0.011392649718	-0.006414289095	-0.006414289095
31	-0.017255071528	-0.014660787049	-0.002594284479	-0.002594284479
32	-0.012527259444	-0.009737720109	-0.002789539334	-0.002789539334
33	-0.018035309805	-0.015016985840	-0.003018323965	-0.003018323965
34	-0.013578922512	-0.011096240922	-0.002482681590	-0.002482681590
35	-0.016872115610	-0.011840668805	-0.005031446805	-0.005031446805
36	-0.012564227883	-0.008044303521	-0.004519924362	-0.004519924362
37	-0.016521914627	-0.013280549776	-0.003241364851	-0.003241364851
38	-0.012172047194	-0.009840640438	-0.002331406756	-0.002331406756
39	-0.012894769252	-0.013611561980	0.000716792728	0.000716792728
40	-0.010345946802	-0.010499523362	0.000153576559	0.000153576559
41	-0.013877604039	-0.008159295139	-0.005718308901	-0.005718308901
42	-0.015928365300	-0.011958770751	-0.003969594549	-0.003969594549
43	-0.014161621958	-0.010250762556	-0.003910859403	-0.003910859403
44	-0.010831399282	-0.009312682927	-0.001518716355	-0.001518716355
45	-0.020298183448	-0.016400669500	-0.003897513948	-0.003897513948
46	-0.015280366337	-0.012469804523	-0.002810561814	-0.002810561814
47	-0.015416364918	-0.014088333984	-0.001328030934	-0.001328030934
48	-0.018139158403	-0.014077246427	-0.004061911976	-0.004061911976
49	-0.014118146097	-0.010632492990	-0.003485653107	-0.003485653107
50	-0.017893620961	-0.013906078313	-0.003987542648	-0.003987542648
