stratum_a	stratum_b	train_half	test_half	rank_a	rank_b	host_a_id	host_b_id	host_a	host_b	frequency_block	claim_state
HERBAL_A	HERBAL_B	0	1	0	0	H055eebf601617046	Ha1fce4363854ff88	aiin	y	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	1	2	Hacac86c0e609ca90	H055eebf601617046	l	aiin	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	2	1	H7175517a370b5cd2	H2689367b205c16ce	or	ok	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	3	4	Ha1fce4363854ff88	Hab5b62081b1d305e	y	ar	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	4	3	H65c74c15a686187b	Hacac86c0e609ca90	o	l	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	5	7	H18ac3e7343f01689	H0a19b4727d1fbd3a	d	ot	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	6	6	H4bb780f4353af3b6	H65c74c15a686187b	chy	o	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	7	5	H043a718774c572bd	H7175517a370b5cd2	s	or	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	8	8	Had386158f5afc89b	H3f79bb7b435b0532	cthy	e	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	0	1	9	9	Hab5b62081b1d305e	H8254c329a92850f6	ar	k	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	0	2	H055eebf601617046	H055eebf601617046	aiin	aiin	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	1	0	Hacac86c0e609ca90	Ha1fce4363854ff88	l	y	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	2	1	H7175517a370b5cd2	H2689367b205c16ce	or	ok	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	3	3	Ha1fce4363854ff88	Hacac86c0e609ca90	y	l	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	4	4	H65c74c15a686187b	Hab5b62081b1d305e	o	ar	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	5	6	H18ac3e7343f01689	H65c74c15a686187b	d	o	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	6	7	H4bb780f4353af3b6	H0a19b4727d1fbd3a	chy	ot	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	7	5	H043a718774c572bd	H7175517a370b5cd2	s	or	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	8	8	Had386158f5afc89b	H3f79bb7b435b0532	cthy	e	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	HERBAL_B	1	0	9	9	Hab5b62081b1d305e	H8254c329a92850f6	ar	k	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	0	2	H055eebf601617046	H055eebf601617046	aiin	aiin	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	1	1	Hacac86c0e609ca90	Ha1fce4363854ff88	l	y	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	2	0	H7175517a370b5cd2	H2689367b205c16ce	or	ok	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	3	4	Ha1fce4363854ff88	Hacac86c0e609ca90	y	l	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	4	3	H65c74c15a686187b	H0a19b4727d1fbd3a	o	ot	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	5	6	H18ac3e7343f01689	H18ac3e7343f01689	d	d	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	6	7	H4bb780f4353af3b6	Hab5b62081b1d305e	chy	ar	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	7	5	H043a718774c572bd	H3f79bb7b435b0532	s	e	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	8	8	Had386158f5afc89b	H99fa2a55212dbc31	cthy	okeey	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	0	1	9	9	Hab5b62081b1d305e	H174023d6298d8ced	ar	okee	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	0	1	H055eebf601617046	Ha1fce4363854ff88	aiin	y	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	1	0	Hacac86c0e609ca90	H2689367b205c16ce	l	ok	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	2	2	H7175517a370b5cd2	H055eebf601617046	or	aiin	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	3	4	Ha1fce4363854ff88	Hacac86c0e609ca90	y	l	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	4	3	H65c74c15a686187b	H0a19b4727d1fbd3a	o	ot	1	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	5	6	H18ac3e7343f01689	H18ac3e7343f01689	d	d	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	6	5	H4bb780f4353af3b6	H3f79bb7b435b0532	chy	e	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	7	7	H043a718774c572bd	Hab5b62081b1d305e	s	ar	2	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	8	8	Had386158f5afc89b	H99fa2a55212dbc31	cthy	okeey	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	STARS_RECIPE_B	1	0	9	9	Hab5b62081b1d305e	H174023d6298d8ced	ar	okee	3	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	PHARMA_A	0	1	0	2	H055eebf601617046	H055eebf601617046	aiin	aiin	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	PHARMA_A	0	1	1	0	Hacac86c0e609ca90	Hacac86c0e609ca90	l	l	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
HERBAL_A	PHARMA_A	0	1	2	1	H7175517a370b5cd2	H7175517a370b5cd2	or	or	0	GLYPH_BLIND_ASSIGNMENT_DISPLAY_ONLY_NO_LEXEME_OR_MEANING
