edition	open_wrapper	body_wrapper	held_folio	pseudo_gain_bits	counterexample
ZL3b	q	q	f115	0.054509024447	WEAKEST_HELD_FOLIO
ZL3b	q	q	f106	0.158296297765	WEAKEST_HELD_FOLIO
ZL3b	q	d	f115	-0.076100275734	WEAKEST_HELD_FOLIO
ZL3b	q	d	f113	-0.065892416706	WEAKEST_HELD_FOLIO
ZL3b	q	s	f112	-0.033485043089	WEAKEST_HELD_FOLIO
ZL3b	q	s	f106	0.024476170652	WEAKEST_HELD_FOLIO
ZL3b	q	ch	f104	-0.115147167358	WEAKEST_HELD_FOLIO
ZL3b	q	ch	f107	-0.033248765380	WEAKEST_HELD_FOLIO
ZL3b	q	che	f106	-0.012034373657	WEAKEST_HELD_FOLIO
ZL3b	q	che	f105	-0.010363012757	WEAKEST_HELD_FOLIO
ZL3b	q	sh	f115	-0.087399168331	WEAKEST_HELD_FOLIO
ZL3b	q	sh	f104	-0.083683125253	WEAKEST_HELD_FOLIO
ZL3b	q	t	f112	-0.018290446989	WEAKEST_HELD_FOLIO
ZL3b	q	t	f106	-0.015202349749	WEAKEST_HELD_FOLIO
ZL3b	d	q	f113	-0.080996989388	WEAKEST_HELD_FOLIO
ZL3b	d	q	f104	-0.069307836768	WEAKEST_HELD_FOLIO
ZL3b	d	d	f115	-0.207994378541	WEAKEST_HELD_FOLIO
ZL3b	d	d	f107	0.010269258085	WEAKEST_HELD_FOLIO
ZL3b	d	s	f115	-0.125015403840	WEAKEST_HELD_FOLIO
ZL3b	d	s	f113	-0.059592907754	WEAKEST_HELD_FOLIO
ZL3b	d	ch	f104	-0.057117078739	WEAKEST_HELD_FOLIO
ZL3b	d	ch	f112	-0.008319770798	WEAKEST_HELD_FOLIO
ZL3b	d	che	f112	-0.077772370119	WEAKEST_HELD_FOLIO
ZL3b	d	che	f104	-0.059820254008	WEAKEST_HELD_FOLIO
ZL3b	d	sh	f104	-0.032049156667	WEAKEST_HELD_FOLIO
ZL3b	d	sh	f114	-0.016107801513	WEAKEST_HELD_FOLIO
ZL3b	d	t	f106	-0.175933169468	WEAKEST_HELD_FOLIO
ZL3b	d	t	f115	-0.042965155249	WEAKEST_HELD_FOLIO
ZL3b	s	q	f113	-0.027652351843	WEAKEST_HELD_FOLIO
ZL3b	s	q	f114	-0.007987818448	WEAKEST_HELD_FOLIO
ZL3b	s	d	f115	-0.033167898521	WEAKEST_HELD_FOLIO
ZL3b	s	d	f105	-0.026993225678	WEAKEST_HELD_FOLIO
ZL3b	s	s	f105	-0.063163084627	WEAKEST_HELD_FOLIO
ZL3b	s	s	f114	-0.022757023908	WEAKEST_HELD_FOLIO
ZL3b	s	ch	f113	-0.013828032141	WEAKEST_HELD_FOLIO
ZL3b	s	ch	f107	-0.000794162686	WEAKEST_HELD_FOLIO
ZL3b	s	che	f105	-0.124931241401	WEAKEST_HELD_FOLIO
ZL3b	s	che	f114	0.021516436570	WEAKEST_HELD_FOLIO
ZL3b	s	sh	f106	-0.131324181454	WEAKEST_HELD_FOLIO
ZL3b	s	sh	f115	-0.039301422006	WEAKEST_HELD_FOLIO
ZL3b	s	t	f106	-0.146454824841	WEAKEST_HELD_FOLIO
ZL3b	s	t	f114	-0.025706329127	WEAKEST_HELD_FOLIO
ZL3b	ch	q	f105	-0.108362202818	WEAKEST_HELD_FOLIO
ZL3b	ch	q	f104	-0.096073754407	WEAKEST_HELD_FOLIO
ZL3b	ch	d	f106	-0.054833966130	WEAKEST_HELD_FOLIO
ZL3b	ch	d	f115	-0.016625145648	WEAKEST_HELD_FOLIO
ZL3b	ch	s	f115	-0.206551539482	WEAKEST_HELD_FOLIO
ZL3b	ch	s	f104	-0.144244464153	WEAKEST_HELD_FOLIO
ZL3b	ch	ch	f115	-0.240038624696	WEAKEST_HELD_FOLIO
ZL3b	ch	ch	f114	-0.086262558495	WEAKEST_HELD_FOLIO
ZL3b	ch	che	f105	-0.099143716547	WEAKEST_HELD_FOLIO
ZL3b	ch	che	f112	-0.046512046221	WEAKEST_HELD_FOLIO
ZL3b	ch	sh	f112	-0.043788162557	WEAKEST_HELD_FOLIO
ZL3b	ch	sh	f107	-0.003309520040	WEAKEST_HELD_FOLIO
ZL3b	ch	t	f107	-0.025751665895	WEAKEST_HELD_FOLIO
ZL3b	ch	t	f104	-0.010005049871	WEAKEST_HELD_FOLIO
ZL3b	che	q	f107	-0.082098789542	WEAKEST_HELD_FOLIO
ZL3b	che	q	f106	0.028338984127	WEAKEST_HELD_FOLIO
ZL3b	che	d	f113	-0.024029627237	WEAKEST_HELD_FOLIO
ZL3b	che	d	f115	-0.023858446465	WEAKEST_HELD_FOLIO
ZL3b	che	s	f106	-0.056156863130	WEAKEST_HELD_FOLIO
ZL3b	che	s	f113	-0.023634665122	WEAKEST_HELD_FOLIO
ZL3b	che	ch	f104	-0.173710619610	WEAKEST_HELD_FOLIO
ZL3b	che	ch	f114	-0.119485612183	WEAKEST_HELD_FOLIO
ZL3b	che	che	f107	0.008352134262	WEAKEST_HELD_FOLIO
ZL3b	che	che	f106	0.086260766896	WEAKEST_HELD_FOLIO
ZL3b	che	sh	f113	-0.056261650628	WEAKEST_HELD_FOLIO
ZL3b	che	sh	f114	-0.045692007874	WEAKEST_HELD_FOLIO
ZL3b	che	t	f115	-0.010084487720	WEAKEST_HELD_FOLIO
