train_register	test_register	train_groups	test_groups	outcome	model	test_bits	gain_vs_train_prevalence_bits	gain_vs_final_char_bits	semantic_role
HERBAL_B	STARS_RECIPE_B	17	86	COARSE	REGISTER_ONLY	127.042446771	0	-61.1821198355	UNASSIGNED
HERBAL_B	STARS_RECIPE_B	17	86	COARSE	PAGE_HOST_TAIL	82.1575154974	44.8849312738	-16.2971885618	UNASSIGNED
HERBAL_B	STARS_RECIPE_B	17	86	COARSE	FINAL_SOURCE_CHAR	65.8603269356	61.1821198355	0	UNASSIGNED
HERBAL_B	STARS_RECIPE_B	17	86	COARSE	EXACT_PAGE_HOST	99.9846365074	27.0578102638	-34.1243095717	UNASSIGNED
HERBAL_B	STARS_RECIPE_B	17	86	DETAIL	REGISTER_ONLY	180.987954743	0	-48.8340362554	UNASSIGNED
HERBAL_B	STARS_RECIPE_B	17	86	DETAIL	PAGE_HOST_TAIL	143.27889063	37.7090641131	-11.1249721423	UNASSIGNED
HERBAL_B	STARS_RECIPE_B	17	86	DETAIL	FINAL_SOURCE_CHAR	132.153918488	48.8340362554	0	UNASSIGNED
HERBAL_B	STARS_RECIPE_B	17	86	DETAIL	EXACT_PAGE_HOST	180.400049752	0.587904990826	-48.2461312645	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	COARSE	REGISTER_ONLY	22.2782114594	0	-15.9580903345	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	COARSE	PAGE_HOST_TAIL	6.41630887609	15.8619025834	-0.0961877511706	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	COARSE	FINAL_SOURCE_CHAR	6.32012112492	15.9580903345	0	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	COARSE	EXACT_PAGE_HOST	12.1382492913	10.1399621682	-5.81812816634	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	DETAIL	REGISTER_ONLY	33.2128066801	0	-15.0707955792	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	DETAIL	PAGE_HOST_TAIL	18.2908511018	14.9219555783	-0.148840000857	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	DETAIL	FINAL_SOURCE_CHAR	18.1420111009	15.0707955792	0	UNASSIGNED
STARS_RECIPE_B	HERBAL_B	86	17	DETAIL	EXACT_PAGE_HOST	28.266906375	4.9459003051	-10.1248952741	UNASSIGNED
