candidate	candidate_aliases	behavior_block	external_axis	loci	feature_loci	feature_positive	feature_negative	axis_positive_without_feature	physical_folios	pooled_risk_difference	informative_strata	eligible_feature_loci	conditional_effect	conditional_z	local_two_sided_p	unhedged_loci	unhedged_conditional_effect	unhedged_local_p	lofo_min_effect	lofo_max_effect	lofo_sign_stable	label	bonferroni_all_p
RATE:NDY=0>=0.25	RATE:NDY=0>=0.25	NDY	REL_PROXIMITY	332	322	156	166	8	19	-0.315527950311	1	11	0.0833333333333	3.31662479036	0.000911118877154	190	0.0909090909091	0.001565402258	0	0.0833333333333	1	LIKELY_PAGE_CONFOUND	1
RATE:NF=NONE>=0.25	RATE:NF=NONE>=0.25	NF	REL_PROXIMITY	332	320	155	165	9	19	-0.265625	1	11	0.0833333333333	3.31662479036	0.000911118877154	190	0.0909090909091	0.001565402258	0	0.0833333333333	1	LIKELY_PAGE_CONFOUND	1
RATE:R=aiin>=0.25	RATE:R=aiin>=0.25	R	REL_ENCLOSURE	332	41	10	31	27	15	0.15111893387	3	11	0.373063973064	2.8224108402	0.00476640733214	190	0.666666666667	0.0401738702885	0.243386243386	0.566666666667	1	INTERESTING_EXPLORATORY	1
RATE:W=NONE>=0.75	RATE:W=NONE>=0.75	W	REL_PROXIMITY	332	62	34	28	130	15	0.0669056152927	5	11	0.31303030303	2.8064598603	0.00500891525702	190	0.293939393939	0.00913682148282	0.231481481481	0.399166666667	1	INTERESTING_EXPLORATORY	1
RATE:DY=1>=0.10	RATE:DY=1>=0.10	DY	REL_ENCLOSURE	332	79	5	74	32	18	-0.0631910741982	5	15	-0.302962962963	-2.80431124282	0.00504242029464	190	-0.333333333333	0.125046880131	-0.31746031746	-0.254444444444	1	INTERESTING_EXPLORATORY	1
RATE:DY=1>=0.25	RATE:DY=1>=0.25	DY	REL_ENCLOSURE	332	72	5	67	32	18	-0.0536324786325	4	14	-0.312698412698	-2.77586595547	0.00550549016282	190	-0.333333333333	0.125046880131	-0.32905982906	-0.264197530864	1	INTERESTING_EXPLORATORY	1
RATE:DY=0>=0.75	RATE:DY=0>=0.75	DY	REL_ENCLOSURE	332	260	32	228	5	18	0.0536324786325	4	62	0.0706093189964	2.77586595547	0.00550549016282	190	0.078431372549	0.125046880131	0.0542976939203	0.0947368421053	1	INTERESTING_EXPLORATORY	1
RATE:DY=1>=0.10	RATE:DY=1>=0.10	DY	REL_PROXIMITY	332	79	44	35	120	18	0.0826537249212	5	10	0.345	2.71453525188	0.00663688363507	190	0.313411896745	0.0176392107073	0.01	0.414583333333	1	INTERESTING_EXPLORATORY	1
RATE:W=sh>=0.25	RATE:W=sh>=0.25	W	REL_EXPLICIT_ATTACHMENT	332	31	7	24	51	13	0.0563712356661	4	7	0.364502164502	2.6703548216	0.00757711301824	190	0.466666666667	0.0268566955075	0.243636363636	0.546666666667	1	INTERESTING_EXPLORATORY	1
RATE:F=O>=0.10	RATE:F=O>=0.10	F	REL_ENCLOSURE	332	30	9	21	28	11	0.207284768212	4	16	0.245138888889	2.66761436236	0.0076391885552	190	0.666666666667	0.00215597630363	0.0322222222222	0.361538461538	1	INTERESTING_EXPLORATORY	1
RATE:DY=1>=0.25	RATE:DY=1>=0.25	DY	REL_PROXIMITY	332	72	40	32	124	18	0.0786324786325	4	9	0.346296296296	2.6406213958	0.00827541394684	190	0.310921717172	0.0226305304236	-0.0708333333333	0.421428571429	0	UNSTABLE	1
RATE:DY=0>=0.75	RATE:DY=0>=0.75	DY	REL_PROXIMITY	332	260	124	136	40	18	-0.0786324786325	4	46	-0.0677536231884	-2.6406213958	0.00827541394684	190	-0.0606676521311	0.0226305304236	-0.0896396396396	0.0108974358974	0	UNSTABLE	1
RATE:DY=0>=0.10	RATE:DY=0>=0.10	DY	REL_PROXIMITY	332	313	153	160	11	19	-0.0901294770473	2	33	-0.0643434343434	-2.58484327638	0.00974232700812	190	-0.0746753246753	0.0113840560335	-0.0927272727273	-0.00757575757576	1	WEAK	1
RATE:DY=0>=0.25	RATE:DY=0>=0.25	DY	REL_PROXIMITY	332	306	147	159	17	19	-0.173453996983	2	33	-0.0643434343434	-2.58484327638	0.00974232700812	190	-0.0746753246753	0.0113840560335	-0.0927272727273	-0.00757575757576	1	WEAK	1
RATE:DY=0>=0.50	RATE:DY=0>=0.50	DY	REL_PROXIMITY	332	280	137	143	27	18	-0.0299450549451	2	33	-0.0643434343434	-2.58484327638	0.00974232700812	190	-0.0746753246753	0.0113840560335	-0.0927272727273	-0.00757575757576	1	WEAK	1
RATE:DY=1>=0.50	RATE:DY=1>=0.50	DY	REL_PROXIMITY	332	54	29	25	135	16	0.0514255262457	2	4	0.530833333333	2.58484327638	0.00974232700812	190	0.522727272727	0.0113840560335	0.0833333333333	0.68	1	WEAK	1
RATE:DY=1>=0.75	RATE:DY=1>=0.75	DY	REL_PROXIMITY	332	28	17	11	147	11	0.123590225564	2	4	0.530833333333	2.58484327638	0.00974232700812	190	0.522727272727	0.0113840560335	0.0833333333333	0.68	1	WEAK	1
RATE:R=NONE>=0.75	RATE:R=NONE>=0.75	R	REL_ENCLOSURE	332	261	24	237	13	18	-0.0911445685608	5	60	-0.0772222222222	-2.57791920283	0.00993972361699	190	-0.0980392156863	0.0551855509911	-0.0944444444444	-0.049593495935	1	INTERESTING_EXPLORATORY	1
RATE:R=NONE>=0.25	RATE:R=NONE>=0.25	R	REL_ENCLOSURE	332	285	26	259	11	19	-0.142814483016	3	51	-0.0797385620915	-2.57295361877	0.0100834719792	190	-0.0701754385965	0.0401738702885	-0.10303030303	-0.0555555555556	1	WEAK	1
RATE:PW=q>=0.25	RATE:PW=q>=0.25	PW	REL_PROXIMITY	332	50	31	19	133	11	0.148368794326	2	5	0.441333333333	2.56990985735	0.0101724980771	190	0.436363636364	0.0116878489572	0.0833333333333	0.68	1	WEAK	1
RATE:F=O>=0.50	RATE:F=O>=0.50	F	REL_ENCLOSURE	332	14	6	8	31	8	0.331087151842	2	6	0.456790123457	2.51027806675	0.0120636125591	190	0.666666666667	0.00215597630363	-0.259259259259	0.6	0	UNSTABLE	1
RATE:R=aiin>=0.25	RATE:R=aiin>=0.25	R	WATER_OR_APPARATUS	332	41	8	33	30	15	0.0920291677144	2	2	0.75	2.49615088301	0.012554918597	190	0.8	0.0455002638964	0.666666666667	0.833333333333	1	WEAK	1
RATE:R=ain>=0.25	RATE:R=ain>=0.25	R	WATER_OR_APPARATUS	332	20	7	13	31	10	0.250641025641	2	2	0.75	2.49615088301	0.012554918597	190	0.8	0.0455002638964	0.666666666667	0.833333333333	1	WEAK	1
RATE:R=NONE>=0.10	RATE:R=NONE>=0.10	R	WATER_OR_APPARATUS	332	300	30	270	8	19	-0.15	2	7	-0.214285714286	-2.49615088301	0.012554918597	190	-0.2	0.0455002638964	-0.333333333333	-0.166666666667	1	WEAK	1
RATE:DY=1>=0.50	RATE:DY=1>=0.50	DY	REL_ENCLOSURE	332	54	5	49	32	16	-0.0225153210765	3	11	-0.316161616162	-2.42473192541	0.0153196944836	190	-0.333333333333	0.196705602459	-0.3375	-0.284722222222	1	WEAK	1
RATE:DY=0>=0.50	RATE:DY=0>=0.50	DY	REL_ENCLOSURE	332	280	32	248	5	18	0.0181318681319	3	55	0.0632323232323	2.42473192541	0.0153196944836	190	0.0555555555556	0.196705602459	0.0429951690821	0.0870967741935	1	WEAK	1
RATE:R=ain>=0.25	RATE:R=ain>=0.25	R	REL_ENCLOSURE	332	20	3	17	34	10	0.0410256410256	1	4	0.490740740741	2.38124791127	0.0172540957149	190	0	1	0	0.490740740741	1	LIKELY_PAGE_CONFOUND	1
