control_id	model	published_inventory_bits	lofo_safe_bits	lofo_safe_selector_paid_bits	lofo_safe_rank	fold_event_representation_changes	distinct_operation_inventory_hashes	distinct_alphabet_map_hashes	safe_minus_published_bits
ORDINARY_NATURAL_LANGUAGE	LOCAL_CODEBOOK	45746.267863219167	48361.852191459671	48364.174119554562	1	394199	1	9	2615.584328240504
ORDINARY_NATURAL_LANGUAGE	HYBRID	46577.401526594862	49315.888240832668	49318.210168927559	2	394199	1	9	2738.486714237806
ORDINARY_NATURAL_LANGUAGE	TECHNICAL_NOTATION	46683.673094305908	49649.743836225520	49652.065764320410	3	394199	1	9	2966.070741919611
ORDINARY_NATURAL_LANGUAGE	ABBREVIATION_HEAVY_LANGUAGE	52116.556874098234	54978.435996735781	54980.757924830672	4	394199	1	9	2861.879122637547
ORDINARY_NATURAL_LANGUAGE	COMPRESSED_NATURAL_LANGUAGE	52981.298198761309	55476.640537610489	55478.962465705379	5	394199	1	9	2495.342338849179
ABBREVIATION_HEAVY_MEDIEVAL	LOCAL_CODEBOOK	51274.680663838873	53434.973542066837	53437.295470161727	1	400855	6	5	2160.292878227963
ABBREVIATION_HEAVY_MEDIEVAL	TECHNICAL_NOTATION	51702.555309875672	54036.958100721102	54039.280028815992	2	400855	6	5	2334.402790845430
ABBREVIATION_HEAVY_MEDIEVAL	HYBRID	52038.985948375084	54321.747546570652	54324.069474665543	3	400855	6	5	2282.761598195568
ABBREVIATION_HEAVY_MEDIEVAL	ABBREVIATION_HEAVY_LANGUAGE	56180.755295916177	58032.272075005050	58034.594003099941	4	400855	6	5	1851.516779088874
ABBREVIATION_HEAVY_MEDIEVAL	COMPRESSED_NATURAL_LANGUAGE	57239.831330326204	59192.182871916331	59194.504800011222	5	400855	6	5	1952.351541590127
ARBITRARY_LOCAL_CODEBOOK	ABBREVIATION_HEAVY_LANGUAGE	67050.643432742552	68593.817645938063	68596.139574032946	1	394137	12	2	1543.174213195511
ARBITRARY_LOCAL_CODEBOOK	COMPRESSED_NATURAL_LANGUAGE	67338.280498164269	68845.413274237348	68847.735202332231	2	394137	12	2	1507.132776073078
ARBITRARY_LOCAL_CODEBOOK	LOCAL_CODEBOOK	68455.312787127870	72426.965763869375	72429.287691964259	3	394137	12	2	3971.652976741505
ARBITRARY_LOCAL_CODEBOOK	HYBRID	69929.853921426416	74062.485997767231	74064.807925862115	4	394137	12	2	4132.632076340815
ARBITRARY_LOCAL_CODEBOOK	TECHNICAL_NOTATION	71235.526660624761	75424.246565948211	75426.568494043095	5	394137	12	2	4188.719905323451
COMPOSITIONAL_TECHNICAL_NOTATION	ABBREVIATION_HEAVY_LANGUAGE	53712.094897780160	55024.946038158378	55027.267966253268	1	391645	17	9	1312.851140378218
COMPOSITIONAL_TECHNICAL_NOTATION	COMPRESSED_NATURAL_LANGUAGE	54420.366693452132	55936.229443750562	55938.551371845453	2	391645	17	9	1515.862750298431
COMPOSITIONAL_TECHNICAL_NOTATION	LOCAL_CODEBOOK	56871.211222997415	60185.056018585681	60187.377946680572	3	391645	17	9	3313.844795588266
COMPOSITIONAL_TECHNICAL_NOTATION	HYBRID	57952.669441614969	61289.326623049747	61291.648551144637	4	391645	17	9	3336.657181434777
COMPOSITIONAL_TECHNICAL_NOTATION	TECHNICAL_NOTATION	58482.615273986354	61916.808179482119	61919.130107577010	5	391645	17	9	3434.192905495765
HYBRID_SHORTHAND	ABBREVIATION_HEAVY_LANGUAGE	59249.534048870722	60796.832377914892	60799.154306009783	1	407316	22	18	1547.298329044170
HYBRID_SHORTHAND	COMPRESSED_NATURAL_LANGUAGE	60059.750090927540	61629.146207396116	61631.468135491006	2	407316	22	18	1569.396116468575
HYBRID_SHORTHAND	LOCAL_CODEBOOK	61043.774583897226	64540.117155716638	64542.439083811529	3	407316	22	18	3496.342571819412
HYBRID_SHORTHAND	HYBRID	62181.035541912919	65767.417571131198	65769.739499226082	4	407316	22	18	3586.382029218279
HYBRID_SHORTHAND	TECHNICAL_NOTATION	62693.207291977036	66418.862861063230	66421.184789158113	5	407316	22	18	3725.655569086193
VOYNICH_MATCHED_REFERENCE	ABBREVIATION_HEAVY_LANGUAGE	40199.327103322845	40423.496334783369	40425.818262878260	1	4146	10	1	224.169231460524
VOYNICH_MATCHED_REFERENCE	COMPRESSED_NATURAL_LANGUAGE	41536.489412424038	41735.670134595603	41737.992062690493	2	4146	10	1	199.180722171564
VOYNICH_MATCHED_REFERENCE	TECHNICAL_NOTATION	45703.821099909692	46175.885014672247	46178.206942767138	3	4146	10	1	472.063914762555
VOYNICH_MATCHED_REFERENCE	LOCAL_CODEBOOK	46060.466268515069	46533.671563403666	46535.993491498557	4	4146	10	1	473.205294888598
VOYNICH_MATCHED_REFERENCE	HYBRID	46465.675502279810	46916.433197384991	46918.755125479882	5	4146	10	1	450.757695105181
