scope	module	page	label_top	label_bottom	prose_top	prose_bottom	discriminating_pattern_match	orientation
ALL_AVAILABLE_PRIMARY	ar	f75v	1	0	1	0	1	TOP
ALL_AVAILABLE_PRIMARY	ar	f83r	0	1	0	1	1	BOTTOM
ALL_AVAILABLE_PRIMARY	ol	f75v	1	1	1	1	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	ol	f83r	1	1	1	1	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	dal	f75v	1	0	1	0	1	TOP
ALL_AVAILABLE_PRIMARY	dal	f83r	0	0	1	1	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	dar	f75v	1	0	1	0	1	TOP
ALL_AVAILABLE_PRIMARY	dar	f83r	0	1	0	0	0	BOTTOM
ALL_AVAILABLE_PRIMARY	sy	f75v	0	0	0	0	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	sy	f83r	0	1	0	0	0	BOTTOM
ALL_AVAILABLE_PRIMARY	te	f75v	1	1	0	1	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	te	f83r	0	0	0	0	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	tee	f75v	0	1	0	1	1	BOTTOM
ALL_AVAILABLE_PRIMARY	tee	f83r	0	0	0	0	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	dy	f75v	1	1	1	1	0	NONDISCRIMINATING
ALL_AVAILABLE_PRIMARY	dy	f83r	0	0	1	0	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	ar	f75v	1	0	0	0	0	TOP
COMPLETE_LINES_SENSITIVITY	ar	f83r	0	1	0	0	0	BOTTOM
COMPLETE_LINES_SENSITIVITY	ol	f75v	1	1	1	1	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	ol	f83r	1	1	1	1	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	dal	f75v	1	0	0	0	0	TOP
COMPLETE_LINES_SENSITIVITY	dal	f83r	0	0	1	1	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	dar	f75v	1	0	0	0	0	TOP
COMPLETE_LINES_SENSITIVITY	dar	f83r	0	1	0	0	0	BOTTOM
COMPLETE_LINES_SENSITIVITY	sy	f75v	0	0	0	0	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	sy	f83r	0	1	0	0	0	BOTTOM
COMPLETE_LINES_SENSITIVITY	te	f75v	1	1	0	1	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	te	f83r	0	0	0	0	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	tee	f75v	0	1	0	0	0	BOTTOM
COMPLETE_LINES_SENSITIVITY	tee	f83r	0	0	0	0	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	dy	f75v	1	1	1	1	0	NONDISCRIMINATING
COMPLETE_LINES_SENSITIVITY	dy	f83r	0	0	1	0	0	NONDISCRIMINATING
