observation_id	page	physical_folio	locus	group_index	group_count	register	section	currier	hand	record_ordinal	field_ordinal	within_field_position	wrapper	q_flag	local_frame	inner_d	right_family	dy_closure	b3	line_close	paragraph_close	known_label_renderer	page_host	raw_token	previous_page_host	compiler_key	nl_bucket	compiler_bucket	hybrid_bucket	host_length
GDT276:f100r.25:G001	f100r	f100	f100r.25	1	10	OTHER_A	P	A	1	1	1	FIRST	sh	0	NONE	0	NONE	0	0	0	0	NONE	eor	sheor	<LINE_BOS>	"[""OTHER_A"",1,1,""FIRST"",""sh"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	129	252	137	3
GDT276:f100r.25:G002	f100r	f100	f100r.25	2	10	OTHER_A	P	A	1	1	1	LAST	q	1	NONE	0	NONE	1	0	0	0	NONE	keeo	qkeeody	eor	"[""OTHER_A"",1,1,""LAST"",""q"",1,""NONE"",""0"",""NONE"",""1"",""0"",0,0,""NONE""]"	70	59	251	4
GDT276:f100r.25:G003	f100r	f100	f100r.25	3	10	OTHER_A	P	A	1	1	2	FIRST	ch	0	O	0	NONE	0	0	0	0	NONE	l	chol	keeo	"[""OTHER_A"",1,2,""FIRST"",""ch"",0,""O"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	53	236	13	1
GDT276:f100r.25:G004	f100r	f100	f100r.25	4	10	OTHER_A	P	A	1	1	2	MIDDLE	d	0	NONE	0	NONE	0	0	0	0	NONE	aiin	daiin	l	"[""OTHER_A"",1,2,""MIDDLE"",""d"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	125	216	45	4
GDT276:f100r.25:G005	f100r	f100	f100r.25	5	10	OTHER_A	P	A	1	1	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	ctheol	ctheol	aiin	"[""OTHER_A"",1,2,""MIDDLE"",""NONE"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	7	114	80	6
GDT276:f100r.25:G006	f100r	f100	f100r.25	6	10	OTHER_A	P	A	1	1	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	olcheol	olcheol	ctheol	"[""OTHER_A"",1,2,""MIDDLE"",""NONE"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	55	114	24	7
GDT276:f100r.25:G007	f100r	f100	f100r.25	7	10	OTHER_A	P	A	1	1	2	MIDDLE	che	0	NONE	0	NONE	0	0	0	0	NONE	ky	cheky	olcheol	"[""OTHER_A"",1,2,""MIDDLE"",""che"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	55	145	141	2
GDT276:f100r.25:G008	f100r	f100	f100r.25	8	10	OTHER_A	P	A	1	1	2	MIDDLE	che	0	O	0	NONE	0	0	0	0	NONE	l	cheol	ky	"[""OTHER_A"",1,2,""MIDDLE"",""che"",0,""O"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	19	160	181	1
GDT276:f100r.25:G009	f100r	f100	f100r.25	9	10	OTHER_A	P	A	1	1	2	MIDDLE	che	0	NONE	0	NONE	0	0	0	0	NONE	ockhy	cheockhy	l	"[""OTHER_A"",1,2,""MIDDLE"",""che"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	125	145	132	5
GDT276:f100r.25:G010	f100r	f100	f100r.25	10	10	OTHER_A	P	A	1	1	2	LAST	NONE	0	NONE	0	NONE	0	0	1	0	NONE	okeol	okeol	ockhy	"[""OTHER_A"",1,2,""LAST"",""NONE"",0,""NONE"",""0"",""NONE"",""0"",""0"",1,0,""NONE""]"	2	235	140	5
GDT276:f100r.27:G001	f100r	f100	f100r.27	1	5	OTHER_A	P	A	1	1	1	FIRST	ch	0	O	0	NONE	0	0	0	0	NONE	l	chol	<LINE_BOS>	"[""OTHER_A"",1,1,""FIRST"",""ch"",0,""O"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	129	157	223	1
GDT276:f100r.27:G002	f100r	f100	f100r.27	2	5	OTHER_A	P	A	1	1	1	MIDDLE	che	0	O	0	NONE	0	0	0	0	NONE	l	cheol	l	"[""OTHER_A"",1,1,""MIDDLE"",""che"",0,""O"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	67	81	54	1
GDT276:f100r.27:G003	f100r	f100	f100r.27	3	5	OTHER_A	P	A	1	1	1	MIDDLE	ch	0	NONE	0	NONE	0	0	0	0	NONE	o	cho	l	"[""OTHER_A"",1,1,""MIDDLE"",""ch"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	67	151	137	1
GDT276:f100r.27:G004	f100r	f100	f100r.27	4	5	OTHER_A	P	A	1	1	1	LAST	ch	0	NONE	0	NONE	1	0	0	0	NONE	ckheo	chckheody	o	"[""OTHER_A"",1,1,""LAST"",""ch"",0,""NONE"",""0"",""NONE"",""1"",""0"",0,0,""NONE""]"	81	186	19	5
GDT276:f100r.27:G005	f100r	f100	f100r.27	5	5	OTHER_A	P	A	1	1	2	ONLY	NONE	0	NONE	0	NONE	0	0	1	1	NONE	otolchey	otolchey	ckheo	"[""OTHER_A"",1,2,""ONLY"",""NONE"",0,""NONE"",""0"",""NONE"",""0"",""0"",1,1,""NONE""]"	189	98	245	8
GDT276:f100v.21:G001	f100v	f100	f100v.21	1	10	OTHER_A	P	A	1	1	1	FIRST	s	0	NONE	0	al	0	0	0	0	NONE	or	soral	<LINE_BOS>	"[""OTHER_A"",1,1,""FIRST"",""s"",0,""NONE"",""0"",""al"",""0"",""0"",0,0,""NONE""]"	129	159	43	2
GDT276:f100v.21:G002	f100v	f100	f100v.21	2	10	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	okor	okor	or	"[""OTHER_A"",1,1,""MIDDLE"",""NONE"",0,""NONE"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	201	230	203	4
GDT276:f100v.21:G003	f100v	f100	f100v.21	3	10	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	O	0	NONE	0	0	0	0	NONE	l	ol	okor	"[""OTHER_A"",1,1,""MIDDLE"",""NONE"",0,""O"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	201	166	61	1
GDT276:f100v.21:G004	f100v	f100	f100v.21	4	10	OTHER_A	P	A	1	1	1	MIDDLE	ch	0	O	0	NONE	0	0	0	0	NONE	y	choy	l	"[""OTHER_A"",1,1,""MIDDLE"",""ch"",0,""O"",""0"",""NONE"",""0"",""0"",0,0,""NONE""]"	67	34	208	1
