control_id	representation_view	model	held_folio	groups	held_bits
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f1	10	111.094867396570
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f10	32	290.522502061273
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f100	18	191.890194344198
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f102	22	260.873680741155
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f103	102	868.443770874796
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f104	97	841.740351544307
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f105	96	963.183411660318
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f106	105	1030.854045234870
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f107	128	1119.037731525771
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f108	149	1386.181763119502
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f11	11	109.768205612142
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f111	169	1448.325912395092
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f112	107	897.265094778818
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f113	122	1209.361357493899
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f114	140	1440.077078360047
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f115	120	1331.598577654119
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f116	21	159.467231851162
VOYNICH_MATCHED_REFERENCE	PUBLISHED_FULL_INVENTORY	COMPRESSED_NATURAL_LANGUAGE	f13	15	166.266276275427
