checkpoint_id	phase	status	discovery_pages	holdout_page	images_opened	new_ai_visual_rows	joint_solver_run	result_artifact	notes
GDT157_CKPT000	LEARNED_MEDIEVAL_ABBREVIATION_CAUSAL_SOURCE_FREEZE	FROZEN_BEFORE_GENERATED_DIPLOMATIC_SCORING	4_NUREMBERG_BOOK_HELD_FOLDS_48347_LINES_3178_RECORDS_2_LEARNED_CHANNEL_VIEWS	f84r	0	0	0	gdt157_source_freeze.json	A causal positive control is frozen before generation: for each Nuremberg book, exact expansion-type distributions plus a contextual character-emission backoff are learned only from the other three books and applied to held expanded groups; paired expanded, generated MAP, generated sampled, and real diplomatic views share line/record positions; the exact GDT003 fingerprint plus held-book HPR2-like rectangles, line/record reset, opening/closing, cross-space dependence, entropy, host recurrence, and known-content retrieval are exhaustive diagnostics; no literal Voynich wrappers/rules or Voynich source input, only an already-published f84r-free aggregate reference manifest; source-freeze integrity validator PASS18; no Voynich word/morpheme/POS/sound/language/plaintext/meaning/translation
GDT157_CKPT001	LEARNED_MEDIEVAL_ABBREVIATION_CAUSAL_CONTROL	LEARNED_ABBREVIATION_GENERATES_PARTIAL_ARCHITECTURE	4_HELD_BOOKS_436572_GROUPS_25_FROZEN_DIAGNOSTICS_12000_MATCHED_FINGERPRINT_GROUPS	f84r	0	0	1	gdt157_result.json	A generic expansion-to-diplomatic channel learned only on the other three Nuremberg books reaches84.154% exact held-group recovery versus72.829% for unchanged expanded text; of25 predeclared diagnostics,7 close at least half the expanded-to-real gap in MAP and sampled views,5 move partially,13 do not; compression, character/conditional entropy, cross-space dependence and line-opening compiler divergence are robustly generated, but operation count, HPR2 rectangles, left/right support, exact opening/closing classes, line reset, hidden-cell precision and retrieval are not robust across both channels; genuine diplomatic German has181.7 GDT003 operations versus Voynich406.8 and compatible-pair density.00142 versus.04529 (~32x), with German right-dominant but Voynich left-dominant edge support; combined Voynich distance is nonmonotonic expanded.3647/MAP.3947/sampled.3447/real.4208, so abbreviation alone is partial and a further document/compiler mechanism is required for the residual architecture; independent source/exact-lexicon/arithmetic/hash/seal validation PASS465024; no Voynich source or image input, f84r not opened/queried/retained/joined/scored; no Voynich word/morpheme/POS/sound/language/plaintext/meaning/origin/translation
GDT002_CKPT001	SOURCE_ONLY_INVENTORY_AND_PROJECTION	PASS_INVENTORY_NO_IDENTIFIABLE_SOLVER_CURRENT_PANEL	f80r;f82r	f84r	0	0	0	gdt002_checkpoint_result.json	EXPLORATORY; human descriptions reused; f84r projection transiently generated for commitment, not persisted, inspected, or used; no role or translation
GDT002_CKPT002	CONTACT_GAP_VISUAL_ACQUISITION_REGISTERED	REGISTERED_UNSCORED	f89r2;f99v	f100r	0	0	0	gdt002_contact_gap_selection.tsv	EXPLORATORY; 12 loci; randomized crop-only review; no formal comparison or meaning
GDT002_CKPT003	CONTACT_GAP_VISUAL_ACQUISITION	STOP_CAPACITY_GATE_FAILED_NO_FORMAL_COMPARISON	f89r2;f99v	f100r	1	12	0	gdt002_contact_gap_result.json	EXPLORATORY; f89 2 CONTACT/0 CLEAR_GAP/1 UNCERTAIN; f99 and f100 pass; formal join prohibited; no role or translation
GDT002_CKPT004	CONTACT_GAP_COMPLETE_UNIT_EXTENSION_REGISTERED	REGISTERED_UNSCORED	f99v;f100r	f88r;f102v1	0	0	0	gdt002_contact_gap_extension_selection.tsv	EXPLORATORY; 13 new calls; complete-unit census then two independent crop-only reviews; no formal comparison or meaning
GDT002_CKPT005	CONTACT_GAP_COMPLETE_UNIT_CENSUS	STOP_UNCERTAIN_EDITORIAL_UNIT_BOUNDARY_NO_REVIEW_NO_FORMAL_COMPARISON	f99v;f100r	f88r;f102v1	1	1	0	gdt002_contact_gap_extension_result.json	EXPLORATORY; six mapped f88r top-row inscriptions have no author-visible C1/L1 boundary; stopped before crop review and formal join; no role or translation
GDT002_CKPT006	CONTACT_GAP_COMPLETE_ARRAY_REPLICATION_REGISTERED	REGISTERED_UNSCORED	f100r;f100v	f99v	0	0	0	gdt002_contact_gap_replication_selection.tsv	EXPLORATORY; four source-count-matched candidate arrays pending census, 24 loci, 15 new and 9 inherited calls; whole-folio f100 discovery/f99 transfer; no formal comparison or meaning
GDT002_CKPT007	CONTACT_GAP_COMPLETE_ARRAY_REPLICATION	STOP_VISUAL_GATE_FAILED_NO_FORMAL_COMPARISON	f100r;f100v	f99v	1	15	0	gdt002_contact_gap_replication_result.json	EXPLORATORY; all censuses exact and two source-free reviewers agree; f100v/L1 has 0 CONTACT/4 CLEAR_GAP; formal join prohibited; no role or translation
GDT002_CKPT008	F84R_HOLDOUT_NONOPENING	NOT_RUN_HOLDOUT_REMAINS_UNOPENED	f80r;f82r	f84r	0	0	0	gdt002_holdout_results.json	EXPLORATORY; empty discovery beam and failed visual augmentation gate; explicit no-prediction artifact; f84r commitment-only payload remains unopened; no role or translation
GDT002_CKPT009	PERMISSIVE_VISUAL_FORMAL_ASSOCIATION_SEARCH	EXPLORATORY_SEARCH_COMPLETE_NO_FROZEN_SEMANTIC_ROLE	f77r;f77v;f80r;f82r;f82v;f83r;f83v;f89r2;f99v;f100r;f100v	f84r	0	0	1	gdt002_exploratory_discovery_results.json	EXPLORATORY; historical gate failures preserved but observations reused; 80 joined rows in separate channels; 808 postselected candidates; strongest leads weak/unstable/page-confounded; f84 formal payload sealed; no role or translation
