page_host	classification	events	folios	sections	hands	positions	renderer_tuple_types	empirical_entropy_bits	dominant_renderer_tuple	dominant_share	lofo_host_bits_per_event	lofo_host_top1	lofo_host_top3	lofo_position_bits_per_event	lofo_position_top1	lofo_position_top3	position_gain_bits_per_event	positive_position_folds	position_dominants_json
lche	CANONICAL_RENDERER_CANDIDATE	42	18	3	3	2	1	-0.000000000000	NONE|NONE|0|NONE|1|0	1.000000000000	1.500580954430	1.000000000000	1.000000000000	0.394449259572	1.000000000000	1.000000000000	1.106131694859	18	"{""LAST"":{""events"":23,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|1|0""},""ONLY"":{""events"":19,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|1|0""}}"
cthol	CANONICAL_RENDERER_CANDIDATE	30	19	3	2	3	2	0.210842300319	NONE|NONE|0|NONE|0|0	0.966666666667	2.053245249032	0.966666666667	1.000000000000	0.847427839114	0.966666666667	1.000000000000	1.205817409918	17	"{""FIRST"":{""events"":1,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|0|0""},""LAST"":{""events"":6,""share"":0.8333333333333334,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":23,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|0|0""}}"
cthor	CANONICAL_RENDERER_CANDIDATE	20	15	2	2	2	2	0.286396957116	NONE|NONE|0|NONE|0|0	0.950000000000	2.574918274300	0.950000000000	0.950000000000	1.163452528220	0.950000000000	0.950000000000	1.411465746080	15	"{""FIRST"":{""events"":2,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":18,""share"":0.9444444444444444,""tuple"":""NONE|NONE|0|NONE|0|0""}}"
okee	CANONICAL_RENDERER_CANDIDATE	126	25	5	4	4	5	0.895173531395	q|NONE|0|NONE|1|0	0.785714285714	1.613410461350	0.785714285714	0.976190476190	0.919703135028	0.785714285714	0.976190476190	0.693707326322	23	"{""FIRST"":{""events"":1,""share"":1.0,""tuple"":""q|NONE|0|al|0|0""},""LAST"":{""events"":64,""share"":0.671875,""tuple"":""q|NONE|0|NONE|1|0""},""MIDDLE"":{""events"":2,""share"":0.5,""tuple"":""NONE|NONE|0|aiin|0|0""},""ONLY"":{""events"":59,""share"":0.9491525423728814,""tuple"":""q|NONE|0|NONE|1|0""}}"
okeey	CANONICAL_RENDERER_CANDIDATE	115	29	5	3	3	4	0.894409405034	q|NONE|0|NONE|0|0	0.782608695652	1.649013102587	0.782608695652	0.973913043478	1.081287488249	0.782608695652	0.973913043478	0.567725614337	26	"{""FIRST"":{""events"":38,""share"":0.9210526315789473,""tuple"":""q|NONE|0|NONE|0|0""},""LAST"":{""events"":4,""share"":1.0,""tuple"":""q|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":73,""share"":0.6986301369863014,""tuple"":""q|NONE|0|NONE|0|0""}}"
s	VARIABLE_RENDERER	65	42	4	3	3	6	1.100327192295	NONE|NONE|0|NONE|0|0	0.800000000000	2.267586766638	0.800000000000	0.953846153846	1.567889683562	0.800000000000	0.953846153846	0.699697083075	38	"{""FIRST"":{""events"":4,""share"":0.75,""tuple"":""NONE|NONE|0|NONE|0|0""},""LAST"":{""events"":13,""share"":0.9230769230769231,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":48,""share"":0.7708333333333334,""tuple"":""NONE|NONE|0|NONE|0|0""}}"
oke	VARIABLE_RENDERER	121	30	5	5	4	7	1.177456671462	q|NONE|0|NONE|1|0	0.768595041322	1.912920078936	0.768595041322	0.917355371901	1.148419129860	0.768595041322	0.975206611570	0.764500949075	29	"{""FIRST"":{""events"":3,""share"":0.6666666666666666,""tuple"":""q|NONE|0|ar|0|0""},""LAST"":{""events"":60,""share"":0.7166666666666667,""tuple"":""q|NONE|0|NONE|1|0""},""MIDDLE"":{""events"":4,""share"":0.75,""tuple"":""NONE|NONE|0|al|0|0""},""ONLY"":{""events"":54,""share"":0.9259259259259259,""tuple"":""q|NONE|0|NONE|1|0""}}"
olche	VARIABLE_RENDERER	22	13	4	2	2	4	1.582876504313	NONE|NONE|0|NONE|1|0	0.545454545455	3.902765954145	0.545454545455	0.954545454545	2.361232389710	0.681818181818	0.954545454545	1.541533564435	12	"{""LAST"":{""events"":12,""share"":0.8333333333333334,""tuple"":""NONE|NONE|0|NONE|1|0""},""ONLY"":{""events"":10,""share"":0.5,""tuple"":""q|NONE|0|NONE|1|0""}}"
oly	VARIABLE_RENDERER	29	21	5	4	3	5	1.566066848314	NONE|NONE|0|NONE|0|0	0.655172413793	3.497272394850	0.655172413793	0.896551724138	2.529296473685	0.655172413793	0.862068965517	0.967975921165	20	"{""LAST"":{""events"":18,""share"":0.7222222222222222,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":10,""share"":0.5,""tuple"":""NONE|NONE|0|NONE|0|0""},""ONLY"":{""events"":1,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|0|0""}}"
okch	VARIABLE_RENDERER	27	19	4	3	4	8	2.032303242744	q|NONE|0|NONE|1|0	0.592592592593	4.258158427578	0.592592592593	0.740740740741	3.049480208662	0.629629629630	0.814814814815	1.208678218916	14	"{""FIRST"":{""events"":2,""share"":0.5,""tuple"":""NONE|NONE|0|ain|0|0""},""LAST"":{""events"":7,""share"":0.7142857142857143,""tuple"":""q|NONE|0|NONE|1|0""},""MIDDLE"":{""events"":6,""share"":0.5,""tuple"":""NONE|NONE|0|ar|0|0""},""ONLY"":{""events"":12,""share"":0.9166666666666666,""tuple"":""q|NONE|0|NONE|1|0""}}"
cthey	VARIABLE_RENDERER	21	17	3	4	4	5	1.625378549644	NONE|NONE|0|NONE|0|0	0.619047619048	3.983578820949	0.619047619048	0.904761904762	3.134122518798	0.619047619048	0.857142857143	0.849456302151	12	"{""FIRST"":{""events"":1,""share"":1.0,""tuple"":""sh|NONE|0|NONE|0|0""},""LAST"":{""events"":2,""share"":0.5,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":17,""share"":0.6470588235294118,""tuple"":""NONE|NONE|0|NONE|0|0""},""ONLY"":{""events"":1,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|0|0""}}"
aiiin	VARIABLE_RENDERER	21	15	6	3	3	5	1.644449219950	NONE|NONE|0|NONE|0|0	0.523809523810	4.058718904611	0.523809523810	0.857142857143	2.922004142348	0.619047619048	0.857142857143	1.136714762263	13	"{""FIRST"":{""events"":2,""share"":0.5,""tuple"":""d|NONE|0|NONE|0|0""},""LAST"":{""events"":5,""share"":0.6,""tuple"":""d|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":14,""share"":0.7142857142857143,""tuple"":""NONE|NONE|0|NONE|0|0""}}"
okol	VARIABLE_RENDERER	48	32	5	4	4	7	1.539453797231	q|NONE|0|NONE|0|0	0.604166666667	2.979492606520	0.604166666667	0.895833333333	2.136543690912	0.604166666667	0.895833333333	0.842948915607	29	"{""FIRST"":{""events"":19,""share"":0.6842105263157895,""tuple"":""q|NONE|0|NONE|0|0""},""LAST"":{""events"":3,""share"":0.3333333333333333,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":25,""share"":0.64,""tuple"":""q|NONE|0|NONE|0|0""},""ONLY"":{""events"":1,""share"":1.0,""tuple"":""q|NONE|0|NONE|1|0""}}"
okchy	VARIABLE_RENDERER	35	24	2	3	3	4	1.489285150171	q|NONE|0|NONE|0|0	0.600000000000	3.208137387407	0.600000000000	0.971428571429	2.148744034687	0.600000000000	0.971428571429	1.059393352720	22	"{""FIRST"":{""events"":10,""share"":0.7,""tuple"":""q|NONE|0|NONE|0|0""},""LAST"":{""events"":1,""share"":1.0,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":24,""share"":0.5833333333333334,""tuple"":""q|NONE|0|NONE|0|0""}}"
okey	VARIABLE_RENDERER	40	22	4	4	3	5	1.600645788724	q|NONE|0|NONE|0|0	0.625000000000	3.198273475631	0.625000000000	0.825000000000	2.329347485041	0.600000000000	0.825000000000	0.868925990589	20	"{""FIRST"":{""events"":12,""share"":0.8333333333333334,""tuple"":""q|NONE|0|NONE|0|0""},""LAST"":{""events"":5,""share"":0.6,""tuple"":""NONE|NONE|0|NONE|0|0""},""MIDDLE"":{""events"":23,""share"":0.6086956521739131,""tuple"":""q|NONE|0|NONE|0|0""}}"
eol	VARIABLE_RENDERER	50	29	5	4	3	9	2.077333522834	sh|NONE|0|NONE|0|0	0.600000000000	3.541391896526	0.600000000000	0.780000000000	2.596925042518	0.600000000000	0.720000000000	0.944466854008	26	"{""FIRST"":{""events"":4,""share"":0.25,""tuple"":""NONE|OT|0|NONE|0|0""},""LAST"":{""events"":4,""share"":0.5,""tuple"":""sh|NONE|0|NONE|1|0""},""MIDDLE"":{""events"":42,""share"":0.6666666666666666,""tuple"":""sh|NONE|0|NONE|0|0""}}"
