seed	total_bits	bits_per_symbol	gap_vs_source_winner_bits	gap_vs_context_axis_bits	key_bits	side_channel_bits	payload_bits	fixed_bits	accepted_moves	decoder_hash	cpu_exact
27101	594499.8598633751	3.059322882728716	2459.5939932863694	13451.687704274897	93.09655110815402	136.41642634605432	444475.7339813612	149794.61290455973	77	d09b4db1097d22cb172a694778d502e7b1828699aae9ea0ab69a30080519d661	True
27102	594822.0790895497	3.060981037285923	2781.813219461008	13773.906930449535	93.09655110815402	136.41642634605432	444797.9532075358	149794.61290455973	107	2e57761f9ee86398bee0a477d8a6fdc27cab54cc7c61b12e47b9434226ed3c9c	True
27103	594935.5586965408	3.061565008421712	2895.2928264520597	13887.386537440587	93.09655110815402	136.41642634605432	444911.43281452684	149794.61290455973	101	9ad92f0ec5461c0fbb333f839235d92a6a2c30bbe795dbc479293adb2904c6df	True
27104	594758.5677616503	3.0606542051504206	2718.3018915615976	13710.395602550125	93.09655110815402	136.41642634605432	444734.4418796363	149794.61290455973	66	1b1f8c2801070b021e2e21f08899ec6c01983e3a61775572197fc9853ea6bb4c	True
27105	594625.2313908518	3.059968050219488	2584.9655207630713	13577.059231751598	93.09655110815402	136.41642634605432	444601.10550883785	149794.61290455973	78	64236181ee0c8cac220a68e8e2b6a8b3521d4acdb7f44896424d4f9a1e11ffa6	True
27106	594612.4906331234	3.0599024857100687	2572.2247630347265	13564.318474023254	93.09655110815402	136.41642634605432	444588.3647511095	149794.61290455973	89	b3edde2659df40f83a5ce268a5f611963a049fa66cb0f7e13afd7d83808d5ed9	True
27107	594691.9000418009	3.0603111300806947	2651.6341717122123	13643.72788270074	93.09655110815402	136.41642634605432	444667.77415978705	149794.61290455973	63	d494ec8f948291cb045e19061f77b1061f38db9be0324cdecc019e902290b082	True
27108	594599.1836822525	3.059834007545401	2558.917812163825	13551.011523152352	93.09655110815402	136.41642634605432	444575.0578002386	149794.61290455973	79	aeba03a3ae81ec3d4356f7938abd36d74d9c343bc92baf35285deb06eeabc85d	True
27109	594627.4978240686	3.059979713386245	2587.2319539799355	13579.325664968463	93.09655110815402	136.41642634605432	444603.3719420547	149794.61290455973	84	62e19089118022844b4e50732e39fc0dd2eda9fa937c965fc50f1622678082b1	True
27110	594597.8235123594	3.0598270080502634	2557.5576422706945	13549.651353259222	93.09655110815402	136.41642634605432	444573.6976303455	149794.61290455973	100	475e7b706ed19ae3cf3348342856503cd709a0f19758bd848412fab8e3fa3a48	True
27111	594865.6739705105	3.0612053784942184	2825.4081004217733	13817.5018114103	93.09655110815402	136.41642634605432	444841.54808849655	149794.61290455973	99	eba4a60bd05d53e2f9aadfe018cfea50ceb89feb53904885d904325dab59c7c9	True
27112	594954.4949071717	3.061662455009014	2914.229037082987	13906.322748071514	93.09655110815402	136.41642634605432	444930.36902515776	149794.61290455973	56	0d6eae6d8f0a229380d2834cb77b14e849fcf2d0d35a52dbe3006dcacd18b223	True
27113	594788.1384205609	3.0608063770844613	2747.8725504721515	13739.966261460679	93.09655110815402	136.41642634605432	444764.01253854693	149794.61290455973	51	7448be741f7fbab23826e83343cfd7759e8c621fc17313dfcfe054121a44ee46	True
27114	594778.4490428922	3.0607565151133787	2738.1831728034886	13730.276883792016	93.09655110815402	136.41642634605432	444754.32316087827	149794.61290455973	76	27dc29c14b29ef9f5db5b7cc8a9df027514ffa52699bf9707826c38315e62c21	True
27115	594835.6429299163	3.0610508374154315	2795.3770598275587	13787.470770816086	93.09655110815402	136.41642634605432	444811.51704790234	149794.61290455973	79	9a585d6a4d382211f23544f2ac13b74c57302afd0d7c57b8925b054ae5136202	True
27116	594852.851197839	3.061139391932232	2812.5853277503047	13804.679038738832	93.09655110815402	136.41642634605432	444828.7253158251	149794.61290455973	76	b8b7ad14d61c0daf8994245c04a5c79ebfa0d5538fce94282c24b2a8f497cb59	True
