physical_folio	model	events	gain_bits	gain_bits_per_event
f1	CELL	9	0.000000000000	0.000000000000
f1	GLOBAL_TWO_RULE	9	-0.221358476287	-0.024595386254
f1	CURRIER_TWO_RULE	9	-0.074943716593	-0.008327079621
f1	REGISTER_TWO_RULE	9	-0.022265134107	-0.002473903790
f10	CELL	43	0.000000000000	0.000000000000
f10	GLOBAL_TWO_RULE	43	-0.566283168094	-0.013169376002
f10	CURRIER_TWO_RULE	43	-0.197915339080	-0.004602682304
f10	REGISTER_TWO_RULE	43	-0.175749194838	-0.004087190578
f100	CELL	17	0.000000000000	0.000000000000
f100	GLOBAL_TWO_RULE	17	-0.566838109206	-0.033343418189
f100	CURRIER_TWO_RULE	17	-0.153920944907	-0.009054173230
f100	REGISTER_TWO_RULE	17	-0.083177955780	-0.004892820928
f102	CELL	18	0.000000000000	0.000000000000
f102	GLOBAL_TWO_RULE	18	-0.513831665823	-0.028546203657
f102	CURRIER_TWO_RULE	18	-0.095449684224	-0.005302760235
f102	REGISTER_TWO_RULE	18	-0.133222490656	-0.007401249481
f103	CELL	134	0.000000000000	0.000000000000
f103	GLOBAL_TWO_RULE	134	2.952076676835	0.022030422961
f103	CURRIER_TWO_RULE	134	3.004969671762	0.022425146804
f103	REGISTER_TWO_RULE	134	2.821525980934	0.021056164037
f104	CELL	100	0.000000000000	0.000000000000
f104	GLOBAL_TWO_RULE	100	5.999609260541	0.059996092605
f104	CURRIER_TWO_RULE	100	6.137890908325	0.061378909083
f104	REGISTER_TWO_RULE	100	4.730303710446	0.047303037104
f105	CELL	89	0.000000000000	0.000000000000
f105	GLOBAL_TWO_RULE	89	-3.003185758331	-0.033743660206
f105	CURRIER_TWO_RULE	89	-3.239050185376	-0.036393822308
f105	REGISTER_TWO_RULE	89	-2.227576722356	-0.025028951937
f106	CELL	109	0.000000000000	0.000000000000
f106	GLOBAL_TWO_RULE	109	5.834410816480	0.053526704738
f106	CURRIER_TWO_RULE	109	6.125495366527	0.056197205197
f106	REGISTER_TWO_RULE	109	4.723177093652	0.043331899942
f107	CELL	165	0.000000000000	0.000000000000
f107	GLOBAL_TWO_RULE	165	4.243578062093	0.025718654922
f107	CURRIER_TWO_RULE	165	4.273212566089	0.025898257976
