axis	metric	voynich	lexical_a	human_grown_b2	factorial_b	comparability	placement	note
HOST_RECOVERY	held_host_accuracy	NA_NO_ORACLE	0.8810674917810868	0.26809550667418686	0.21676668485179124	NOT_COMPARABLE_NO_VOYNICH_ORACLE	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	Voynich has no lexical-ID oracle.
HOST_RECOVERY	exact_true_host_rate	NA_NO_ORACLE	0.7942566976011206	0.6158291017334968	0.30309928208720016	NOT_COMPARABLE_NO_VOYNICH_ORACLE	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	Voynich has no true-host boundary oracle.
HOST_RECURRENCE_PROXY	recurrent_host_mass	0.9092092803030303	0.6554489286183778	0.6545287235441041	0.659261206783226	DIRECT_PROXY_NOT_RECOVERY	OUTSIDE_SYNTHETIC_RANGE	Exact inferred/PAGE_HOST recurrence; not recovery.
HOST_RECURRENCE_PROXY	cross_folio_host_mass	0.9068418560606061	0.6449980281319837	0.6439463651899566	0.6488760352307086	DIRECT_PROXY_NOT_RECOVERY	OUTSIDE_SYNTHETIC_RANGE	Mass whose exact host occurs on at least two physical folios.
LEFT_RIGHT_COMPATIBILITY	selected_left_operations	12.0	11.0	12.0	8.0	COUNT_SIZE_DEPENDENT	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	Frozen cap is twelve.
LEFT_RIGHT_COMPATIBILITY	selected_right_operations	12.0	12.0	12.0	12.0	COUNT_SIZE_DEPENDENT	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	Frozen cap is twelve.
LEFT_RIGHT_COMPATIBILITY	compatibility_density	0.8333333333333334	0.19696969696969696	0.2777777777777778	0.875	DIRECT	FACTORIAL_B_LIKE	Exact GDT173 surface-operation definition.
LEFT_RIGHT_COMPATIBILITY	null_density	0.8713650173611112	0.21455522017045456	0.3346354166666667	0.7294718424479166	DIRECT	OUTSIDE_SYNTHETIC_RANGE	Null mean compatible pairs divided by the frozen operation-pair denominator.
LEFT_RIGHT_COMPATIBILITY	null_excess	-0.03803168402777779	-0.017585523200757597	-0.056857638888888895	0.14552815755208337	DIRECT	B2_LIKE	Observed density minus null density.
LEFT_RIGHT_COMPATIBILITY	inclusive_p	0.9395121951219512	0.7990243902439025	0.9863414634146341	0.001951219512195122	DIRECT_TEST_TAIL	UNRESOLVED_TEST_TAIL_NOT_ARCHITECTURE	Inferential tail, not an architectural coordinate.
SHORT_HOST_STRUCTURE	length_2_3_mass	0.37843276515151514	0.3442881556461154	0.3264098856316551	0.35717102668594713	DIRECT	OUTSIDE_SYNTHETIC_RANGE	Token-weighted PAGE_HOST/inferred-host mass.
SAME_GROUP_SUBSTITUTION	mean_delta_cosine	0.1704342206239776	0.21301747869570764	0.018672363698603305	0.055621675407627476	STRUCTURALLY_ANALOGOUS_HPR2_SIGNATURE	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	Voynich profile has six frozen HPR2 compiler fields.
EXTERNAL_SUBSTITUTION	mean_delta_cosine	0.09686189948856452	0.012505160599950717	0.07399052165346319	0.06609276686577072	DIRECT	OUTSIDE_SYNTHETIC_RANGE	Exact +/-2 host-window endpoint.
NEXT_HOST	held_gain_bits	-4935.4921452940325	23494.903877616518	17318.699637050944	13495.334037506842	DIRECTION_ONLY_UNEQUAL_CORPUS	OUTSIDE_SYNTHETIC_RANGE	Raw bits are not magnitude-comparable.
WHOLE_LINE	held_gain_bits	-3436.627194194523	7975.75313121743	2663.110214779543	-1034.3068285945626	DIRECTION_ONLY_UNEQUAL_CORPUS	FACTORIAL_B_LIKE_DIRECTION	Raw bits are not magnitude-comparable.
CLOSURE	right_marked_record_end_precision	0.0388078236572493	0.28987129266927814	0.14098360655737704	0.11106355660175476	STRUCTURALLY_ANALOGOUS_EDITORIAL_PARAGRAPH_END	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	HPR2 right marks and editorial paragraph ends differ from synthetic records.
CLOSURE	record_end_right_mark_recall	0.4340277777777778	0.6108490566037735	0.6084905660377359	0.6120283018867925	STRUCTURALLY_ANALOGOUS_EDITORIAL_PARAGRAPH_END	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	HPR2 right marks and editorial paragraph ends differ from synthetic records.
REGISTER_ALIGNMENT	greedy_matched_mean_cosine	0.6835832166882294	0.7036859129615715	0.7173141137889566	0.7485824534431792	NOT_DIRECTLY_COMPARABLE_NONPARALLEL_CONTENT	UNRESOLVED_NOT_DIRECTLY_COMPARABLE	Synthetic renderers share content; Voynich registers do not.
