field_id	page	physical_folio	locus	additional_field_index	groups	tokens	residual_hosts	record_states	closer_host	singleton	claim_state
HBF001	f26r	f26	f26r.4	1	2	cheos|ytedy	os|yte	CARRIER_STATE|DY_RESOLUTION	yte	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF002	f26r	f26	f26r.4	2	1	qokedy	oke	DY_RESOLUTION	oke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF003	f26r	f26	f26r.4	3	1	ytedy	yte	DY_RESOLUTION	yte	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF004	f26r	f26	f26r.4	4	1	chekedy	ke	DY_RESOLUTION	ke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF005	f26r	f26	f26r.4	5	4	daiin|odam|s|aldy	aiin|odam|s|al	ENTRY_STATE|OTHER|OTHER|DY_RESOLUTION	al	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF006	f26r	f26	f26r.6	1	1	qokedy	oke	DY_RESOLUTION	oke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF007	f26r	f26	f26r.8	1	1	qokeedy	okee	DY_RESOLUTION	okee	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF008	f26r	f26	f26r.8	2	5	qoteedar|s|ok|ol|qokedy	oteedar|s|ok|ol|oke	AR_REFERENCE|OTHER|OTHER|OL_STATE|DY_RESOLUTION	oke	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF009	f26v	f26	f26v.3	1	1	otedy	ote	DY_RESOLUTION	ote	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF010	f26v	f26	f26v.3	2	1	ckhdy	ckh	DY_RESOLUTION	ckh	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF011	f26v	f26	f26v.3	3	3	odar|chedy|ytedy	odar|dy|yte	AR_REFERENCE|CARRIER_STATE|DY_RESOLUTION	yte	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF012	f26v	f26	f26v.3	4	1	okchdy	okch	DY_RESOLUTION	okch	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF013	f26v	f26	f26v.6	1	1	keody	keo	DY_RESOLUTION	keo	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF014	f26v	f26	f26v.6	2	1	shedy	e	DY_RESOLUTION	e	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF015	f31r	f31	f31r.10	1	1	okedy	oke	DY_RESOLUTION	oke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF016	f31r	f31	f31r.10	2	1	qokedy	oke	DY_RESOLUTION	oke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF017	f31r	f31	f31r.10	3	1	qokeedy	okee	DY_RESOLUTION	okee	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF018	f31r	f31	f31r.13	1	1	ykedy	yke	DY_RESOLUTION	yke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF019	f31r	f31	f31r.8	1	1	qokedy	oke	DY_RESOLUTION	oke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF020	f31r	f31	f31r.8	2	3	cheol|cheod|qokeody	ol|od|okeo	OL_STATE|CARRIER_STATE|DY_RESOLUTION	okeo	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF021	f33r	f33	f33r.2	1	3	qokar|cheky|okaldy	okar|ky|okal	AR_REFERENCE|CARRIER_STATE|DY_RESOLUTION	okal	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF022	f33r	f33	f33r.2	2	1	qokaldy	okal	DY_RESOLUTION	okal	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF023	f33v	f33	f33v.5	1	1	chody	o	DY_RESOLUTION	o	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF024	f33v	f33	f33v.7	1	1	shefchdy	efch	DY_RESOLUTION	efch	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF025	f33v	f33	f33v.7	2	1	shckhdy	ckh	DY_RESOLUTION	ckh	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF026	f33v	f33	f33v.7	3	1	oltedy	olte	DY_RESOLUTION	olte	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF027	f33v	f33	f33v.7	4	4	daiin|oky|cheol|chdyshdy	aiin|oky|ol|dysh	ENTRY_STATE|OTHER|OL_STATE|DY_RESOLUTION	dysh	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF028	f34r	f34	f34r.1	1	1	okedody	okedo	DY_RESOLUTION	okedo	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF029	f34r	f34	f34r.1	2	2	shod|ololdy	od|olol	CARRIER_STATE|DY_RESOLUTION	olol	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF030	f34r	f34	f34r.13	1	1	qokchdy	okch	DY_RESOLUTION	okch	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF031	f34r	f34	f34r.14	1	3	qokal|chedy|chcthedy	okal|dy|cthe	AL_STATE|CARRIER_STATE|DY_RESOLUTION	cthe	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF032	f34r	f34	f34r.15	1	1	qokedy	oke	DY_RESOLUTION	oke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF033	f34r	f34	f34r.3	1	5	chyty|chdaly|dar|chd|otedy	yty|daly|ar|d|ote	CARRIER_STATE|AL_STATE|AR_REFERENCE|CARRIER_STATE|DY_RESOLUTION	ote	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF034	f34r	f34	f34r.3	2	2	qotol|okedy	otol|oke	OT_OL_LOCAL|DY_RESOLUTION	oke	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF035	f34r	f34	f34r.3	3	1	dody	o	DY_RESOLUTION	o	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF036	f34r	f34	f34r.3	4	1	ody	o	DY_RESOLUTION	o	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF037	f34r	f34	f34r.4	1	6	daiin|chey|aiin|shy|chckhy|oltchedy	aiin|y|aiin|y|ckhy|oltche	ENTRY_STATE|CARRIER_STATE|OTHER|CARRIER_STATE|CARRIER_STATE|DY_RESOLUTION	oltche	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF038	f34r	f34	f34r.4	2	1	otedy	ote	DY_RESOLUTION	ote	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF039	f34r	f34	f34r.5	1	1	shedy	e	DY_RESOLUTION	e	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF040	f34r	f34	f34r.5	2	1	shedy	e	DY_RESOLUTION	e	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF041	f34v	f34	f34v.10	1	1	kchdy	kch	DY_RESOLUTION	kch	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF042	f34v	f34	f34v.10	2	1	okeedy	okee	DY_RESOLUTION	okee	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF043	f34v	f34	f34v.2	1	2	okchy|chckhdy	okchy|ckh	OTHER|DY_RESOLUTION	ckh	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF044	f34v	f34	f34v.9	1	3	cphy|qokeey|keedy	cphy|okeey|kee	OTHER|Q_OUTER_STATE|DY_RESOLUTION	kee	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF045	f34v	f34	f34v.9	2	1	kchdy	kch	DY_RESOLUTION	kch	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF046	f34v	f34	f34v.9	3	2	chedy|qokedy	dy|oke	CARRIER_STATE|DY_RESOLUTION	oke	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF047	f39r	f39	f39r.13	1	1	otedy	ote	DY_RESOLUTION	ote	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF048	f39r	f39	f39r.13	2	1	tedy	e	DY_RESOLUTION	e	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF049	f39v	f39	f39v.13	1	1	otedy	ote	DY_RESOLUTION	ote	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF050	f39v	f39	f39v.13	2	1	okedy	oke	DY_RESOLUTION	oke	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF051	f39v	f39	f39v.13	3	1	lchdy	lch	DY_RESOLUTION	lch	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF052	f39v	f39	f39v.2	1	5	olky|chdy|ykar|olkedaiin|ody	olky|dy|ykar|olkedaiin|o	OL_STATE|CARRIER_STATE|AR_REFERENCE|OL_STATE|DY_RESOLUTION	o	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF053	f39v	f39	f39v.6	1	6	okchey|cho|ckhcfhhy|or|aly|shody	okchey|o|ckhcfhhy|or|aly|o	OTHER|CARRIER_STATE|OTHER|OTHER|AL_STATE|DY_RESOLUTION	o	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF054	f39v	f39	f39v.7	1	1	shedy	e	DY_RESOLUTION	e	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
