host	wrapper	register	o_unit	ot_unit	context_similarity	matched_control_similarity	gain_vs_control	control_units
a	NONE	STARS_RECIPE_B	f108v|a|O|NONE	f103v|a|OT|NONE	0.312080536913	0.248213123679	0.0638674132336	7
a	NONE	STARS_RECIPE_B	f108v|a|O|NONE	f104v|a|OT|NONE	0.231884057971	0.277188918273	-0.0453048603017	6
a	NONE	STARS_RECIPE_B	f108v|a|O|NONE	f105r|a|OT|NONE	0.253918495298	0.248213123679	0.0057053716187	7
a	NONE	STARS_RECIPE_B	f108v|a|O|NONE	f107v|a|OT|NONE	0.256926952141	0.299887527731	-0.0429605755902	4
a	NONE	STARS_RECIPE_B	f108v|a|O|NONE	f111r|a|OT|NONE	0.381215469613	0.299887527731	0.081327941882	4
a	NONE	STARS_RECIPE_B	f108v|a|O|NONE	f112v|a|OT|NONE	0.369426751592	0.183473389356	0.185953362237	2
a	NONE	STARS_RECIPE_B	f108v|a|O|NONE	f114v|a|OT|NONE	0.225352112676	0.183473389356	0.0418787233203	2
aiir	NONE	STARS_RECIPE_B	f114v|aiir|O|NONE	f113v|aiir|OT|NONE	0.232686980609	0.231767360633	0.000919619976567	3
ch	NONE	HERBAL_A	f20r|ch|O|NONE	f22v|ch|OT|NONE	0.172043010753	0.1637013916	0.0083416191524	12
ch	NONE	HERBAL_A	f20r|ch|O|NONE	f2r|ch|OT|NONE	0.117117117117	0.1637013916	-0.0465842744832	12
ch	NONE	HERBAL_A	f20r|ch|O|NONE	f36v|ch|OT|NONE	0.142857142857	0.160756516881	-0.017899374024	22
ch	NONE	HERBAL_A	f20r|ch|O|NONE	f45r|ch|OT|NONE	0.154761904762	0.160756516881	-0.00599461211919	22
ch	NONE	HERBAL_A	f20r|ch|O|NONE	f8v|ch|OT|NONE	0.185185185185	0.161904741004	0.0232804441813	5
ch	q	HERBAL_A	f30r|ch|O|q	f25r|ch|OT|q	0.0144927536232	0.0931295901445	-0.0786368365213	3
ch	q	HERBAL_A	f30r|ch|O|q	f28r|ch|OT|q	0.174418604651	0.132379099306	0.0420395053449	34
ch	q	HERBAL_A	f30r|ch|O|q	f49v|ch|OT|q	0.153225806452	0.145739287451	0.0074865190011	2
ch	q	STARS_RECIPE_B	f112v|ch|O|q	f104v|ch|OT|q	0.305194805195	0.249494681636	0.0557001235588	19
ch	q	STARS_RECIPE_B	f112v|ch|O|q	f106v|ch|OT|q	0.275510204082	0.3080946728	-0.0325844687185	2
ch	q	STARS_RECIPE_B	f112v|ch|O|q	f111r|ch|OT|q	0.3	0.298872531936	0.00112746806378	7
che	NONE	HERBAL_B	f43v|che|O|NONE	f34r|che|OT|NONE	0.205882352941	0.192878986457	0.0130033664842	7
che	NONE	HERBAL_B	f43v|che|O|NONE	f48v|che|OT|NONE	0.196261682243	0.192878986457	0.00338269578602	7
che	NONE	OTHER_B	f75v|che|O|NONE	f83r|che|OT|NONE	0.329861111111	0.243974472925	0.0858866381857	5
che	NONE	OTHER_B	f75v|che|O|NONE	f85r1|che|OT|NONE	0.173285198556	0.223773626498	-0.0504884279423	9
che	NONE	OTHER_B	f75v|che|O|NONE	f86v3|che|OT|NONE	0.138996138996	0.207810589437	-0.0688144504412	2
che	NONE	OTHER_B	f84v|che|O|NONE	f83r|che|OT|NONE	0.35736677116	0.266741352195	0.0906254189644	6
che	NONE	OTHER_B	f84v|che|O|NONE	f85r1|che|OT|NONE	0.194267515924	0.226799496947	-0.0325319810236	9
