edition	axis	model	rows	positives	held_folios	swappable_rows	gain_bits	selector_paid_gain_bits	positive_folios	mean_brier_gain	mean_ap_gain	null_median_bits	local_p	max_15_p
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	149	66	7	85	-10.039692961096	-13.946583556705	2	-0.005041429836	-0.035152526690	-4.626115185043	0.890651696363	1.000000000000
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	149	66	7	85	-11.567877505997	-15.474768101605	3	0.002238293166	-0.036264116487	-10.491616922221	0.609226263119	1.000000000000
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	149	66	7	85	-18.648983779182	-22.555874374791	1	-0.014685262122	-0.081638153074	-10.966954529963	0.947034415426	1.000000000000
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	149	66	7	85	1.669199437331	-2.237691158277	3	0.004474859086	0.018786102953	3.454761997064	0.744935318526	0.753234073712
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	149	66	7	85	-16.542231369916	-20.449121965525	1	-0.013519262431	-0.074165810014	-11.662232136050	0.873077861850	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_HOST_CHAR3_HASH32	155	22	7	90	-5.118513473764	-9.025404069373	5	-0.009480772505	0.024418842667	-5.381843628654	0.460336831828	1.000000000000
ZL3b	TAIL_2_VS_1	BODY_HOST_CHAR3_HASH32	155	22	7	90	-6.657972754461	-10.564863350070	3	-0.000967132237	0.112245474637	-8.232249032152	0.388332926532	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_BODY_HOST_CHAR3_HASH32	155	22	7	90	-6.965518939671	-10.872409535280	4	-0.006953832922	-0.026234121352	-7.810608907519	0.411764705882	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_COMPILER12	155	22	7	90	-6.276590881395	-10.183481477004	2	-0.007738243745	-0.112639925166	-5.665804266241	0.709787649500	1.000000000000
ZL3b	TAIL_2_VS_1	RAW_RECORD_CHAR3_HASH32	155	22	7	90	-13.735527814483	-17.642418410091	2	-0.009500997315	-0.096623597467	-11.822153182717	0.765438125458	1.000000000000
ZL3b	COLOR_RED_VS_YEL	OPEN_HOST_CHAR3_HASH32	150	83	7	82	-8.654465280070	-12.561355875678	3	-0.012857213010	0.011096247513	-11.148722071470	0.308518428118	1.000000000000
ZL3b	COLOR_RED_VS_YEL	BODY_HOST_CHAR3_HASH32	150	83	7	82	-32.067336323661	-35.974226919270	0	-0.056060107398	-0.094303781056	-24.104679364111	0.962899682695	1.000000000000
ZL3b	COLOR_RED_VS_YEL	OPEN_BODY_HOST_CHAR3_HASH32	150	83	7	82	-17.159204589208	-21.066095184816	2	-0.032120324745	-0.033700380472	-11.889722692403	0.950207468880	1.000000000000
ZL3b	COLOR_RED_VS_YEL	OPEN_COMPILER12	150	83	7	82	-7.947911184788	-11.854801780396	0	-0.016472602004	-0.010824681829	-8.189011041804	0.462533561142	1.000000000000
ZL3b	COLOR_RED_VS_YEL	RAW_RECORD_CHAR3_HASH32	150	83	7	82	-20.958637043044	-24.865527638652	2	-0.037530840593	-0.028317522338	-22.125907989984	0.392726385160	1.000000000000
IT2a	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	149	66	7	85	-10.676550428442	-14.583441024051	3	-0.013045193198	-0.009006362841	-8.648412005174	0.665120820112	1.000000000000
IT2a	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	149	66	7	85	-13.458243565010	-17.365134160619	2	-0.004074086098	-0.019804467176	-15.942368952880	0.267512814254	1.000000000000
IT2a	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	149	66	7	85	-14.370732486631	-18.277623082239	2	-0.007677224061	-0.050428520389	-9.120966794675	0.825726141079	1.000000000000
IT2a	RAYS_8_VS_7	OPEN_COMPILER12	149	66	7	85	-1.878443343656	-5.785333939265	3	-0.001530743256	0.022079523338	-2.080447758254	0.471076397364	0.801562118623
IT2a	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	149	66	7	85	-11.000456745148	-14.907347340757	3	-0.004374178272	-0.074514956497	-2.760670254512	0.963876006834	1.000000000000
IT2a	TAIL_2_VS_1	OPEN_HOST_CHAR3_HASH32	155	22	7	90	-7.904900310440	-11.811790906048	3	-0.011162234344	0.042444705168	-7.142445086122	0.657798389065	1.000000000000
IT2a	TAIL_2_VS_1	BODY_HOST_CHAR3_HASH32	155	22	7	90	-0.761595221623	-4.668485817231	3	0.002196519091	0.071343091552	-5.005617719313	0.192824017574	0.651696363193
IT2a	TAIL_2_VS_1	OPEN_BODY_HOST_CHAR3_HASH32	155	22	7	90	-6.972772701680	-10.879663297288	3	-0.007334281550	0.004249410736	-6.927068611578	0.507688552599	1.000000000000
IT2a	TAIL_2_VS_1	OPEN_COMPILER12	155	22	7	90	-5.204855521359	-9.111746116968	2	-0.006996410161	-0.044736004085	-5.570743451706	0.398340248963	0.995606541372
IT2a	TAIL_2_VS_1	RAW_RECORD_CHAR3_HASH32	155	22	7	90	-14.224759436261	-18.131650031869	2	-0.009498039400	-0.027471820441	-13.279849146812	0.599951183793	1.000000000000
IT2a	COLOR_RED_VS_YEL	OPEN_HOST_CHAR3_HASH32	150	83	7	85	-2.391078256203	-6.297968851812	3	-0.001387355140	0.039641338069	-7.661109827567	0.149621674396	0.857944837686
IT2a	COLOR_RED_VS_YEL	BODY_HOST_CHAR3_HASH32	150	83	7	85	-23.971865700661	-27.878756296270	0	-0.042075950131	-0.063955484434	-22.115968002018	0.675616304613	1.000000000000
IT2a	COLOR_RED_VS_YEL	OPEN_BODY_HOST_CHAR3_HASH32	150	83	7	85	-12.524162708940	-16.431053304549	1	-0.022695392438	-0.004635158155	-11.281347144064	0.614351964852	1.000000000000
IT2a	COLOR_RED_VS_YEL	OPEN_COMPILER12	150	83	7	85	-10.605105937946	-14.511996533555	1	-0.022279989334	-0.028124046607	-7.760322275671	0.908469611911	1.000000000000
IT2a	COLOR_RED_VS_YEL	RAW_RECORD_CHAR3_HASH32	150	83	7	85	-15.194242946183	-19.101133541792	2	-0.028513568985	0.010990147425	-17.275207136447	0.309982914328	1.000000000000
RF1b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	149	66	7	88	-9.823340904898	-13.730231500507	2	-0.000881327101	-0.047380553395	-4.459437253123	0.887722723944	1.000000000000
RF1b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	149	66	7	88	-7.838919666643	-11.745810262252	3	0.000858262465	-0.046958256084	-6.536941580837	0.654381254577	1.000000000000
RF1b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	149	66	7	88	-12.810194962383	-16.717085557992	1	-0.002753968007	-0.059658910585	-6.733221555421	0.887478642909	1.000000000000
RF1b	RAYS_8_VS_7	OPEN_COMPILER12	149	66	7	88	0.010377820452	-3.896512775156	3	0.002299474099	0.017925155359	1.541339394610	0.721747620210	0.880156211862
RF1b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	149	66	7	88	-18.609618382830	-22.516508978438	2	-0.015897738931	-0.105180032465	-15.594010711089	0.732243104711	1.000000000000
RF1b	TAIL_2_VS_1	OPEN_HOST_CHAR3_HASH32	155	22	7	92	-2.090467167923	-5.997357763531	4	-0.006615078301	0.038637936215	-2.157232165948	0.486697583598	0.992433487918
RF1b	TAIL_2_VS_1	BODY_HOST_CHAR3_HASH32	155	22	7	92	0.959759570829	-2.947131024779	3	0.004137883571	0.238322796597	-2.226980778859	0.202587258970	0.743714913351
RF1b	TAIL_2_VS_1	OPEN_BODY_HOST_CHAR3_HASH32	155	22	7	92	-2.461697090581	-6.368587686190	5	-0.001802424507	0.065984535952	-3.074932301115	0.421772028313	0.997071027581
RF1b	TAIL_2_VS_1	OPEN_COMPILER12	155	22	7	92	-5.018924965035	-8.925815560644	2	-0.005923306766	-0.038851681653	-4.794339516387	0.578227971687	1.000000000000
RF1b	TAIL_2_VS_1	RAW_RECORD_CHAR3_HASH32	155	22	7	92	-12.123978190232	-16.030868785841	2	-0.007691928310	-0.001483336330	-9.573162439390	0.839394679033	1.000000000000
