control_id	view	eligible	reason	native_events	selected_events	source_folds	scoring_folds	powered_for_gate	alphabet_codepoints	top20_character_coverage	alphabet_map_sha256
VOYNICH_REFERENCE	LENGTH_MATCHED_OVERLAY	1	FROZEN_GDT277_REFERENCE	8448	4476	91	91	1			
VOYNICH_REFERENCE	NATIVE_ORDER	1	FROZEN_GDT276_REFERENCE	8448	8448	91	91	1			
ORDINARY_NATURAL_LANGUAGE	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	436983	4476	4	91		51	0.959083910147	04cf03ccbba77c76c8330bd5182018eeba36d9570dc50116057c801cfc8d2ff0
ORDINARY_NATURAL_LANGUAGE	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	436983	8448	4	4	1	36	0.958009970705	5779a8bdda36eaf31235220e67f07b858a6385fca25096718cd152518b8d4399
ABBREVIATION_HEAVY_MEDIEVAL	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	437007	4476	4	91		51	0.953714402735	8cb9b1445301e116d9e983901b40e04994345ba1edefd9352f3819a57d803616
ABBREVIATION_HEAVY_MEDIEVAL	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	437007	8448	4	4	1	35	0.956148457296	5ec4b72e2bf2a5ac7678e08161e4702275b70baf934ad72887ee553a55ab9f63
STE1_EXPANDED_RECIPES	LENGTH_MATCHED_OVERLAY	0	"INSUFFICIENT_EXACT_HOST_LENGTH_CAPACITY:{""2"": 1722, ""3"": 235, ""4"": 774, ""5"": 981, ""6"": 430, ""7"": 135, ""8"": 59, ""9"": 22, ""10"": 7}"	111	0						
STE1_EXPANDED_RECIPES	NATIVE_ORDER	1	ALL_ELIGIBLE_EVENTS	111	111	2	2	0	23	0.984513274336	24d104be48f0edaa6ddc5072168105784ec2dd35d7a4b8bb212540fc334e2041
STE1_DIPLOMATIC_RECIPES	LENGTH_MATCHED_OVERLAY	0	"INSUFFICIENT_EXACT_HOST_LENGTH_CAPACITY:{""2"": 1709, ""3"": 251, ""4"": 769, ""5"": 976, ""6"": 439, ""7"": 136, ""8"": 59, ""9"": 22, ""10"": 7}"	111	0						
STE1_DIPLOMATIC_RECIPES	NATIVE_ORDER	1	ALL_ELIGIBLE_EVENTS	111	111	2	2	0	23	0.983213429257	9659c991e6feb233311d39ffb90e5a9f1f33e2a077a37ce1ef1269f204fabc92
AUGSBURG_ACCOUNTS_1402_1424	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	281234	4476	12	91		42	0.925857698260	a4ddf2945c3a225511aa6179828a7e1f6884d5f52a30a8b0a443e820bc59dbcd
AUGSBURG_ACCOUNTS_1402_1424	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	281234	8448	12	12	1	41	0.924892828177	d42f05c66ebd0d2a44e28569ed011205c46a2af6c500d344efbe8046da380212
LATIN_MEDICAL_GRAPHEMATIC	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	12000	4476	12	91		40	0.926392919024	c6756e6da75c183a43d8d0bed233fa1ff87033333d445fad648aa31d08d85fab
LATIN_MEDICAL_GRAPHEMATIC	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	12000	8448	12	10	1	40	0.931678660596	d49f89cfd3cf2040ca2d76b227b90e83da826476f9cd8bc24ae688be68381b1c
LATIN_15C_GRAPHEMATIC	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	12000	4476	12	91		46	0.958565865738	1a5ec70608a3743c2443db7f33734518822c662a50ecc1672e837675d2dbea2b
LATIN_15C_GRAPHEMATIC	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	12000	8448	12	12	1	46	0.956886869512	aa337def1947e3bd67d5adb6e466dcf76da7744057cc9100cd07f9b31ea20841
LATIN_SCHOLASTIC_GRAPHEMATIC	LENGTH_MATCHED_OVERLAY	0	"INSUFFICIENT_EXACT_HOST_LENGTH_CAPACITY:{""5"": 13}"	11317	0						
LATIN_SCHOLASTIC_GRAPHEMATIC	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	11317	8448	6	6	1	41	0.889454227452	a7201ead7fc3901c9f6daca908034f789e0d0d3e4de3251821edc0a926762eaf
IFORAL_1395_1411_GRAPHEMATIC	LENGTH_MATCHED_OVERLAY	0	"INSUFFICIENT_EXACT_HOST_LENGTH_CAPACITY:{""4"": 4, ""5"": 397}"	6104	0						
IFORAL_1395_1411_GRAPHEMATIC	NATIVE_ORDER	1	ALL_ELIGIBLE_EVENTS	6104	6104	6	6	0	33	0.955408720424	2c70cea0d361c1276d279e2dcb4f45d59122262501dd6f2a2fd6740718b50467
LATIN_GERMAN_APOTHECARY_LATE15	LENGTH_MATCHED_OVERLAY	0	"INSUFFICIENT_EXACT_HOST_LENGTH_CAPACITY:{""2"": 1382, ""3"": 49, ""4"": 583, ""5"": 794, ""6"": 265}"	1554	0						
LATIN_GERMAN_APOTHECARY_LATE15	NATIVE_ORDER	1	ALL_ELIGIBLE_EVENTS	1554	1554	6	6	0	38	0.956891817683	f20a3ceb9206ba7da9b9fcab329c33a74a7213b55240750e8626dab431a7d312
LEARNED_ABBREVIATION_MAP	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	436572	4476	4	91		51	0.957224217858	e24dd77879e4441759c13057e36f8a58eca1dbb5dd2c815f73906217bf690321
LEARNED_ABBREVIATION_MAP	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	436572	8448	4	4	1	33	0.957484766976	e24dd77879e4441759c13057e36f8a58eca1dbb5dd2c815f73906217bf690321
LEARNED_ABBREVIATION_SAMPLED	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	436565	4476	4	91		51	0.957634007605	e24dd77879e4441759c13057e36f8a58eca1dbb5dd2c815f73906217bf690321
LEARNED_ABBREVIATION_SAMPLED	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	436565	8448	4	4	1	33	0.957002025658	55766efe973b32f122a093262058655ea905b350498cb94d2cda7bb0075403f1
ARBITRARY_LOCAL_CODEBOOK	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	15214	4476	176	91		60	0.877355907181	62a2fc93604bc2148b0a83bdca22dcc4a27024ce009ea5861af7e4f92dac491a
ARBITRARY_LOCAL_CODEBOOK	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	15214	8448	176	176	1	58	0.877451614294	19f80cea4d089d880e014a98f59daebd44d7abe1aefa645750deefedd2969546
COMPOSITIONAL_TECHNICAL_NOTATION	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	15214	4476	176	91		60	0.892246624888	dae4aee8447501fd0a54f4ed149609ae7b1fe7de2e37e0a5e887dd189fbea50a
COMPOSITIONAL_TECHNICAL_NOTATION	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	15214	8448	176	175	1	59	0.892540906680	9df3f25e684f21a22c7388769a47a717b1689ecad4ce2c6f897ec84523119c09
HYBRID_SHORTHAND	LENGTH_MATCHED_OVERLAY	1	EXACT_GDT277_QUOTAS_MET	15214	4476	176	91		60	0.887015682657	bbc7c24b887ea14796e3c456398c4baa5696f18cd2b47b3b8d587d80ce36a433
HYBRID_SHORTHAND	NATIVE_ORDER	1	SHA256_SOURCE_LINE_SELECTION_NATIVE_ORDER_RESTORED	15214	8448	176	176	1	59	0.886942045573	e6d749805108ccab61c802f1c2b5f82dc5915c24a1f942865d0b89850073937d
