control_id	split	held_value	model	events	covered_exact_host_events	bits	top1
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F00	SHAPE_CONTEXT	700	629	163.940539937820	672
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F00	EXACT_HOST	700	629	160.522620919289	672
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F00	EXACT_HOST_X_POSITION	700	629	167.795517579993	672
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F01	SHAPE_CONTEXT	548	503	132.830470980242	528
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F01	EXACT_HOST	548	503	100.252616833788	528
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F01	EXACT_HOST_X_POSITION	548	503	98.864539286899	528
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F02	SHAPE_CONTEXT	659	593	190.947527770640	631
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F02	EXACT_HOST	659	593	148.707935194061	631
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F02	EXACT_HOST_X_POSITION	659	593	146.185077965648	631
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F03	SHAPE_CONTEXT	544	501	151.843201852336	517
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F03	EXACT_HOST	544	501	125.112164499407	517
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F03	EXACT_HOST_X_POSITION	544	501	123.716698522468	517
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F04	SHAPE_CONTEXT	766	679	164.595393875039	737
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F04	EXACT_HOST	766	679	138.479180421681	737
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F04	EXACT_HOST_X_POSITION	766	679	137.729092583900	737
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F05	SHAPE_CONTEXT	824	721	283.877126918690	787
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F05	EXACT_HOST	824	721	234.588146785414	787
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F05	EXACT_HOST_X_POSITION	824	721	233.183649141960	787
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F06	SHAPE_CONTEXT	543	500	130.449796236012	522
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F06	EXACT_HOST	543	500	114.179738744158	522
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F06	EXACT_HOST_X_POSITION	543	500	112.817001682619	522
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F07	SHAPE_CONTEXT	752	691	203.489938625025	722
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F07	EXACT_HOST	752	691	159.992000801696	722
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F07	EXACT_HOST_X_POSITION	752	691	158.852015098800	722
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F08	SHAPE_CONTEXT	1012	913	259.510774800410	963
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F08	EXACT_HOST	1012	913	214.520921625715	963
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	F:AUGSBURG_ACCOUNTS_1402_1424:F08	EXACT_HOST_X_POSITION	1012	913	208.627186321871	963
