context_mode	axis	held	focal_occurrences	training_occurrences	source_seen_occurrences	source_seen_fraction	unigram_bits	nuisance_bits	host_bits	gain_bits	ok_y_weight	ok_y_gain_bits	gain_without_ok_y_bits	gain_per_focal	claim_state
WINDOW_PM2	HELD_FOLIO	f1	54	15149	47	0.870370370370	440.509261947101	476.065408523946	525.682305992891	-49.616897468945	0.500000000000	0.262596106489	-49.879493575434	-0.918831434610	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f10	85	15118	78	0.917647058824	635.532305951488	657.534448272242	699.166884462306	-41.632436190063	0	0	-41.632436190063	-0.489793366942	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f100	53	15150	47	0.886792452830	430.503883114850	446.194304760364	488.674597082212	-42.480292321847	0	0	-42.480292321847	-0.801514949469	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f102	141	15062	127	0.900709219858	1181.593232268112	1217.680221053756	1315.896994521045	-98.216773467289	0	0	-98.216773467289	-0.696572861470	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f103	354	14849	334	0.943502824859	2550.908054531940	2629.324307585272	2763.298043518522	-133.973735933249	3.500000000000	1.671386035887	-135.645121969137	-0.378456881167	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f104	399	14804	351	0.879699248120	3247.664245627324	3507.112592375616	3763.107039360991	-255.994446985373	1.250000000000	0.603441264063	-256.597888249436	-0.641590092695	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f105	360	14843	313	0.869444444444	2941.050194144406	3218.491352002506	3433.152723555133	-214.661371552626	1.250000000000	0.586134761723	-215.247506314349	-0.596281587646	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f106	408	14795	368	0.901960784314	3196.860558485463	3402.121846409788	3651.908051290756	-249.786204880968	2.666666666667	1.349491859617	-251.135696740585	-0.612221090395	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f107	465	14738	437	0.939784946237	3305.455893117511	3414.746811591517	3623.607770749889	-208.860959158370	2.416666666667	1.292462176340	-210.153421334710	-0.449163353029	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f108	486	14717	450	0.925925925926	3654.055910818604	3797.812123230478	4040.862552785763	-243.050429555287	1.333333333333	0.705629459587	-243.756059014874	-0.500103764517	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f11	39	15164	36	0.923076923077	308.460612410316	307.513592543848	322.202169995791	-14.688577451943	0	0	-14.688577451943	-0.376630191075	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f111	541	14662	500	0.924214417745	4207.972853449330	4424.948439975406	4724.319772910526	-299.371332935124	5.250000000000	2.504967286901	-301.876300222024	-0.553366604316	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f112	406	14797	377	0.928571428571	2982.668976368906	3116.884283059980	3303.995614959665	-187.111331899684	0.833333333333	0.383955792873	-187.495287692557	-0.460865349507	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f113	451	14752	407	0.902439024390	3739.401412487507	3982.146878482775	4283.489844314757	-301.342965831984	0.250000000000	0.114731482696	-301.457697314679	-0.668166221357	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f114	407	14796	368	0.904176904177	3262.143564671186	3479.323497748058	3751.618180098910	-272.294682350852	1.083333333333	0.532525951479	-272.827208302332	-0.669028703565	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
WINDOW_PM2	HELD_FOLIO	f115	369	14834	321	0.869918699187	3260.214029310664	3440.756507610464	3673.326351034212	-232.569843423746	0.333333333333	0.164015726380	-232.733859150126	-0.630270578384	OPAQUE_CONTEXT_DISTRIBUTION_NO_LEXEME_OR_MEANING
