panel	status	representation	descriptor_tokens	gain_bits	local_permutation_p	panel_max_representation_p
ALL	PRIMARY_EXHAUSTIVE	HOST_WRAPPER_JOINT	19	1.6053410315	0.0211957608478	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	HOST_WRAPPER_RIGHT_JOINT	19	1.6053410315	0.0211957608478	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	HOST_RIGHT_JOINT	19	-18.966460053	0.0265946810638	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	RAW_CHAR3	19	-34.5405801982	0.00499900019996	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	HOST_B3_JOINT	19	-47.2106662577	0.137572485503	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	PAGE_HOST_CHAR3	19	-47.2565920586	0.00879824035193	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	B3_ONLY	19	-134.682362374	0.00579884023195	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	RIGHT_ONLY	19	-173.046702996	0.0137972405519	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	COMPILER_SIGNATURE	19	-240.703198886	0.0991801639672	0.0215956808638
ALL	PRIMARY_EXHAUSTIVE	WRAPPER_ONLY	19	-245.394521664	0.0299940011998	0.0215956808638
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	HOST_WRAPPER_JOINT	15	-1.62459638783	0.0363927214557	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	HOST_WRAPPER_RIGHT_JOINT	15	-1.62459638783	0.0363927214557	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	HOST_RIGHT_JOINT	15	-21.8614865358	0.0865826834633	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	HOST_B3_JOINT	15	-40.6370859975	0.193961207758	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	RAW_CHAR3	15	-51.5940507673	0.0907818436313	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	PAGE_HOST_CHAR3	15	-54.5293540508	0.0659868026395	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	RIGHT_ONLY	15	-156.883234702	0.0321935612877	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	B3_ONLY	15	-158.547509614	0.0639872025595	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	WRAPPER_ONLY	15	-187.780971723	0.0509898020396	0.0393921215757
APPEARANCE_REMAINDER	POSTHOC_INTERPRETIVE_ABLATION	COMPILER_SIGNATURE	15	-217.718694154	0.264347130574	0.0393921215757
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	B3_ONLY	4	23.8651472402	0.000799840031994	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	RAW_CHAR3	4	17.0534705692	0.00159968006399	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	PAGE_HOST_CHAR3	4	7.27276199214	0.0133973205359	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	HOST_WRAPPER_JOINT	4	3.22993741933	0.28674265147	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	HOST_WRAPPER_RIGHT_JOINT	4	3.22993741933	0.28674265147	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	HOST_RIGHT_JOINT	4	2.89502648287	0.0665866826635	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	HOST_B3_JOINT	4	-6.57358026019	0.232153569286	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	RIGHT_ONLY	4	-16.1634682943	0.0625874825035	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	COMPILER_SIGNATURE	4	-22.9845047322	0.0721855628874	0.00219956008798
LAYOUT_POSITION	POSTHOC_INTERPRETIVE_ABLATION	WRAPPER_ONLY	4	-57.6135499406	0.141171765647	0.00219956008798
