evidence_type	item	representation	gain_bits	detail
WINDOW_MODEL_GAIN	FIRST_LINE	PAGE_HOST_IDENTITY	16.0340033157	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	FIRST_LINE	PAGE_HOST_CHAR3	10.1604694431	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	FIRST_LINE	RAW_CHAR3	7.33229038977	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	BODY_AFTER_FIRST	PAGE_HOST_IDENTITY	3.45333280181	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	BODY_AFTER_FIRST	PAGE_HOST_CHAR3	3.63740536812	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	BODY_AFTER_FIRST	RAW_CHAR3	-4.76357032107	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	LAST_LINE	PAGE_HOST_IDENTITY	8.42274344828	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	LAST_LINE	PAGE_HOST_CHAR3	17.8307143063	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	LAST_LINE	RAW_CHAR3	1.46024770877	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	ALL_PAGE	PAGE_HOST_IDENTITY	-0.503654750363	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	ALL_PAGE	PAGE_HOST_CHAR3	8.82722355773	PRIMARY_COMPARISON
WINDOW_MODEL_GAIN	ALL_PAGE	RAW_CHAR3	5.27971342582	PRIMARY_COMPARISON
WORST_FIRST_LINE_FOLIO	f27	PAGE_HOST_IDENTITY	-1.65968714184	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f43	PAGE_HOST_IDENTITY	-1.33752268856	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f52	PAGE_HOST_IDENTITY	-0.973690521698	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f20	PAGE_HOST_IDENTITY	-0.939447494538	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f33	PAGE_HOST_IDENTITY	-0.904496967943	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f23	PAGE_HOST_IDENTITY	-0.725968598413	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f55	PAGE_HOST_IDENTITY	-0.685628301096	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f42	PAGE_HOST_IDENTITY	-0.682387376982	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f2	PAGE_HOST_IDENTITY	-0.637403629274	HELD_FOLIO_COUNTEREXAMPLE
WORST_FIRST_LINE_FOLIO	f66	PAGE_HOST_IDENTITY	-0.609745233002	HELD_FOLIO_COUNTEREXAMPLE
FAMILY_BEST_NOT_FIRST	LAST_LINE	PAGE_HOST_CHAR3	17.8307143063	The numerically best fixed combination is a last-line model, not the frozen entry-line hypothesis.
FIRST_LINE_FEATURE_CONCENTRATION	BLUE_FLOWERS_OR_BUDS	PAGE_HOST_IDENTITY	13.4721183643	One visible-feature endpoint contributes most of the first-line aggregate; only four of eight feature gains are positive.
ALTERNATE_READING_SCOPE	GDT062_HPR2_VIEW	ALL	NA	One derived source-display view; no separate ZL/IT/RF HPR2 window replication is claimed.
