assignment_id	mapping	is_true
A000	f17v->f96v|f44r->f1v|f6r->f51r|f19r->f2v|f90r1->f3v	1
A001	f17v->f96v|f44r->f1v|f6r->f51r|f19r->f3v|f90r1->f2v	0
A002	f17v->f96v|f44r->f1v|f6r->f2v|f19r->f51r|f90r1->f3v	0
A003	f17v->f96v|f44r->f1v|f6r->f2v|f19r->f3v|f90r1->f51r	0
A004	f17v->f96v|f44r->f1v|f6r->f3v|f19r->f51r|f90r1->f2v	0
A005	f17v->f96v|f44r->f1v|f6r->f3v|f19r->f2v|f90r1->f51r	0
A006	f17v->f96v|f44r->f51r|f6r->f1v|f19r->f2v|f90r1->f3v	0
A007	f17v->f96v|f44r->f51r|f6r->f1v|f19r->f3v|f90r1->f2v	0
A008	f17v->f96v|f44r->f51r|f6r->f2v|f19r->f1v|f90r1->f3v	0
A009	f17v->f96v|f44r->f51r|f6r->f2v|f19r->f3v|f90r1->f1v	0
A010	f17v->f96v|f44r->f51r|f6r->f3v|f19r->f1v|f90r1->f2v	0
A011	f17v->f96v|f44r->f51r|f6r->f3v|f19r->f2v|f90r1->f1v	0
A012	f17v->f96v|f44r->f2v|f6r->f1v|f19r->f51r|f90r1->f3v	0
A013	f17v->f96v|f44r->f2v|f6r->f1v|f19r->f3v|f90r1->f51r	0
A014	f17v->f96v|f44r->f2v|f6r->f51r|f19r->f1v|f90r1->f3v	0
A015	f17v->f96v|f44r->f2v|f6r->f51r|f19r->f3v|f90r1->f1v	0
A016	f17v->f96v|f44r->f2v|f6r->f3v|f19r->f1v|f90r1->f51r	0
A017	f17v->f96v|f44r->f2v|f6r->f3v|f19r->f51r|f90r1->f1v	0
A018	f17v->f96v|f44r->f3v|f6r->f1v|f19r->f51r|f90r1->f2v	0
A019	f17v->f96v|f44r->f3v|f6r->f1v|f19r->f2v|f90r1->f51r	0
A020	f17v->f96v|f44r->f3v|f6r->f51r|f19r->f1v|f90r1->f2v	0
A021	f17v->f96v|f44r->f3v|f6r->f51r|f19r->f2v|f90r1->f1v	0
A022	f17v->f96v|f44r->f3v|f6r->f2v|f19r->f1v|f90r1->f51r	0
A023	f17v->f96v|f44r->f3v|f6r->f2v|f19r->f51r|f90r1->f1v	0
A024	f17v->f1v|f44r->f96v|f6r->f51r|f19r->f2v|f90r1->f3v	0
A025	f17v->f1v|f44r->f96v|f6r->f51r|f19r->f3v|f90r1->f2v	0
A026	f17v->f1v|f44r->f96v|f6r->f2v|f19r->f51r|f90r1->f3v	0
A027	f17v->f1v|f44r->f96v|f6r->f2v|f19r->f3v|f90r1->f51r	0
A028	f17v->f1v|f44r->f96v|f6r->f3v|f19r->f51r|f90r1->f2v	0
A029	f17v->f1v|f44r->f96v|f6r->f3v|f19r->f2v|f90r1->f51r	0
A030	f17v->f1v|f44r->f51r|f6r->f96v|f19r->f2v|f90r1->f3v	0
A031	f17v->f1v|f44r->f51r|f6r->f96v|f19r->f3v|f90r1->f2v	0
A032	f17v->f1v|f44r->f51r|f6r->f2v|f19r->f96v|f90r1->f3v	0
A033	f17v->f1v|f44r->f51r|f6r->f2v|f19r->f3v|f90r1->f96v	0
A034	f17v->f1v|f44r->f51r|f6r->f3v|f19r->f96v|f90r1->f2v	0
A035	f17v->f1v|f44r->f51r|f6r->f3v|f19r->f2v|f90r1->f96v	0
A036	f17v->f1v|f44r->f2v|f6r->f96v|f19r->f51r|f90r1->f3v	0
A037	f17v->f1v|f44r->f2v|f6r->f96v|f19r->f3v|f90r1->f51r	0
A038	f17v->f1v|f44r->f2v|f6r->f51r|f19r->f96v|f90r1->f3v	0
A039	f17v->f1v|f44r->f2v|f6r->f51r|f19r->f3v|f90r1->f96v	0
A040	f17v->f1v|f44r->f2v|f6r->f3v|f19r->f96v|f90r1->f51r	0
