event_id_sha256	cell_id	physical_folio	page	locus	section	register	line_first	prev_dy	d_choice_withheld
7f4852fafdc1e676958c	65f320e75510b2f38182	f10	f10r	f10r.2	H	HERBAL_A	1	0	WITHHELD_UNTIL_SCORING
925d8a8ed8c3dcd25ffd	65f320e75510b2f38182	f107	f107r	f107r.2	S	STARS_RECIPE_B	1	0	WITHHELD_UNTIL_SCORING
5fa995359a8d9912c811	65f320e75510b2f38182	f111	f111v	f111v.30	S	STARS_RECIPE_B	0	0	WITHHELD_UNTIL_SCORING
52e7d3656f0245fec367	65f320e75510b2f38182	f19	f19v	f19v.8	H	HERBAL_A	0	0	WITHHELD_UNTIL_SCORING
08a654086f016c1f909f	65f320e75510b2f38182	f27	f27r	f27r.10	H	HERBAL_A	0	0	WITHHELD_UNTIL_SCORING
a79cad10e5101e388137	65f320e75510b2f38182	f30	f30r	f30r.9	H	HERBAL_A	1	0	WITHHELD_UNTIL_SCORING
d28df3742d77d55607cd	65f320e75510b2f38182	f42	f42v	f42v.2	H	HERBAL_A	0	0	WITHHELD_UNTIL_SCORING
c6eb903ed389feb3285c	65f320e75510b2f38182	f80	f80v	f80v.7	B	OTHER_B	0	0	WITHHELD_UNTIL_SCORING
c27ad5f7830f2de7f28b	65f320e75510b2f38182	f86	f86v3	f86v3.31	C	OTHER_B	0	0	WITHHELD_UNTIL_SCORING
972ac840a883c9ed9604	769eac8497f2e9d6a119	f15	f15r	f15r.1	H	HERBAL_A	1	0	WITHHELD_UNTIL_SCORING
4452d0c4a721d879e30b	769eac8497f2e9d6a119	f28	f28r	f28r.7	H	HERBAL_A	0	1	WITHHELD_UNTIL_SCORING
2c9b015325fd85ae0dbc	769eac8497f2e9d6a119	f37	f37v	f37v.4	H	HERBAL_A	0	0	WITHHELD_UNTIL_SCORING
36393690b1613ae65134	769eac8497f2e9d6a119	f37	f37v	f37v.4	H	HERBAL_A	1	0	WITHHELD_UNTIL_SCORING
af256488443ca1dd6e9d	769eac8497f2e9d6a119	f75	f75r	f75r.10	B	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
1ce9b3834acc5735756f	769eac8497f2e9d6a119	f86	f86v6	f86v6.9	T	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
029ef1583b8f8c954a25	769eac8497f2e9d6a119	f95	f95v1	f95v1.2	H	HERBAL_B	0	0	WITHHELD_UNTIL_SCORING
350c9f1a6e75e0408086	d225b7a7b95da7aee437	f105	f105v	f105v.37	S	STARS_RECIPE_B	0	0	WITHHELD_UNTIL_SCORING
38477fa22ea28ea159e6	d225b7a7b95da7aee437	f81	f81v	f81v.24	B	OTHER_B	0	0	WITHHELD_UNTIL_SCORING
d05483dbf527f23e48b6	d225b7a7b95da7aee437	f86	f86v3	f86v3.21	C	OTHER_B	0	0	WITHHELD_UNTIL_SCORING
386b2872bf438cf3a49c	d225b7a7b95da7aee437	f94	f94v	f94v.4	H	HERBAL_B	1	0	WITHHELD_UNTIL_SCORING
a91273739796758a4c8a	d225b7a7b95da7aee437	f95	f95r1	f95r1.9	H	HERBAL_B	1	0	WITHHELD_UNTIL_SCORING
0659294f8935df778e6c	d4a31dbcf1ed6d9e5aa9	f103	f103r	f103r.42	S	STARS_RECIPE_B	1	0	WITHHELD_UNTIL_SCORING
