boundary_id	locus	page	physical_folio	register	boundary_index	group_count	position_quartile	dy_boundary	previous_page_host	next_page_host	previous_edge	next_edge	semantic_role
f100r.22|B001	f100r.22	f100r	f100	OTHER_A	1	3	0	0	cphol	ees	l	s	UNASSIGNED
f100r.22|B002	f100r.22	f100r	f100	OTHER_A	2	3	4	0	ees	ey	s	y	UNASSIGNED
f100r.24|B001	f100r.24	f100r	f100	OTHER_A	1	4	0	0	aiichor	eor	r	r	UNASSIGNED
f100r.24|B002	f100r.24	f100r	f100	OTHER_A	2	4	2	0	eor	ockho	r	o	UNASSIGNED
f100r.24|B003	f100r.24	f100r	f100	OTHER_A	3	4	4	1	ockho	odeor	o	r	UNASSIGNED
f100r.25|B001	f100r.25	f100r	f100	OTHER_A	1	10	0	0	eor	keeo	r	o	UNASSIGNED
f100r.25|B002	f100r.25	f100r	f100	OTHER_A	2	10	0	1	keeo	l	o	l	UNASSIGNED
f100r.25|B003	f100r.25	f100r	f100	OTHER_A	3	10	1	0	l	aiin	l	n	UNASSIGNED
f100r.25|B004	f100r.25	f100r	f100	OTHER_A	4	10	1	0	aiin	ctheol	n	l	UNASSIGNED
f100r.25|B005	f100r.25	f100r	f100	OTHER_A	5	10	2	0	ctheol	olcheol	l	l	UNASSIGNED
f100r.25|B006	f100r.25	f100r	f100	OTHER_A	6	10	2	0	olcheol	ky	l	y	UNASSIGNED
f100r.25|B007	f100r.25	f100r	f100	OTHER_A	7	10	3	0	ky	l	y	l	UNASSIGNED
f100r.25|B008	f100r.25	f100r	f100	OTHER_A	8	10	3	0	l	ockhy	l	y	UNASSIGNED
f100r.25|B009	f100r.25	f100r	f100	OTHER_A	9	10	4	0	ockhy	okeol	y	l	UNASSIGNED
f100r.27|B001	f100r.27	f100r	f100	OTHER_A	1	5	0	0	l	l	l	l	UNASSIGNED
f100r.27|B002	f100r.27	f100r	f100	OTHER_A	2	5	1	0	l	o	l	o	UNASSIGNED
f100r.27|B003	f100r.27	f100r	f100	OTHER_A	3	5	2	0	o	ckheo	o	o	UNASSIGNED
f100r.27|B004	f100r.27	f100r	f100	OTHER_A	4	5	4	1	ckheo	otolchey	o	y	UNASSIGNED
f100v.15|B001	f100v.15	f100v	f100	OTHER_A	1	8	0	0	or	ey	r	y	UNASSIGNED
f100v.15|B002	f100v.15	f100v	f100	OTHER_A	2	8	0	0	ey	air	y	r	UNASSIGNED
f100v.15|B004	f100v.15	f100v	f100	OTHER_A	4	8	2	0	l	oolkeey	l	y	UNASSIGNED
f100v.15|B005	f100v.15	f100v	f100	OTHER_A	5	8	2	0	oolkeey	l	y	l	UNASSIGNED
f100v.15|B006	f100v.15	f100v	f100	OTHER_A	6	8	3	0	l	ey	l	y	UNASSIGNED
f100v.15|B007	f100v.15	f100v	f100	OTHER_A	7	8	4	0	ey	okeol	y	l	UNASSIGNED
f100v.16|B001	f100v.16	f100v	f100	OTHER_A	1	3	0	0	ykeeol	l	l	l	UNASSIGNED
f100v.16|B002	f100v.16	f100v	f100	OTHER_A	2	3	4	0	l	y	l	y	UNASSIGNED
f100v.20|B001	f100v.20	f100v	f100	OTHER_A	1	7	0	0	ycheoky	okeesy	y	y	UNASSIGNED
f100v.20|B002	f100v.20	f100v	f100	OTHER_A	2	7	0	0	okeesy	okeey	y	y	UNASSIGNED
f100v.20|B003	f100v.20	f100v	f100	OTHER_A	3	7	1	0	okeey	okeol	y	l	UNASSIGNED
f100v.20|B005	f100v.20	f100v	f100	OTHER_A	5	7	3	0	or	l	r	l	UNASSIGNED
f100v.20|B006	f100v.20	f100v	f100	OTHER_A	6	7	4	0	l	ockh	l	h	UNASSIGNED
f100v.21|B001	f100v.21	f100v	f100	OTHER_A	1	10	0	0	or	okor	r	r	UNASSIGNED
f100v.21|B002	f100v.21	f100v	f100	OTHER_A	2	10	0	0	okor	l	r	l	UNASSIGNED
f100v.21|B003	f100v.21	f100v	f100	OTHER_A	3	10	1	0	l	y	l	y	UNASSIGNED
f100v.21|B004	f100v.21	f100v	f100	OTHER_A	4	10	1	0	y	ly	y	y	UNASSIGNED
f100v.21|B005	f100v.21	f100v	f100	OTHER_A	5	10	2	0	ly	araroy	y	y	UNASSIGNED
f100v.21|B006	f100v.21	f100v	f100	OTHER_A	6	10	2	0	araroy	ok	y	k	UNASSIGNED
f100v.21|B007	f100v.21	f100v	f100	OTHER_A	7	10	3	0	ok	ee	k	e	UNASSIGNED
f100v.21|B008	f100v.21	f100v	f100	OTHER_A	8	10	3	0	ee	okeol	e	l	UNASSIGNED
f100v.21|B009	f100v.21	f100v	f100	OTHER_A	9	10	4	0	okeol	orey	l	y	UNASSIGNED
f100v.22|B001	f100v.22	f100v	f100	OTHER_A	1	3	0	0	aiin	ky	n	y	UNASSIGNED
f100v.22|B002	f100v.22	f100v	f100	OTHER_A	2	3	4	0	ky	ory	y	y	UNASSIGNED
f102r1.10|B001	f102r1.10	f102r1	f102	OTHER_A	1	7	0	0	ycheol	l	l	l	UNASSIGNED
f102r1.10|B002	f102r1.10	f102r1	f102	OTHER_A	2	7	0	1	l	l	l	l	UNASSIGNED
f102r1.10|B003	f102r1.10	f102r1	f102	OTHER_A	3	7	1	0	l	l	l	l	UNASSIGNED
f102r1.10|B004	f102r1.10	f102r1	f102	OTHER_A	4	7	2	0	l	ykeeol	l	l	UNASSIGNED
f102r1.10|B005	f102r1.10	f102r1	f102	OTHER_A	5	7	3	0	ykeeol	l	l	l	UNASSIGNED
f102r1.11|B001	f102r1.11	f102r1	f102	OTHER_A	1	8	0	0	cheo	ockhy	o	y	UNASSIGNED
f102r1.11|B002	f102r1.11	f102r1	f102	OTHER_A	2	8	0	0	ockhy	l	y	l	UNASSIGNED
f102r1.11|B003	f102r1.11	f102r1	f102	OTHER_A	3	8	1	0	l	eey	l	y	UNASSIGNED
f102r1.11|B004	f102r1.11	f102r1	f102	OTHER_A	4	8	2	0	eey	okeo	y	o	UNASSIGNED
f102r1.11|B005	f102r1.11	f102r1	f102	OTHER_A	5	8	2	1	okeo	okeodol	o	l	UNASSIGNED
f102r1.11|B006	f102r1.11	f102r1	f102	OTHER_A	6	8	3	0	okeodol	ockhey	l	y	UNASSIGNED
f102r1.11|B007	f102r1.11	f102r1	f102	OTHER_A	7	8	4	0	ockhey	oleeol	y	l	UNASSIGNED
f102r1.14|B001	f102r1.14	f102r1	f102	OTHER_A	1	8	0	0	eey	keeol	y	l	UNASSIGNED
f102r1.14|B002	f102r1.14	f102r1	f102	OTHER_A	2	8	0	0	keeol	okeo	l	o	UNASSIGNED
f102r1.14|B003	f102r1.14	f102r1	f102	OTHER_A	3	8	1	0	okeo	aor	o	r	UNASSIGNED
f102r1.14|B004	f102r1.14	f102r1	f102	OTHER_A	4	8	2	0	aor	ey	r	y	UNASSIGNED
f102r1.14|B005	f102r1.14	f102r1	f102	OTHER_A	5	8	2	0	ey	eol	y	l	UNASSIGNED
f102r1.14|B006	f102r1.14	f102r1	f102	OTHER_A	6	8	3	0	eol	okol	l	l	UNASSIGNED
f102r1.14|B007	f102r1.14	f102r1	f102	OTHER_A	7	8	4	0	okol	os	l	s	UNASSIGNED
f102r1.15|B001	f102r1.15	f102r1	f102	OTHER_A	1	6	0	0	or	l	r	l	UNASSIGNED
f102r1.15|B002	f102r1.15	f102r1	f102	OTHER_A	2	6	1	0	l	aiin	l	n	UNASSIGNED
f102r1.15|B004	f102r1.15	f102r1	f102	OTHER_A	4	6	3	0	eey	okeo	y	o	UNASSIGNED
f102r1.15|B005	f102r1.15	f102r1	f102	OTHER_A	5	6	4	1	okeo	or	o	r	UNASSIGNED
f102r1.17|B001	f102r1.17	f102r1	f102	OTHER_A	1	6	0	0	yd	aro	d	o	UNASSIGNED
f102r1.17|B002	f102r1.17	f102r1	f102	OTHER_A	2	6	1	1	aro	old	o	d	UNASSIGNED
f102r1.17|B003	f102r1.17	f102r1	f102	OTHER_A	3	6	2	0	old	o	d	o	UNASSIGNED
f102r1.17|B004	f102r1.17	f102r1	f102	OTHER_A	4	6	3	1	o	ockhy	o	y	UNASSIGNED
f102r1.17|B005	f102r1.17	f102r1	f102	OTHER_A	5	6	4	0	ockhy	oly	y	y	UNASSIGNED
f102r1.3|B001	f102r1.3	f102r1	f102	OTHER_A	1	7	0	0	pol	octhy	l	y	UNASSIGNED
f102r1.3|B002	f102r1.3	f102r1	f102	OTHER_A	2	7	0	0	octhy	eol	y	l	UNASSIGNED
f102r1.3|B003	f102r1.3	f102r1	f102	OTHER_A	3	7	1	0	eol	loiiin	l	n	UNASSIGNED
f102r1.3|B004	f102r1.3	f102r1	f102	OTHER_A	4	7	2	0	loiiin	eeor	n	r	UNASSIGNED
f102r1.3|B005	f102r1.3	f102r1	f102	OTHER_A	5	7	3	0	eeor	cpheod	r	d	UNASSIGNED
f102r1.3|B006	f102r1.3	f102r1	f102	OTHER_A	6	7	4	0	cpheod	old	d	d	UNASSIGNED
f102r1.5|B001	f102r1.5	f102r1	f102	OTHER_A	1	10	0	0	ytol	eol	l	l	UNASSIGNED
f102r1.5|B002	f102r1.5	f102r1	f102	OTHER_A	2	10	0	0	eol	e	l	e	UNASSIGNED
f102r1.5|B003	f102r1.5	f102r1	f102	OTHER_A	3	10	1	0	e	l	e	l	UNASSIGNED
f102r1.5|B004	f102r1.5	f102r1	f102	OTHER_A	4	10	1	0	l	or	l	r	UNASSIGNED
f102r1.5|B005	f102r1.5	f102r1	f102	OTHER_A	5	10	2	0	or	oraroekeol	r	l	UNASSIGNED
f102r1.5|B006	f102r1.5	f102r1	f102	OTHER_A	6	10	2	0	oraroekeol	l	l	l	UNASSIGNED
f102r1.5|B007	f102r1.5	f102r1	f102	OTHER_A	7	10	3	0	l	ekey	l	y	UNASSIGNED
f102r1.5|B008	f102r1.5	f102r1	f102	OTHER_A	8	10	3	0	ekey	okol	y	l	UNASSIGNED
f102r1.5|B009	f102r1.5	f102r1	f102	OTHER_A	9	10	4	0	okol	ain	l	n	UNASSIGNED
f102r1.6|B001	f102r1.6	f102r1	f102	OTHER_A	1	4	0	0	aiin	ykeeol	n	l	UNASSIGNED
f102r1.6|B002	f102r1.6	f102r1	f102	OTHER_A	2	4	2	0	ykeeol	l	l	l	UNASSIGNED
f102r1.6|B003	f102r1.6	f102r1	f102	OTHER_A	3	4	4	1	l	okod	l	d	UNASSIGNED
f102r1.8|B001	f102r1.8	f102r1	f102	OTHER_A	1	8	0	0	pshod	or	d	r	UNASSIGNED
f102r1.8|B002	f102r1.8	f102r1	f102	OTHER_A	2	8	0	0	or	opy	r	y	UNASSIGNED
f102r1.8|B003	f102r1.8	f102r1	f102	OTHER_A	3	8	1	0	opy	ofol	y	l	UNASSIGNED
f102r1.8|B004	f102r1.8	f102r1	f102	OTHER_A	4	8	2	0	ofol	aiin	l	n	UNASSIGNED
