observation_id	page	physical_folio	locus	group_index	group_count	register	section	currier	hand	record_ordinal	field_ordinal	within_field_position	wrapper	q_flag	local_frame	inner_d	right_family	dy_closure	b3	line_close	paragraph_close	known_label_renderer	page_host	previous_page_host	nl_bucket	compiler_bucket	hybrid_bucket	host_length	control_id	ground_truth_architecture	source_observation_id	source_folio_hash	source_line_hash	source_surface_sha256
GDT276:f100r.25:G001	f100r	f100	f100r.25	1	10	OTHER_A	P	A	1	1	1	FIRST	sh	0	NONE	0	NONE	0	0	0	0	NONE	eor	<LINE_BOS>	129	252	137	3	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.25:G001	51609d05325a76d01ad8	8c2a23ed60a486392acf	d6bdc712ce86b64df241132b12858d4f0835799f55ce3ab120a17c6889f93aa3
GDT276:f100r.25:G002	f100r	f100	f100r.25	2	10	OTHER_A	P	A	1	1	1	LAST	q	1	NONE	0	NONE	1	0	0	0	NONE	keeo	eor	70	59	251	4	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.25:G002	51609d05325a76d01ad8	8c2a23ed60a486392acf	5f24cff959ff024dd52087becefdfe28fbb5dd77867cd00892cd5160f9300020
GDT276:f100r.25:G005	f100r	f100	f100r.25	5	10	OTHER_A	P	A	1	1	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	ctheol	keeo	25	114	112	6	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.25:G005	51609d05325a76d01ad8	8c2a23ed60a486392acf	70f0f2d2339c3c7106b7c845815be41f77176afdaa7d2020e8c675fab1663d7e
GDT276:f100r.25:G006	f100r	f100	f100r.25	6	10	OTHER_A	P	A	1	1	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	olcheol	ctheol	55	114	24	7	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.25:G006	51609d05325a76d01ad8	8c2a23ed60a486392acf	b4829753fc89bd19b4e7262e96ebc7454c7778506d6a34c54869bd462d5cb630
GDT276:f100r.25:G007	f100r	f100	f100r.25	7	10	OTHER_A	P	A	1	1	2	MIDDLE	che	0	NONE	0	NONE	0	0	0	0	NONE	ky	olcheol	55	145	141	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.25:G007	51609d05325a76d01ad8	8c2a23ed60a486392acf	3c9dffcf46e0cdecd51cac152457e131a1b1744227bda0ad689fb0de27fd57e2
GDT276:f100r.25:G009	f100r	f100	f100r.25	9	10	OTHER_A	P	A	1	1	2	MIDDLE	che	0	NONE	0	NONE	0	0	0	0	NONE	ockhy	ky	19	145	41	5	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.25:G009	51609d05325a76d01ad8	8c2a23ed60a486392acf	14b548046ccff5d4e7289f21ac4a029ee6896fc0ebc602ac5d4bcc292aa005de
GDT276:f100r.25:G010	f100r	f100	f100r.25	10	10	OTHER_A	P	A	1	1	2	LAST	NONE	0	NONE	0	NONE	0	0	1	0	NONE	okeol	ockhy	2	235	140	5	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.25:G010	51609d05325a76d01ad8	8c2a23ed60a486392acf	afebe00901ad67dd05c44a6a9825192074916e34db931ebd2bb5ae9453a0eeb5
GDT276:f100r.27:G004	f100r	f100	f100r.27	4	5	OTHER_A	P	A	1	1	1	LAST	ch	0	NONE	0	NONE	1	0	0	0	NONE	ckheo	<LINE_BOS>	251	186	159	5	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.27:G004	51609d05325a76d01ad8	9c9763641d99ff3afdd1	b0aa96a0598ac44f31233a7bc4293d1054d008a029ce3e4c00f588375f0527fd
GDT276:f100r.27:G005	f100r	f100	f100r.27	5	5	OTHER_A	P	A	1	1	2	ONLY	NONE	0	NONE	0	NONE	0	0	1	1	NONE	otolchey	ckheo	189	98	245	8	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100r.27:G005	51609d05325a76d01ad8	9c9763641d99ff3afdd1	01b7a543ca33619425c9515bf237346f2cdce6237e7247bd3ba3640f22503829
GDT276:f100v.21:G001	f100v	f100	f100v.21	1	10	OTHER_A	P	A	1	1	1	FIRST	s	0	NONE	0	al	0	0	0	0	NONE	or	<LINE_BOS>	129	159	43	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.21:G001	51609d05325a76d01ad8	5751dd93509325e2ba5a	39f34a841d2f8e99972a83fb77ffe728a32c37a481141a46594e2485f13241ad
GDT276:f100v.21:G005	f100v	f100	f100v.21	5	10	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	ly	or	201	230	203	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.21:G005	51609d05325a76d01ad8	5751dd93509325e2ba5a	40cb4b342f4525e4b53ead63a36c0c3ec923d23e79bacaa724663932a19b721f
GDT276:f100v.21:G006	f100v	f100	f100v.21	6	10	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	araroy	ly	130	230	36	6	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.21:G006	51609d05325a76d01ad8	5751dd93509325e2ba5a	913c04daa9d6cb3f23651b4bb28b915bf023711692fb5b24c97e69b0f09c97c3
GDT276:f100v.21:G007	f100v	f100	f100v.21	7	10	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	ar	0	0	0	0	NONE	ok	araroy	90	187	128	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.21:G007	51609d05325a76d01ad8	5751dd93509325e2ba5a	84d21dd8047200adb24b7226dd80382f8480150d53370cae5b269a30d9fee133
GDT276:f100v.21:G008	f100v	f100	f100v.21	8	10	OTHER_A	P	A	1	1	1	MIDDLE	che	0	NONE	0	al	0	0	0	0	NONE	ee	ok	164	159	160	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.21:G008	51609d05325a76d01ad8	5751dd93509325e2ba5a	c7914bce5a0ee94ceff1002f68ca628d7fea5eff8086c0f73f7896732485220a
GDT276:f100v.21:G009	f100v	f100	f100v.21	9	10	OTHER_A	P	A	1	1	1	MIDDLE	che	0	NONE	0	NONE	0	0	0	0	NONE	okeol	ee	164	184	85	5	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.21:G009	51609d05325a76d01ad8	5751dd93509325e2ba5a	1b2b19400cb8256c9d746378ee95d3f8dda55c356b713f6b1472f5b711e3917a
GDT276:f100v.21:G010	f100v	f100	f100v.21	10	10	OTHER_A	P	A	1	1	1	LAST	NONE	0	NONE	0	NONE	0	0	1	0	NONE	orey	okeol	31	12	239	4	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.21:G010	51609d05325a76d01ad8	5751dd93509325e2ba5a	d6d9a7c22f97530241f0db1632c1f518df20773d6635a94b5a20dd05fd2b4019
GDT276:f100v.22:G001	f100v	f100	f100v.22	1	3	OTHER_A	P	A	1	1	1	FIRST	d	0	NONE	0	NONE	0	0	0	0	NONE	aiin	<LINE_BOS>	129	81	2	4	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.22:G001	51609d05325a76d01ad8	9a5579b45b42a16465ea	acdd663103aaa9716f1210878c0c7ba9668300c500adcd194e167724d12f4ffc
GDT276:f100v.22:G002	f100v	f100	f100v.22	2	3	OTHER_A	P	A	1	1	1	MIDDLE	che	0	NONE	0	NONE	0	0	0	0	NONE	ky	aiin	202	184	62	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f100v.22:G002	51609d05325a76d01ad8	9a5579b45b42a16465ea	3c9dffcf46e0cdecd51cac152457e131a1b1744227bda0ad689fb0de27fd57e2
GDT276:f102r1.3:G001	f102r1	f102	f102r1.3	1	7	OTHER_A	P	A	1	1	1	FIRST	NONE	0	NONE	0	aiin	0	0	0	0	NONE	pol	<LINE_BOS>	129	81	101	3	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.3:G001	ac5ff7823d632048dd4f	d16cc74a18d60483d20c	729832ce83a6b72aefd7ae11f57ce11f1a745788b3ce0618d2a4c39ac6fbe9a5
GDT276:f102r1.3:G002	f102r1	f102	f102r1.3	2	7	OTHER_A	P	A	1	1	1	MIDDLE	sh	0	NONE	0	NONE	0	0	0	0	NONE	octhy	pol	3	26	146	5	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.3:G002	ac5ff7823d632048dd4f	d16cc74a18d60483d20c	f0758b3d6689ad8e7cc7a5d019e7ff204d881b539d7872e068c978a5145f4c41
GDT276:f102r1.3:G004	f102r1	f102	f102r1.3	4	7	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	loiiin	octhy	214	230	232	6	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.3:G004	ac5ff7823d632048dd4f	d16cc74a18d60483d20c	6d05355fd844cfe2f397155d68e93564db7837d06b1a3d31b49ff0673da5edcf
GDT276:f102r1.3:G005	f102r1	f102	f102r1.3	5	7	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	OT	0	NONE	0	0	0	0	NONE	eeor	loiiin	202	19	96	4	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.3:G005	ac5ff7823d632048dd4f	d16cc74a18d60483d20c	615598895a05913b22fffed9d11837d5d255f5f98ec6fdbbf701772f82eaf74a
GDT276:f102r1.3:G006	f102r1	f102	f102r1.3	6	7	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	ar	0	0	0	0	NONE	cpheod	eeor	201	187	12	6	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.3:G006	ac5ff7823d632048dd4f	d16cc74a18d60483d20c	b01a3009ed1722965cc53c9a5e9d1c0a09742d16d2cf738d8b4dfeb4b84c879e
GDT276:f102r1.5:G005	f102r1	f102	f102r1.5	5	10	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	ain	0	0	0	0	AQAB	or	<LINE_BOS>	96	73	92	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.5:G005	ac5ff7823d632048dd4f	40968323240ccf954df2	8f36011786c9746419d92db7683d26c2f543bb1d23aae1f694a2b37d9fdf611a
GDT276:f102r1.5:G006	f102r1	f102	f102r1.5	6	10	OTHER_A	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	AQAB	oraroekeol	or	201	233	13	10	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.5:G006	ac5ff7823d632048dd4f	40968323240ccf954df2	27051e94ab0127cbcaf814d1269b7a63984b8ab333d1e5a13901d4ef6a80fce5
GDT276:f102r1.8:G001	f102r1	f102	f102r1.8	1	8	OTHER_A	P	A	1	2	1	FIRST	NONE	0	NONE	0	aiin	0	0	0	0	NONE	pshod	<LINE_BOS>	221	228	18	5	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.8:G001	ac5ff7823d632048dd4f	ed5047199f1e925bb948	1925861c0c9f3cda2cebf453fd2f49ddcaf31a8dac13976670a98cb5bea12096
GDT276:f102r1.8:G002	f102r1	f102	f102r1.8	2	8	OTHER_A	P	A	1	2	1	MIDDLE	q	1	O	0	ar	0	0	0	0	NONE	or	pshod	242	184	9	2	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.8:G002	ac5ff7823d632048dd4f	ed5047199f1e925bb948	84bdbcfcdb7729452fd62f96e0cd66cb5ab6ed2791dce4e51fe834aa283787c9
GDT276:f102r1.8:G007	f102r1	f102	f102r1.8	7	8	OTHER_A	P	A	1	2	1	MIDDLE	q	1	OT	0	NONE	0	0	0	0	NONE	eol	or	55	23	72	3	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.8:G007	ac5ff7823d632048dd4f	ed5047199f1e925bb948	ab72123ce3911f75297d9c4b80ca090df921603edb1c4c5c744e5a00e17444ac
GDT276:f102r1.11:G001	f102r1	f102	f102r1.11	1	8	OTHER_A	P	A	1	2	1	FIRST	d	0	NONE	0	NONE	0	0	0	0	NONE	cheo	<LINE_BOS>	221	238	68	4	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.11:G001	ac5ff7823d632048dd4f	6dfe3aeaf4ffb43d5b8d	5daa5cf85b9d7383be5ad51e29d2b1982fb77d6b94f6abe5c71bfd1b38393f97
GDT276:f102r1.11:G002	f102r1	f102	f102r1.11	2	8	OTHER_A	P	A	1	2	1	MIDDLE	q	1	NONE	0	NONE	0	0	0	0	NONE	ockhy	cheo	17	56	255	5	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.11:G002	ac5ff7823d632048dd4f	6dfe3aeaf4ffb43d5b8d	579b3bb4c5977d49ff38394fc928144e9c64db96b2ec69110afdabd00c92bcfd
GDT276:f102r1.11:G006	f102r1	f102	f102r1.11	6	8	OTHER_A	P	A	1	2	2	FIRST	q	1	NONE	0	NONE	0	0	0	0	NONE	okeodol	ockhy	244	219	114	7	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.11:G006	ac5ff7823d632048dd4f	6dfe3aeaf4ffb43d5b8d	bab726d0aafde731a9dd2607001b455f29133dec566a6d542308ef59bfa1f76d
GDT276:f102r1.11:G007	f102r1	f102	f102r1.11	7	8	OTHER_A	P	A	1	2	2	MIDDLE	sh	0	NONE	0	NONE	0	0	0	0	NONE	ockhey	okeodol	198	114	180	6	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.11:G007	ac5ff7823d632048dd4f	6dfe3aeaf4ffb43d5b8d	6d8a9b86e336b7f1b923f3b110852c624d1911e7cd50708f0a3eb75eae87cf41
GDT276:f102r1.11:G008	f102r1	f102	f102r1.11	8	8	OTHER_A	P	A	1	2	2	LAST	NONE	0	NONE	0	NONE	0	0	1	0	NONE	oleeol	ockhey	249	164	72	6	VOYNICH_MATCHED_REFERENCE	UNKNOWN_VOYNICH_ARCHITECTURE	GDT276:f102r1.11:G008	ac5ff7823d632048dd4f	6dfe3aeaf4ffb43d5b8d	d05e17666a7ed13721d187e392d1a8cdc4433b02b34d1ce3c4cc0c34d609ee75
