k	language	seed	mapped_events	mapped_runs	payload_bits	mapping_key_bits	language_selector_bits	common_k_selector_bits	paid_total_bits	matched_null_total_bits	gap_vs_matched_kt_bits	descent_passes	all_pair_swaps_locally_optimal	mapping	mapping_hash
8	latin	19001	5108	3490	18490.200767517403	15.299208018387	2.584962500721	2.000000000000	18510.084938036511	14835.603778926237	3674.481159110273	6	1	l=et|y=in|ok=me|aiin=ego|or=subscripsi|ot=qui|e=per|o=ad	c00c46902482bb58bf6d8c6d81699d26efc3811d2d99fa1f58c8a6d3b66a8338
8	latin	19002	5108	3490	18490.200767517403	15.299208018387	2.584962500721	2.000000000000	18510.084938036511	14835.603778926237	3674.481159110273	3	1	l=et|y=in|ok=me|aiin=ego|or=subscripsi|ot=qui|e=per|o=ad	c00c46902482bb58bf6d8c6d81699d26efc3811d2d99fa1f58c8a6d3b66a8338
8	latin	19003	5108	3490	18662.526568421075	15.299208018387	2.584962500721	2.000000000000	18682.410738940183	14835.603778926237	3846.806960013946	4	1	l=ad|y=me|ok=in|aiin=et|or=subscripsi|ot=per|e=qui|o=ego	eaad9945f6d9994d889080db1fa94122572f31c6edbcc968605285897e57e2a6
8	middle_high_german	19001	5108	3490	15657.316402182258	15.299208018387	2.584962500721	2.000000000000	15677.200572701366	14835.603778926237	841.596793775128	4	1	l=der|y=in|ok=die|aiin=daz|or=si|ot=er|e=den|o=vn	af8e5246df0a56b27f773822521fb5dd4a19375a6fbdf7d3802b284034b4692f
8	middle_high_german	19002	5108	3490	15695.975081140852	15.299208018387	2.584962500721	2.000000000000	15715.859251659960	14835.603778926237	880.255472733723	6	1	l=daz|y=in|ok=der|aiin=er|or=die|ot=den|e=si|o=vn	a85ef99e75ed6c8533e03f5a53b89a208b96203e7ff78167b0fff3f26d649b35
8	middle_high_german	19003	5108	3490	15803.502748174024	15.299208018387	2.584962500721	2.000000000000	15823.386918693132	14835.603778926237	987.783139766894	3	1	l=daz|y=der|ok=die|aiin=in|or=si|ot=den|e=er|o=vn	e4eb7602ee01b7647b2f0f51e8c53338d159e9b49a501198e641a7e02e05a472
8	middle_french	19001	5108	3490	17276.580858862369	15.299208018387	2.584962500721	2.000000000000	17296.465029381478	14835.603778926237	2460.861250455240	5	1	l=le|y=a|ok=la|aiin=et|or=les|ot=que|e=en|o=de	e75a77f08dbb543e144c40c173efa49dc22e6bbb6387169867dba989ba86a351
8	middle_french	19002	5108	3490	17377.275201019904	15.299208018387	2.584962500721	2.000000000000	17397.159371539012	14835.603778926237	2561.555592612774	5	1	l=le|y=la|ok=a|aiin=et|or=en|ot=les|e=que|o=de	16cee683694f2c81493a656e7952492b3ceb3f156ed55d94c2f0a8bc1eda79ec
8	middle_french	19003	5108	3490	17276.580858862369	15.299208018387	2.584962500721	2.000000000000	17296.465029381478	14835.603778926237	2460.861250455240	5	1	l=le|y=a|ok=la|aiin=et|or=les|ot=que|e=en|o=de	e75a77f08dbb543e144c40c173efa49dc22e6bbb6387169867dba989ba86a351
8	old_italian_tuscan	19001	5108	3490	16817.903006253764	15.299208018387	2.584962500721	2.000000000000	16837.787176772872	14835.603778926237	2002.183397846635	4	1	l=di|y=la|ok=e|aiin=che|or=si|ot=a|e=l|o=non	749153b971e1b3e22a2ed9f4b6ce9edb7e172a2ee669f28654d45e7639d74795
8	old_italian_tuscan	19002	5108	3490	16786.481814969000	15.299208018387	2.584962500721	2.000000000000	16806.365985488108	14835.603778926237	1970.762206561871	4	1	l=di|y=la|ok=che|aiin=e|or=l|ot=non|e=si|o=a	71fe95465eeb5ea94fadb98a09e2319758286a55e6f3b0685ec2acee53e7df4a
8	old_italian_tuscan	19003	5108	3490	16868.299518303327	15.299208018387	2.584962500721	2.000000000000	16888.183688822435	14835.603778926237	2052.579909896198	5	1	l=l|y=che|ok=la|aiin=e|or=non|ot=si|e=di|o=a	5a50423c918361a9c68675dd5538561c4af5cc8a30c4df6ab5f77357894ead73
8	medieval_czech	19001	5108	3490	17505.980817311392	15.299208018387	2.584962500721	2.000000000000	17525.864987830500	14835.603778926237	2690.261208904263	4	1	l=a|y=v|ok=se|aiin=jest|or=k|ot=to|e=na|o=i	4a0c0f3d91d6b7d8c7b1af49c449553c81035cf8796227f83a5ede994eab8172
8	medieval_czech	19002	5108	3490	17510.635745837513	15.299208018387	2.584962500721	2.000000000000	17530.519916356621	14835.603778926237	2694.916137430384	4	1	l=jest|y=v|ok=se|aiin=a|or=to|ot=k|e=i|o=na	3c1d3f0a384343c3af759964d44b1346ac38b757754fa6ee49debcec72ab99d0
8	medieval_czech	19003	5108	3490	17630.209568186732	15.299208018387	2.584962500721	2.000000000000	17650.093738705840	14835.603778926237	2814.489959779603	4	1	l=a|y=se|ok=v|aiin=jest|or=k|ot=na|e=to|o=i	6a3cad90c341b8e9143d93e11beb07e61f1ba1802f0c09ef82e13da40c8bc3dd
8	old_hungarian	19001	5108	3490	16686.326717342869	15.299208018387	2.584962500721	2.000000000000	16706.210887861977	14835.603778926237	1870.607108935739	5	1	l=o|y=a|ok=e|aiin=es|or=az|ot=t|e=ke|o=meg	496a2eba7c0d78358594aac4551ca1c4546d7f8d0c8df860133b0b275609c0dd
8	old_hungarian	19002	5108	3490	16686.326717342869	15.299208018387	2.584962500721	2.000000000000	16706.210887861977	14835.603778926237	1870.607108935739	4	1	l=o|y=a|ok=e|aiin=es|or=az|ot=t|e=ke|o=meg	496a2eba7c0d78358594aac4551ca1c4546d7f8d0c8df860133b0b275609c0dd
8	old_hungarian	19003	5108	3490	16675.970632597608	15.299208018387	2.584962500721	2.000000000000	16695.854803116716	14835.603778926237	1860.251024190478	5	1	l=o|y=ke|ok=a|aiin=es|or=meg|ot=e|e=t|o=az	f048414237abfe7452867c0e366f252d977e0c14a742710e519dbc291196ce9d
