feature	axis	value	universe_groups	feature_occurrences	observed_postdy	expected_postdy	conditional_effect	exact_p	informative_strata	claim_state
QJB	section	B	3385	236	110	88.708380607293	0.141558849493	0.000360995701	67	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	section	C	185	3	0	0.000000000000	0.000000000000	1.000000000000	0	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	section	H	5234	76	20	18.350000000000	0.056951102589	0.606591046151	33	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	section	P	650	0	0	0.000000000000	0.000000000000	1.000000000000	0	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	section	S	5156	166	57	43.582147264500	0.133743887195	0.006533515317	71	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	section	T	982	41	15	13.637054173896	0.054137539530	0.684251892172	16	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	currier	A	4895	0	0	0.000000000000	0.000000000000	1.000000000000	0	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	currier	B	10697	522	202	164.277582045689	0.123728304706	0.000010270314	187	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	hand	1	4594	0	0	0.000000000000	0.000000000000	1.000000000000	0	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	hand	2	5196	330	139	112.578768114523	0.138502891075	0.000107632621	102	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	hand	3	5267	169	56	43.865480597834	0.120691473333	0.012734147157	72	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	hand	5	353	21	6	7.166666666667	-0.099349497339	0.592423911180	11	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
QJB	hand	@	182	2	1	0.666666666667	0.181818181818	1.000000000000	2	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
KAL	section	B	3385	83	23	14.722619047619	0.333099120103	0.000962727119	24	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
KAL	section	C	185	2	1	0.500000000000	1.000000000000	1.000000000000	1	WITHIN_REGISTER_DIAGNOSTIC_NOT_INDEPENDENT_REPLICATION
